icdcode,description1,description2
8501,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Salicylates
8502,"Accidental poisoning by analgesics, antipyretics, antirheumatics","Aromatic analgesics, not elsewhere classified"
8503,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Pyrazole derivatives
8504,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Antirheumatics [antiphlogistics]
8505,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Other non-narcotic analgesics
8508,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Other
8509,"Accidental poisoning by analgesics, antipyretics, antirheumatics",Unspecified
8510,Accidental poisoning by barbiturates,Accidental poisoning by barbiturates
8520,Accidental poisoning by other sedatives and hypnotics,Chloral hydrate group
8521,Accidental poisoning by other sedatives and hypnotics,Paraldehyde
8522,Accidental poisoning by other sedatives and hypnotics,Bromine compounds
8523,Accidental poisoning by other sedatives and hypnotics,Methaqualone compounds
8524,Other sedatives and hypnotics,Glutethimide group
8525,Accidental poisoning by other sedatives and hypnotics,"Mixed sedatives, not elsewhere classified"
8528,Accidental poisoning by other sedatives and hypnotics,Other
8529,Accidental poisoning by other sedatives and hypnotics,Unspecified
8530,Accidental poisoning by tranquillizers,Phenothiazine-based tranquillizers
8531,Accidental poisoning by tranquillizers,Butyrophenone-based tranquillizers
8532,Accidental poisoning by tranquillizers,Benzodiazepine based
8538,Accidental poisoning by tranquillizers,Other
8539,Accidental poisoning by tranquillizers,Unspecified
8540,Accidental poisoning by other psychotropic agents,Antidepressants
8541,Accidental poisoning by other psychotropic agents,Psychodysleptics [hallucinogens]
8542,Accidental poisoning by other psychotropic agents,Psychostimulants
8543,Accidental poisoning by other psychotropic agents,Central nervous system stimulants
8550,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Anticonvulsant and anti-Parkinsonism drugs
8551,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Other central nervous system depressants
8552,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Local anaesthetics
8553,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Parasympathomimetics [cholinergics]
8554,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
8555,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Sympathomimetics [adrenergics]
8556,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Sympatholytics [antiadrenergics]
8558,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Other
8559,Accidental poisoning by other drugs acting on central and autonomic nervous systems,Unspecified
8560,Accidental poisoning by antibiotics,Accidental poisoning by antibiotics
8570,Accidental poisoning by anti-infectives,Accidental poisoning by anti-infectives
8580,Accidental poisoning by other drugs,Hormones and synthetic substitutes
8581,Accidental poisoning by other drugs,Primarily systemic agents
8582,Accidental poisoning by other drugs,Agents primarily affecting blood constituents
8583,Accidental poisoning by other drugs,Agents primarily affecting cardiovascular system
8584,Accidental poisoning by other drugs,Agents primarily affecting gastrointestinal system
8585,Accidental poisoning by other drugs,"Water, mineral and uric acid metabolism drugs"
8586,Accidental poisoning by other drugs,Agents primarily acting on the smooth and skeletal muscles and respiratory system
8587,Accidental poisoning by other drugs,"Agents primarily affecting skin or mucous membrane,ophthlmological, otorhinolaryngological and dental drugs"
8588,Accidental poisoning by other drugs,Other
8589,Accidental poisoning by other drugs,Unspecified
8600,"Accidental poisoning by alcohol, not elsewhere classified",Alcoholic beverages
8601,"Accidental poisoning by alcohol, not elsewhere classified",Other and unspecified ethyl alcohol and its products
8602,"Accidental poisoning by alcohol, not elsewhere classified",Methyl alcohol
8603,"Accidental poisoning by alcohol, not elsewhere classified",Isopropyl alcohol
8604,"Accidental poisoning by alcohol, not elsewhere classified",Fusel oil
8608,"Accidental poisoning by alcohol, not elsewhere classified",Other
8609,"Accidental poisoning by alcohol, not elsewhere classified",Unspecified
8610,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Synthetic detergents and shampoos
8611,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Soap products
8612,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Polishes
8613,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Other cleansing and polishing agents
8614,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Disinfectants
8615,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Lead paints
8616,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Other paints and varnishes
8619,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints and varnishes",Unspecified
8620,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Petroleum solvents
8621,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Petroleum fuels and cleaners
8622,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Lubricating oils
8623,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Petroleum solids
8624,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Other solvents
8629,"Accidental poisoning by petroleum products, other solvents and their vapours, not otherwise classified",Unspecified
8630,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Insecticides of organochlorine compounds
8631,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Insecticides of organophosphorus compounds
8632,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Carbamates
8633,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Mixtures of insecticides
8634,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Other and unspecified insecticides
8635,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Herbicides
8636,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Fungicides
8637,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Rodenticides
8638,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Fumigants
8639,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods or fertilizers,Other and unspecified
8640,"Accidental poisoning by corrosives and caustics, not elsewhere classified",Corrosive aromatics
8641,"Accidental poisoning by corrosives and caustics, not elsewhere classified",Acids
8642,"Accidental poisoning by corrosives and caustics, not elsewhere classified",Caustic alkalis
8643,"Accidental poisoning by corrosives and caustics, not elsewhere classified",Other
8644,"Accidental poisoning by corrosives and caustics, not elsewhere classified",Unspecified
8650,Accidental poisoning from foodstuffs and poisonous plants,Meat
8651,Accidental poisoning from foodstuffs and poisonous plants,Shellfish
8652,Accidental poisoning from foodstuffs and poisonous plants,Other fish
8653,Accidental poisoning from foodstuffs and poisonous plants,Berries and seeds
8654,Accidental poisoning from foodstuffs and poisonous plants,Other plants
8655,Accidental poisoning from foodstuffs and poisonous plants,Mushrooms and other fungi
8658,Accidental poisoning from foodstuffs and poisonous plants,Other food
8659,Accidental poisoning from foodstuffs and poisonous plants,Unspecified
8660,Accidental poisoning by other and unspecified solid and liquid substances,Lead and its compounds and fumes
8661,Accidental poisoning by other and unspecified solid and liquid substances,Mercury and its compounds and fumes
8662,Accidental poisoning by other and unspecified solid and liquid substances,Antimony and its compounds and fumes
8663,Accidental poisoning by other and unspecified solid and liquid substances,Arsenic and its compounds and fumes
8664,Accidental poisoning by other and unspecified solid and liquid substances,Other metals and their compounds and fumes
8665,Accidental poisoning by other and unspecified solid and liquid substances,Plant foods and fertilizers
8666,Accidental poisoning by other and unspecified solid and liquid substances,Glues and adhesives
8667,Accidental poisoning by other and unspecified solid and liquid substances,Cosmetics
8668,Accidental poisoning by other and unspecified solid and liquid substances,Other
8669,Accidental poisoning by other and unspecified solid and liquid substances,Unspecified
8670,Accidental poisoning by gas distributed by pipeline,Accidental poisoning by gas distributed by pipeline
8680,Accidental poisoning by other utility gas and other carbon monoxide,Liquefied petroleum gas distributed in mobile containers
8681,Accidental poisoning by other utility gas and other carbon monoxide,Other and unspecified utility gas
8682,Accidental poisoning by other utility gas and other carbon monoxide,Motor vehicle exhaust gas
8683,Accidental poisoning by other utility gas and other carbon monoxide,Carbon monoxide from incomplete combustion of other domestic fuels
8688,Accidental poisoning by other utility gas and other carbon monoxide,Carbon monoxide from other sources
8689,Accidental poisoning by other utility gas and other carbon monoxide,Unspecified carbon monoxide
8690,Accidental poisoning by other gases and vapours,Nitrogen oxides
8691,Accidental poisoning by other gases and vapours,Sulphur dioxide
8692,Accidental poisoning by other gases and vapours,Freon
8693,Accidental poisoning by other gases and vapours,Lacrimogenic gas [tear gas]
8698,Accidental poisoning by other gases and vapours,Other specified gases and vapours
8699,Accidental poisoning by other gases and vapours,Unspecified gases and vapourS
8700,"Accidental cut, puncture, perforation or haemorrhage during medical care",Surgical operation
8701,"Accidental cut, puncture, perforation or haemorrhage during medical care",Infusion or transfusion
8702,"Accidental cut, puncture, perforation or haemorrhage during medical care",Kidney dialysis or other perfusion
8703,"Accidental cut, puncture, perforation or haemorrhage during medical care",Injection or vaccination
8704,"Accidental cut, puncture, perforation or haemorrhage during medical care",Endoscopic examination
8705,"Accidental cut, puncture, perforation or haemorrhage during medical care","Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8706,"Accidental cut, puncture, perforation or haemorrhage during medical care",Heart catheterization
8707,"Accidental cut, puncture, perforation or haemorrhage during medical care",Administration of enema
8708,"Accidental cut, puncture, perforation or haemorrhage during medical care",Other
8709,"Accidental cut, puncture, perforation or haemorrhage during medical care",Unspecified
8710,Foreign object left in body during procedure,Surgical operation
8711,Foreign object left in body during procedure,Infusion or transfusion
8712,Foreign object left in body during procedure,Kidney dialysis or other perfusion
8713,Foreign object left in body during procedure,Injection or vaccination
8714,Foreign object left in body during procedure,Endoscopic examination
8715,Foreign object left in body during procedure,"Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8716,Foreign object left in body during procedure,Heart catheterization
8717,Foreign object left in body during procedure,Removal of catheter or packing
8718,Foreign object left in body during procedure,Other
8719,Foreign object left in body during procedure,Unspecified
8720,Failure of sterile precautions during procedure,Surgical operation
8721,Failure of sterile precautions during procedure,Infusion or transfusion
8722,Failure of sterile precautions during procedure,Kidney dialysis and other perfusion
8723,Failure of sterile precautions during procedure,Injection or vaccination
8724,Failure of sterile precautions during procedure,Endoscopic examination
8725,Failure of sterile precautions during procedure,"Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8726,Failure of sterile precautions during procedure,Heart catheterization
8728,Failure of sterile precautions during procedure,Other
8729,Failure of sterile precautions during procedure,Unspecified
8730,Failure in dosage,Excessive amount of blood or other fluid during transfusion or infusion
8731,Failure in dosage,Incorrect dilution of fluid during infusion
8732,Failure in dosage,Overdose of radiation in therapy
8733,Failure in dosage,Inadvertent exposure of patient to radiation during medical care
8734,Failure in dosage,Failure in dosage in electroshock or insulin-shock therapy
8735,Failure in dosage,Inappropriate [too hot or too cold] temperature in local application and packing
8736,Failure in dosage,Nonadministration of necessary drug or medicament
8738,Failure in dosage,Other
8739,Failure in dosage,Unspecified
8740,Mechanical failure of instrument or apparatus during procedure,Surgical operation
8741,Mechanical failure of instrument or apparatus during procedure,Infusion and transfusion
8742,Mechanical failure of instrument or apparatus during procedure,Kidney dialysis and other perfusion
8743,Mechanical failure of instrument or apparatus during procedure,Endoscopic examination
8744,Mechanical failure of instrument or apparatus during procedure,"Aspiration of fluid or tissue, puncture and catheterization (any, except heart catheterization)"
8745,Mechanical failure of instrument or apparatus during procedure,Heart catheterization
8748,Mechanical failure of instrument or apparatus during procedure,Other
8749,Mechanical failure of instrument or apparatus during procedure,Unspecified
8750,"Contaminated or infected blood, other fluid, drug or biological substance",Contaminated substance transfused or infused
8751,"Contaminated or infected blood, other fluid, drug or biological substance",Contaminated substance injected or used for vaccination
8752,"Contaminated or infected blood, other fluid, drug or biological substance",Contaminated drug or biological substance administered by other means
8758,"Contaminated or infected blood, other fluid, drug or biological substance",Other
8759,"Contaminated or infected blood, other fluid, drug or biological substance",Unspecified
8760,Other and unspecified misadventures during medical care,Mismatched blood in transfusion
8761,Other and unspecified misadventures during medical care,Wrong fluid in infusion
8762,Other and unspecified misadventures during medical care,Failure in suture and ligature during surgical operation
8763,Other and unspecified misadventures during medical care,Endotracheal tube wrongly placed during anaesthetic procedure
8764,Other and unspecified misadventures during medical care,Failure to introduce or to remove other tube or instrument
8765,Other and unspecified misadventures during medical care,Performance of inappropriate operation
8768,Other and unspecified misadventures during medical care,Other specified misadventures
8769,Other and unspecified misadventures during medical care,Unspecified misadventure
8780,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Surgical operation with transplant of whole organ
8781,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Surgical operation with implant of artificial internal device
8782,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation","Surgical operation with anastomosis, bypass or graft, with natural or artificial tissues used as implant"
8783,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Surgical operation with formation of external stoma
8784,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Other restorative surgery
8785,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Amputation of limb(s)
8786,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Removal of other organ (partial) (total)
8788,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Other
8789,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation",Unspecified
8790,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Cardiac catheterization
8791,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Kidney dialysis
8792,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Radiological procedure and radiotherapy
8793,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Shock therapy
8794,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Aspiration of fluid
8795,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Insertion of gastric or duodenal sound
8796,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Urinary catheterization
8797,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Blood sampling
8798,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Other
8799,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication",Unspecified
8800,Fall on or from stairs or steps,Escalator
8809,Fall on or from stairs or steps,Other stairs or steps
8810,Fall on or from ladders or scaffolding,Fall from ladder
8811,Fall on or from ladders or scaffolding,Fall from scaffolding
8820,Fall from or out of building or other structure,Fall from or out of building or other structure
8830,Fall into hole or other opening in surface,Accident from diving or jumping into water [swimming pool]
8831,Fall into hole or other opening in surface,Accidental fall into well
8832,Fall into hole or other opening in surface,Accidental fall into storm drain or manhole
8839,Fall into hole or other opening in surface,Fall into other hole or other opening in surface
8840,Other fall from one level to another,Fall from playground equipment
8841,Other fall from one level to another,Fall from cliff
8842,Other fall from one level to another,Fall from chair or bed
8849,Other fall from one level to another,Other fall from one level to another
8850,"Fall on same level from slipping, tripping or stumbling","Fall on same level from slipping, tripping or stumbling"
8860,"Fall on same level from collision, pushing or shoving, by or with other person",In sports
8869,"Fall on same level from collision, pushing or shoving, by or with other person",Other and unspecified
8870,"Fracture, cause unspecified","Fracture, cause unspecified"
8880,Other and unspecified fall,Other and unspecified fall
8900,Conflagration in private dwelling,Explosion caused by conflagration
8901,Conflagration in private dwelling,Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration
8902,Conflagration in private dwelling,Other smoke and fumes from conflagration
8903,Conflagration in private dwelling,Burning caused by conflagration
8908,Conflagration in private dwelling,Other accident resulting from conflagration
8909,Conflagration in private dwelling,Unspecified
8910,Conflagration in other and unspecified building or structure,Explosion caused by conflagration
8911,Conflagration in other and unspecified building or structure,Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration
8912,Conflagration in other and unspecified building or structure,Other smoke and fumes from conflagration
8913,Conflagration in other and unspecified building or structure,Burning caused by conflagration
8918,Conflagration in other and unspecified building or structure,Other accident resulting from conflagration
8919,Conflagration in other and unspecified building or structure,Unspecified
8920,Conflagration not in building or structure,Conflagration not in building or structure
8930,Accident caused by ignition of clothing,From controlled fire in private dwelling
8931,Accident caused by ignition of clothing,From controlled fire in other building or structure
8932,Accident caused by ignition of clothing,From controlled fire not in building or structure
8938,Accident caused by ignition of clothing,From other sources
8939,Accident caused by ignition of clothing,Unspecified
8940,Ignition of highly inflammable material,Ignition of highly inflammable material
8950,Accident caused by controlled fire in private dwelling,Accident caused by controlled fire in private dwelling
8960,Accident caused by controlled fire in other and unspecified building or structure,Accident caused by controlled fire in other and unspecified building or structure
8970,Accident caused by controlled fire not in building or structure,Accident caused by controlled fire not in building or structure
8980,Accident caused by other specified fire and flames,Burning bedclothes
8981,Accident caused by other specified fire and flames,Other
8990,Accident caused by unspecified fire,Accident caused by unspecified fire
9000,Excessive heat,Due to weather conditions
9001,Excessive heat,Of manmade origin
9009,Excessive heat,Of unspecified origin
9010,Excessive cold,Due to weather conditions
9011,Excessive cold,Of manmade origin
9018,Excessive cold,Other
9019,Excessive cold,Of unspecified origin
9020,High and low air pressure and changes in air pressure,Residence or prolonged visit at high altitude
9021,High and low air pressure and changes in air pressure,In aircraft
9022,High and low air pressure and changes in air pressure,Due to diving
9028,High and low air pressure and changes in air pressure,Due to other specified causes
9029,High and low air pressure and changes in air pressure,Unspecified
9030,Travel and motion,Travel and motion
9040,"Hunger, thirst, exposure and neglect",Abandonment or neglect of infants and helpless persons
9041,"Hunger, thirst, exposure, neglect",Lack of food
9042,"Hunger, thirst, exposure, neglect",Lack of water
9043,"Hunger, thirst, exposure and neglect",Exposure (to weather conditions) not elsewhere classifiable
9049,"Hunger, thirst, exposure and neglect","Privation, unqualified"
9050,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous snakes and lizards
9051,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous spiders
9052,Venomous animals and plants as the cause of poisoning and toxic reactions,Scorpion
9053,Venomous animals and plants as the cause of poisoning and toxic reactions,"Hornets, wasps and bees"
9054,Venomous animals and plants as the cause of poisoning and toxic reactions,Centipede and venomous millipede (tropical)
9055,Venomous animals and plants as the cause of poisoning and toxic reactions,Other venomous arthropods
9056,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous marine animals and plants
9057,Venomous animals and plants as the cause of poisoning and toxic reactions,Poisoning and toxic reactions caused by other plants
9058,Venomous animals and plants as the cause of poisoning and toxic reactions,Other specified
9059,Venomous animals and plants as the cause of poisoning and toxic reactions,Unspecified
9060,Other injury caused by animals,Dog bite
9061,Other injury caused by animals,Rat bite
9062,Other injury caused by animals,Bite of nonvenomous snakes and lizards
9063,Other injury caused by animals,Bite of other animal except arthropod
9064,Other injury caused by animals,Bite of nonvenomous arthropod
9068,Other injury caused by animals,Other specified injury caused by animal
9069,Other injury caused by animals,Unspecified
9070,Lightning,Lightning
9080,"Cataclysmic storms, and floods resulting from storms","Cataclysmic storms, and floods resulting from storms"
9090,Cataclysmic earth surface movements and eruptions,Cataclysmic earth surface movements and eruptions
9100,Accidental drowning and submersion,While water skiing
9101,Accidental drowning and submersion,While engaged in other sport or recreational activity with diving equipment
9102,Accidental drowning and submersion,While engaged in other sport or recreational activity without diving equipment
9103,Accidental drowning and submersion,While swimming or diving for purposes other than recreation or sport
9104,Accidental drowning and submersion,In bathtub
9108,Accidental drowning and submersion,Other
9109,Accidental drowning and submersion,Unspecified
9110,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation
9120,Inhalation and ingestion of other object causing respiratory tract obstruction or suffocation,Inhalation and ingestion of other object causing respiratory tract obstruction or suffocation
9130,Accidental mechanical suffocation,In bed or cradle
9131,Accidental mechanical suffocation,By plastic bag
9132,Accidental mechanical suffocation,Due to lack of air (in closed space)
9133,Accidental mechanical suffocation,By falling earth or other substance
9138,Accidental mechanical suffocation,Other specified means
9139,Accidental mechanical suffocation,Unspecified
9140,Foreign body accidentally entering eye and adnexa,Foreign body accidentally entering eye and adnexa
9150,Foreign body accidentally entering other orifice,Foreign body accidentally entering other orifice
9160,Struck accidentally by falling object,Struck accidentally by falling object
9170,Striking against or struck accidentally by objects or persons,In sports
9171,Striking against or struck accidentally by objects or persons,"Caused by a crowd, by collective fear or panic"
9172,Striking against or struck accidentally by objects or persons,In running water
9179,Striking against or struck accidentally by objects or persons,Other
9180,Caught accidentally in or between objects,Caught accidentally in or between objects
9190,Accidents caused by machinery,Agricultural machines
9191,Accidents caused by machinery,Mining and earth-drilling machinery
9192,Accidents caused by machinery,Lifting machines and appliances
9193,Accidents caused by machinery,Metalworking machines
9194,Accidents caused by machinery,Woodworking and forming machines
9195,Accidents caused by machinery,"Prime movers, except electrical motors"
9196,Accidents caused by machinery,Transmission machinery
9197,Accidents caused by machinery,"Earth moving, scraping and other excavating machines"
9198,Accidents caused by machinery,Other
9199,Accidents caused by machinery,Unspecified
9200,Accidents caused by cutting and piercing instruments or objects,Powered lawn mower
9201,Accidents caused by cutting and piercing instruments or objects,Other powered hand tools
9202,Accidents caused by cutting and piercing instruments or objects,Powered household appliances and implements
9203,Accidents caused by cutting and piercing instruments or objects,"Knives, swords and daggers"
9204,Accidents caused by cutting and piercing instruments or objects,Other hand tools and implements
9208,Accidents caused by cutting and piercing instruments or objects,Other
9209,Accidents caused by cutting and piercing instruments or objects,Unspecified
9210,Accident caused by explosion of pressure vessel,Boilers
9211,Accident caused by explosion of pressure vessel,Gas cylinders
9218,Accident caused by explosion of pressure vessel,Other
9219,Accident caused by explosion of pressure vessel,Unspecified
9220,Accident caused by firearm missile,Hand gun
9221,Accident caused by firearm missile,Shotgun (automatic)
9222,Accident caused by firearm missile,Hunting rifle
9223,Accident caused by firearm missile,Military firearms
9228,Accident caused by firearm missile,Other
9229,Accident caused by firearm missile,Unspecified
9230,Accident caused by explosive material,Fireworks
9231,Accident caused by explosive material,Blasting materials
9232,Accident caused by explosive material,Explosive gases
9238,Accident caused by explosive material,Other
9239,Accident caused by explosive material,Unspecified
9240,"Accident caused by hot substance or object, caustic or corrosive material and steam","Hot liquids and vapours, including steam"
9241,"Accident caused by hot substance or object, caustic or corrosive material and steam",Caustic and corrosive substances
9248,"Accident caused by hot substance or object, caustic or corrosive material and steam",Other
9249,"Accident caused by hot substance or object, caustic or corrosive material and steam",Unspecified
9250,Accident caused by electric current,Domestic wiring and appliances
9251,Accident caused by electric current,"Electric power generating plants, distribution stations, transmission lines"
9252,Accident caused by electric current,"Industrial wiring, appliances and electrical machinery"
9258,Accident caused by electric current,Other
9259,Accident caused by electric current,Unspecified
9260,Exposure to radiation,Radiofrequency radiation
9261,Exposure to radiation,Infrared heaters and lamps
9262,Exposure to radiation,Visible and ultraviolet light sources
9263,Exposure to radiation,X-rays and other electromagnetic ionizing radiation
9264,Exposure to radiation,Lasers
9265,Exposure to radiation,Radioactive isotopes
9268,Exposure to radiation,Other specified
9269,Exposure to radiation,Unspecified
9270,Overexertion and strenuous movements,Overexertion and strenuous movements
9280,Other and unspecified environmental and accidental causes,Prolonged stay in weightless environment
9281,Other and unspecified environmental and accidental causes,Exposure to noise
9282,Other and unspecified environmental and accidental causes,Vibration
9288,Other and unspecified environmental and accidental causes,Other
9289,Other and unspecified environmental and accidental causes,Unspecified accidents
9290,Late effects of accidental injury,Late effects of motor vehicle accident
9291,Late effects of accidental injury,Late effects of other transport accident
9292,Late effects of accidental injury,Late effects of accidental poisoning
9293,Late effects of accidental injury,Late effects of accidental fall
9294,Late effects of accidental injury,Late effects of accident caused by fire
9295,Late effects of accidental injury,Late effects of accident due to natural and environmental factors
9298,Late effects of accidental injury,Late effects of other accidents
9299,Late effects of accidental injury,Late effects of unspecified accident
9300,Antibiotics,Penicillins
9301,Antibiotics,Antifungal antibiotics
9302,Antibiotics,Chloramphenicol group
9303,Antibiotics,Erythromycin and other macrolides
9304,Antibiotics,Tetracycline group
9305,Antibiotics,Cefalosporin group
9306,Antibiotics,Antimycobacterial antibiotics
9307,Antibiotics,Antineoplastic antibiotics
9308,Antibiotics,Other specified antibiotics
9309,Antibiotics,Unspecified
9310,Other anti-infectives,Sulfonamides
9311,Other anti-infectives,Arsenical anti-infectives
9312,Other anti-infectives,Heavy metal anti-infectives
9313,Other anti-infectives,Quinoline and hydroxyquinoline derivatives
9314,Other anti-infectives,Antimalarials and drugs acting on other blood protozoa
9315,Other anti-infectives,Other antiprotozoal drugs
9316,Other anti-infectives,Anthelminthics
9317,Other anti-infectives,Antiviral drugs
9318,Other anti-infectives,Other antimycobacterial drugs
9319,Other anti-infectives,Other and unspecified anti-infectives
9320,Hormones and synthetic substitutes,Adrenal cortical steroids
9321,Hormones and synthetic substitutes,Androgens and anabolic congeners
9322,Hormones and synthetic substitutes,Ovarian hormones and synthetic substitutes
9323,Hormones and synthetic substitutes,Insulins and antidiabetic agents
9324,Hormones and synthetic substitutes,Anterior pituitary hormones
9325,Hormones and synthetic substitutes,Posterior pituitary hormones
9326,Hormones and synthetic substitutes,Parathyroid and parathyroid derivatives
9327,Hormones and synthetic substitutes,Thyroid and thyroid derivatives
9328,Hormones and synthetic substitutes,Antithyroid agents
9329,Hormones and synthetic substitutes,Other and unspecified hormones and synthetic substitutes
9330,Primarily systemic agents,Antiallergic and antiemetic drugs
9331,Primarily systemic agents,Antineoplastic and immunosuppressive drugs
9332,Primarily systemic agents,Acidifying agents
9333,Primarily systemic agents,Alkalizing agents
9334,Primarily systemic agents,Enzymes not elsewhere classified
9335,Primarily systemic agents,"Vitamins, not elsewhere classified"
9338,Primarily systemic agents,"Other systemic agents, not elsewhere classified"
9339,Primarily systemic agents,Unspecified
9340,Agents primarily affecting blood constituents,Iron and its compounds
9341,Agents primarily affecting blood constituents,Liver preparations and other antianemic agents
9342,Agents primarily affecting blood constituents,Anticoagulants
9343,Agents primarily affecting blood constituents,Vitamin K [phytomenadione]
9344,Agents primarily affecting blood constituents,Fibrinolysis-affecting drugs
9345,Agents primarily affecting blood constituents,Anticoagulant antagonists and other coagulants
9346,Agents primarily affecting blood constituents,Gamma globulin
9347,Agents primarily affecting blood constituents,Natural blood and blood products
9348,Agents primarily affecting blood constituents,Other
9349,Agents primarily affecting blood constituents,Unspecified
9350,"Analgesics, antipyretics and antirheumatics",Opiates and related narcotics
9351,"Analgesics, antipyretics and antirheumatics",Salicylates
9352,"Analgesics, antipyretics and antirheumatics","Aromatic analgesics, not elsewhere classified"
9353,"Analgesics, antipyretics and antirheumatics",Pyrazole derivatives
9354,"Analgesics, antipyretics and antirheumatics",Antirheumatics [antiphlogistics]
9355,"Analgesics, antipyretics and antirheumatics",Other non-narcotic analgesics
9358,"Analgesics, antipyretics and antirheumatics",Other
9359,"Analgesics, antipyretics and antirheumatics",Unspecified
9360,Anticonvulsants and anti-Parkinsonism drugs,Oxazolidine derivatives
9361,Anticonvulsants and anti-Parkinsonism drugs,Hydantoin derivatives
