code,description
Q790,Congenital malformations (Q790)
Q789,Congenital malformations (Q789)
Q788,Congenital malformations (Q788)
Q786,Congenital malformations (Q786)
Q785,Congenital malformations (Q785)
Q783,Congenital malformations (Q783)
Q782,Congenital malformations (Q782)
Q781,Congenital malformations (Q781)
Q749,Congenital malformations (Q749)
Q743,Congenital malformations (Q743)
Q606,Congenital malformations (Q606)
Q639,Congenital malformations (Q639)
Q633,Congenital malformations (Q633)
Q632,Congenital malformations (Q632)
Q631,Congenital malformations (Q631)
Q630,Congenital malformations (Q630)
Q628,Congenital malformations (Q628)
Q627,Congenital malformations (Q627)
Q623,Congenital malformations (Q623)
Q622,Congenital malformations (Q622)
Q621,Congenital malformations (Q621)
Q620,Congenital malformations (Q620)
Q619,Congenital malformations (Q619)
Q615,Congenital malformations (Q615)
Q614,Congenital malformations (Q614)
Q613,Congenital malformations (Q613)
Q612,Congenital malformations (Q612)
Q611,Congenital malformations (Q611)
Q610,Congenital malformations (Q610)
Q638,Congenital malformations (Q638)
Q641,Congenital malformations (Q641)
Q742,Congenital malformations (Q742)
Q642,Congenital malformations (Q642)
Q740,Congenital malformations (Q740)
Q730,Congenital malformations (Q730)
Q701,Congenital malformations (Q701)
Q688,Congenital malformations (Q688)
Q678,Congenital malformations (Q678)
Q676,Congenital malformations (Q676)
Q675,Congenital malformations (Q675)
Q669,Congenital malformations (Q669)
Q668,Congenital malformations (Q668)
Q667,Congenital malformations (Q667)
Q658,Congenital malformations (Q658)
Q652,Congenital malformations (Q652)
Q649,Congenital malformations (Q649)
Q648,Congenital malformations (Q648)
Q647,Congenital malformations (Q647)
Q645,Congenital malformations (Q645)
Q644,Congenital malformations (Q644)
V104,External causes - transport accidents (V104)
V433,External causes - transport accidents (V433)
V111,External causes - transport accidents (V111)
V841,External causes - transport accidents (V841)
V839,External causes - transport accidents (V839)
V837,External causes - transport accidents (V837)
V836,External causes - transport accidents (V836)
V835,External causes - transport accidents (V835)
V834,External causes - transport accidents (V834)
V830,External causes - transport accidents (V830)
V829,External causes - transport accidents (V829)
V828,External causes - transport accidents (V828)
V826,External causes - transport accidents (V826)
V825,External causes - transport accidents (V825)
V819,External causes - transport accidents (V819)
V818,External causes - transport accidents (V818)
V817,External causes - transport accidents (V817)
V816,External causes - transport accidents (V816)
V815,External causes - transport accidents (V815)
V814,External causes - transport accidents (V814)
V813,External causes - transport accidents (V813)
V840,External causes - transport accidents (V840)
V842,External causes - transport accidents (V842)
V811,External causes - transport accidents (V811)
V844,External causes - transport accidents (V844)
V870,External causes - transport accidents (V870)
V869,External causes - transport accidents (V869)
V867,External causes - transport accidents (V867)
V866,External causes - transport accidents (V866)
V865,External causes - transport accidents (V865)
V861,External causes - transport accidents (V861)
V860,External causes - transport accidents (V860)
V859,External causes - transport accidents (V859)
V857,External causes - transport accidents (V857)
V856,External causes - transport accidents (V856)
V855,External causes - transport accidents (V855)
V852,External causes - transport accidents (V852)
V850,External causes - transport accidents (V850)
V849,External causes - transport accidents (V849)
V847,External causes - transport accidents (V847)
V846,External causes - transport accidents (V846)
V845,External causes - transport accidents (V845)
V812,External causes - transport accidents (V812)
V809,External causes - transport accidents (V809)
V872,External causes - transport accidents (V872)
V744,External causes - transport accidents (V744)
V735,External causes - transport accidents (V735)
V734,External causes - transport accidents (V734)
V724,External causes - transport accidents (V724)
V699,External causes - transport accidents (V699)
V698,External causes - transport accidents (V698)
V695,External causes - transport accidents (V695)
V694,External causes - transport accidents (V694)
V693,External causes - transport accidents (V693)
V690,External causes - transport accidents (V690)
V689,External causes - transport accidents (V689)
V687,External causes - transport accidents (V687)
V686,External causes - transport accidents (V686)
V685,External causes - transport accidents (V685)
V684,External causes - transport accidents (V684)
V682,External causes - transport accidents (V682)
V680,External causes - transport accidents (V680)
V677,External causes - transport accidents (V677)
V736,External causes - transport accidents (V736)
V745,External causes - transport accidents (V745)
V808,External causes - transport accidents (V808)
V746,External causes - transport accidents (V746)
V807,External causes - transport accidents (V807)
V805,External causes - transport accidents (V805)
V804,External causes - transport accidents (V804)
V802,External causes - transport accidents (V802)
V800,External causes - transport accidents (V800)
V799,External causes - transport accidents (V799)
V798,External causes - transport accidents (V798)
V795,External causes - transport accidents (V795)
V793,External causes - transport accidents (V793)
V789,External causes - transport accidents (V789)
V787,External causes - transport accidents (V787)
V786,External causes - transport accidents (V786)
V784,External causes - transport accidents (V784)
V782,External causes - transport accidents (V782)
V781,External causes - transport accidents (V781)
V776,External causes - transport accidents (V776)
V775,External causes - transport accidents (V775)
V871,External causes - transport accidents (V871)
V873,External causes - transport accidents (V873)
V114,External causes - transport accidents (V114)
V973,External causes - transport accidents (V973)
V971,External causes - transport accidents (V971)
V970,External causes - transport accidents (V970)
V968,External causes - transport accidents (V968)
V962,External causes - transport accidents (V962)
V961,External causes - transport accidents (V961)
V960,External causes - transport accidents (V960)
V959,External causes - transport accidents (V959)
V958,External causes - transport accidents (V958)
V953,External causes - transport accidents (V953)
V952,External causes - transport accidents (V952)
V951,External causes - transport accidents (V951)
V950,External causes - transport accidents (V950)
V949,External causes - transport accidents (V949)
V948,External causes - transport accidents (V948)
V946,External causes - transport accidents (V946)
V945,External causes - transport accidents (V945)
V943,External causes - transport accidents (V943)
V972,External causes - transport accidents (V972)
V978,External causes - transport accidents (V978)
V940,External causes - transport accidents (V940)
W000,Fall on same level involving ice and snow (W000)
W022,External causes - accidental (W022)
W019,"Fall on same level from slipping, tripping and stumbling (W019)"
W018,"Fall on same level from slipping, tripping and stumbling (W018)"
W017,"Fall on same level from slipping, tripping and stumbling (W017)"
W016,"Fall on same level from slipping, tripping and stumbling (W016)"
W015,"Fall on same level from slipping, tripping and stumbling (W015)"
W014,"Fall on same level from slipping, tripping and stumbling (W014)"
W013,"Fall on same level from slipping, tripping and stumbling (W013)"
W012,"Fall on same level from slipping, tripping and stumbling (W012)"
W011,"Fall on same level from slipping, tripping and stumbling (W011)"
W010,"Fall on same level from slipping, tripping and stumbling (W010)"
W009,Fall on same level involving ice and snow (W009)
W008,Fall on same level involving ice and snow (W008)
W005,Fall on same level involving ice and snow (W005)
W004,Fall on same level involving ice and snow (W004)
W002,Fall on same level involving ice and snow (W002)
W001,Fall on same level involving ice and snow (W001)
V942,External causes - transport accidents (V942)
V939,External causes - transport accidents (V939)
V875,External causes - transport accidents (V875)
V910,External causes - transport accidents (V910)
V908,External causes - transport accidents (V908)
V906,External causes - transport accidents (V906)
V905,External causes - transport accidents (V905)
V904,External causes - transport accidents (V904)
V903,External causes - transport accidents (V903)
V902,External causes - transport accidents (V902)
V899,Motor-vehicle accident (V899)
V893,Motor-vehicle accident (V893)
V892,Motor-vehicle accident (V892)
V891,Motor-vehicle accident (V891)
V890,Motor-vehicle accident (V890)
V889,External causes - transport accidents (V889)
V887,External causes - transport accidents (V887)
V879,External causes - transport accidents (V879)
V878,External causes - transport accidents (V878)
V877,External causes - transport accidents (V877)
V876,External causes - transport accidents (V876)
V909,External causes - transport accidents (V909)
V913,External causes - transport accidents (V913)
V938,External causes - transport accidents (V938)
V914,External causes - transport accidents (V914)
V934,External causes - transport accidents (V934)
V933,External causes - transport accidents (V933)
V932,External causes - transport accidents (V932)
V931,External causes - transport accidents (V931)
V930,External causes - transport accidents (V930)
V929,External causes - transport accidents (V929)
V928,External causes - transport accidents (V928)
V926,External causes - transport accidents (V926)
V925,External causes - transport accidents (V925)
V924,External causes - transport accidents (V924)
V923,External causes - transport accidents (V923)
V922,External causes - transport accidents (V922)
V921,External causes - transport accidents (V921)
V920,External causes - transport accidents (V920)
V919,External causes - transport accidents (V919)
V918,External causes - transport accidents (V918)
V916,External causes - transport accidents (V916)
V676,External causes - transport accidents (V676)
V675,External causes - transport accidents (V675)
V670,External causes - transport accidents (V670)
V291,Motorcycle rider injured in transport accident (V291)
V285,External causes - transport accidents (V285)
V284,External causes - transport accidents (V284)
V283,External causes - transport accidents (V283)
V281,External causes - transport accidents (V281)
V280,External causes - transport accidents (V280)
V279,External causes - transport accidents (V279)
V275,External causes - transport accidents (V275)
V274,External causes - transport accidents (V274)
V271,External causes - transport accidents (V271)
V270,External causes - transport accidents (V270)
V264,External causes - transport accidents (V264)
V254,External causes - transport accidents (V254)
V250,External causes - transport accidents (V250)
V245,External causes - transport accidents (V245)
V244,External causes - transport accidents (V244)
V241,External causes - transport accidents (V241)
V239,External causes - transport accidents (V239)
V290,Motorcycle rider injured in transport accident (V290)
V292,Motorcycle rider injured in transport accident (V292)
V234,External causes - transport accidents (V234)
V293,Motorcycle rider injured in transport accident (V293)
V385,External causes - transport accidents (V385)
V384,External causes - transport accidents (V384)
V381,External causes - transport accidents (V381)
V380,External causes - transport accidents (V380)
V375,External causes - transport accidents (V375)
V374,External causes - transport accidents (V374)
V370,External causes - transport accidents (V370)
V350,External causes - transport accidents (V350)
V345,External causes - transport accidents (V345)
V335,External causes - transport accidents (V335)
V326,External causes - transport accidents (V326)
V300,External causes - transport accidents (V300)
V299,Motorcycle rider injured in transport accident (V299)
V298,Motorcycle rider injured in transport accident (V298)
V296,Motorcycle rider injured in transport accident (V296)
V295,Motorcycle rider injured in transport accident (V295)
V294,Motorcycle rider injured in transport accident (V294)
V235,External causes - transport accidents (V235)
V233,External causes - transport accidents (V233)
V647,External causes - transport accidents (V647)
V188,External causes - transport accidents (V188)
V184,External causes - transport accidents (V184)
V181,External causes - transport accidents (V181)
V180,External causes - transport accidents (V180)
V174,External causes - transport accidents (V174)
V171,External causes - transport accidents (V171)
V170,External causes - transport accidents (V170)
V164,External causes - transport accidents (V164)
V154,External causes - transport accidents (V154)
V150,External causes - transport accidents (V150)
V145,External causes - transport accidents (V145)
V144,External causes - transport accidents (V144)
V141,External causes - transport accidents (V141)
V140,External causes - transport accidents (V140)
V134,External causes - transport accidents (V134)
V131,External causes - transport accidents (V131)
V130,External causes - transport accidents (V130)
V124,External causes - transport accidents (V124)
V185,External causes - transport accidents (V185)
V190,Pedal cyclist injured in transport accident (V190)
V230,External causes - transport accidents (V230)
V192,Pedal cyclist injured in transport accident (V192)
V229,External causes - transport accidents (V229)
V225,External causes - transport accidents (V225)
V224,External causes - transport accidents (V224)
V221,External causes - transport accidents (V221)
V220,External causes - transport accidents (V220)
V214,External causes - transport accidents (V214)
V210,External causes - transport accidents (V210)
V209,External causes - transport accidents (V209)
V205,External causes - transport accidents (V205)
V204,External causes - transport accidents (V204)
V200,External causes - transport accidents (V200)
V199,Pedal cyclist injured in transport accident (V199)
V198,Pedal cyclist injured in transport accident (V198)
V196,Pedal cyclist injured in transport accident (V196)
V195,Pedal cyclist injured in transport accident (V195)
V194,Pedal cyclist injured in transport accident (V194)
V193,Pedal cyclist injured in transport accident (V193)
V386,External causes - transport accidents (V386)
V394,External causes - transport accidents (V394)
V399,External causes - transport accidents (V399)
V576,External causes - transport accidents (V576)
V574,External causes - transport accidents (V574)
V556,External causes - transport accidents (V556)
V555,External causes - transport accidents (V555)
V546,External causes - transport accidents (V546)
V545,External causes - transport accidents (V545)
V540,External causes - transport accidents (V540)
V536,External causes - transport accidents (V536)
V535,External causes - transport accidents (V535)
V506,External causes - transport accidents (V506)
V505,External causes - transport accidents (V505)
V499,Car occupant injured in transport accident (V499)
V498,Car occupant injured in transport accident (V498)
V496,Car occupant injured in transport accident (V496)
V495,Car occupant injured in transport accident (V495)
V494,Car occupant injured in transport accident (V494)
V493,Car occupant injured in transport accident (V493)
V491,Car occupant injured in transport accident (V491)
V575,External causes - transport accidents (V575)
V579,External causes - transport accidents (V579)
V405,External causes - transport accidents (V405)
V581,External causes - transport accidents (V581)
V646,External causes - transport accidents (V646)
V645,External causes - transport accidents (V645)
V644,External causes - transport accidents (V644)
V640,External causes - transport accidents (V640)
V636,External causes - transport accidents (V636)
V635,External causes - transport accidents (V635)
V599,External causes - transport accidents (V599)
V598,External causes - transport accidents (V598)
V595,External causes - transport accidents (V595)
V594,External causes - transport accidents (V594)
V589,External causes - transport accidents (V589)
V587,External causes - transport accidents (V587)
V586,External causes - transport accidents (V586)
V585,External causes - transport accidents (V585)
V584,External causes - transport accidents (V584)
V583,External causes - transport accidents (V583)
V582,External causes - transport accidents (V582)
V490,Car occupant injured in transport accident (V490)
V489,External causes - transport accidents (V489)
V487,External causes - transport accidents (V487)
V486,External causes - transport accidents (V486)
V445,External causes - transport accidents (V445)
V444,External causes - transport accidents (V444)
V441,External causes - transport accidents (V441)
V439,External causes - transport accidents (V439)
V437,External causes - transport accidents (V437)
V436,External causes - transport accidents (V436)
V435,External causes - transport accidents (V435)
V434,External causes - transport accidents (V434)
Q273,Congenital malformations (Q273)
V432,External causes - transport accidents (V432)
V431,External causes - transport accidents (V431)
V430,External causes - transport accidents (V430)
V426,External causes - transport accidents (V426)
V425,External causes - transport accidents (V425)
V424,External causes - transport accidents (V424)
V415,External causes - transport accidents (V415)
V406,External causes - transport accidents (V406)
V446,External causes - transport accidents (V446)
V449,External causes - transport accidents (V449)
V450,External causes - transport accidents (V450)
V476,External causes - transport accidents (V476)
V485,External causes - transport accidents (V485)
V484,External causes - transport accidents (V484)
V483,External causes - transport accidents (V483)
V482,External causes - transport accidents (V482)
V481,External causes - transport accidents (V481)
V480,External causes - transport accidents (V480)
V479,External causes - transport accidents (V479)
V475,External causes - transport accidents (V475)
V455,External causes - transport accidents (V455)
V474,External causes - transport accidents (V474)
V472,External causes - transport accidents (V472)
V471,External causes - transport accidents (V471)
V470,External causes - transport accidents (V470)
V465,External causes - transport accidents (V465)
V464,External causes - transport accidents (V464)
V456,External causes - transport accidents (V456)
Q278,Congenital malformations (Q278)
P942,Conditions originating in perinatal period (P942)
Q272,Congenital malformations (Q272)
N394,Diseases of the genitourinary system (N394)
N391,Diseases of the genitourinary system (N391)
N390,Diseases of the genitourinary system (N390)
N369,Diseases of the genitourinary system (N369)
N368,Diseases of the genitourinary system (N368)
N363,Diseases of the genitourinary system (N363)
N360,Diseases of the genitourinary system (N360)
N359,Diseases of the genitourinary system (N359)
N358,Diseases of the genitourinary system (N358)
N342,Diseases of the genitourinary system (N342)
N340,Diseases of the genitourinary system (N340)
N329,Diseases of the genitourinary system (N329)
N328,Diseases of the genitourinary system (N328)
N324,Diseases of the genitourinary system (N324)
N323,Diseases of the genitourinary system (N323)
N322,Diseases of the genitourinary system (N322)
N321,Diseases of the genitourinary system (N321)
N320,Diseases of the genitourinary system (N320)
N393,Diseases of the genitourinary system (N393)
N399,Diseases of the genitourinary system (N399)
N318,Diseases of the genitourinary system (N318)
N40,Diseases of the genitourinary system (N40)
N482,Diseases of the genitourinary system (N482)
N481,Diseases of the genitourinary system (N481)
N480,Diseases of the genitourinary system (N480)
N47,Diseases of the genitourinary system (N47)
N459,Diseases of the genitourinary system (N459)
N450,Diseases of the genitourinary system (N450)
N44,Diseases of the genitourinary system (N44)
N433,Diseases of the genitourinary system (N433)
N429,Diseases of the genitourinary system (N429)
N428,Diseases of the genitourinary system (N428)
N421,Diseases of the genitourinary system (N421)
N420,Diseases of the genitourinary system (N420)
N419,Diseases of the genitourinary system (N419)
N413,Diseases of the genitourinary system (N413)
N412,Diseases of the genitourinary system (N412)
N411,Diseases of the genitourinary system (N411)
N410,Diseases of the genitourinary system (N410)
N319,Diseases of the genitourinary system (N319)
N312,Diseases of the genitourinary system (N312)
N488,Diseases of the genitourinary system (N488)
N210,Diseases of the genitourinary system (N210)
N202,Diseases of the genitourinary system (N202)
N201,Diseases of the genitourinary system (N201)
N200,Diseases of the genitourinary system (N200)
N19,Unspecified kidney failure
N189,Chronic kidney disease (N189)
N188,Chronic kidney disease (N188)
N185,Chronic kidney disease (N185)
N184,Chronic kidney disease (N184)
N183,Chronic kidney disease (N183)
N182,Chronic kidney disease (N182)
N180,Chronic kidney disease (N180)
N179,Acute renal failure (N179)
N178,Acute renal failure (N178)
N172,Acute renal failure (N172)
N171,Acute renal failure (N171)
N170,Acute renal failure (N170)
N159,Diseases of the genitourinary system (N159)
N209,Diseases of the genitourinary system (N209)
N211,Diseases of the genitourinary system (N211)
N309,Diseases of the genitourinary system (N309)
N23,Diseases of the genitourinary system (N23)
N308,Diseases of the genitourinary system (N308)
N304,Diseases of the genitourinary system (N304)
N302,Diseases of the genitourinary system (N302)
N301,Diseases of the genitourinary system (N301)
N300,Diseases of the genitourinary system (N300)
N289,Diseases of the genitourinary system (N289)
N288,Diseases of the genitourinary system (N288)
N281,Diseases of the genitourinary system (N281)
N280,Diseases of the genitourinary system (N280)
N279,Diseases of the genitourinary system (N279)
N271,Diseases of the genitourinary system (N271)
N270,Diseases of the genitourinary system (N270)
N26,Diseases of the genitourinary system (N26)
N259,Diseases of the genitourinary system (N259)
N258,Diseases of the genitourinary system (N258)
N251,Diseases of the genitourinary system (N251)
N250,Diseases of the genitourinary system (N250)
N485,Diseases of the genitourinary system (N485)
N489,Diseases of the genitourinary system (N489)
O009,Ectopic pregnancy (O009)
N859,Diseases of the genitourinary system (N859)
N851,Diseases of the genitourinary system (N851)
N850,Diseases of the genitourinary system (N850)
N840,Diseases of the genitourinary system (N840)
N839,Diseases of the genitourinary system (N839)
N838,Diseases of the genitourinary system (N838)
N835,Diseases of the genitourinary system (N835)
N832,Diseases of the genitourinary system (N832)
N831,Diseases of the genitourinary system (N831)
N830,Diseases of the genitourinary system (N830)
N829,Diseases of the genitourinary system (N829)
N828,Diseases of the genitourinary system (N828)
N824,Diseases of the genitourinary system (N824)
N823,Diseases of the genitourinary system (N823)
N822,Diseases of the genitourinary system (N822)
N821,Diseases of the genitourinary system (N821)
N820,Diseases of the genitourinary system (N820)
N819,Diseases of the genitourinary system (N819)
N858,Diseases of the genitourinary system (N858)
N879,Diseases of the genitourinary system (N879)
N816,Diseases of the genitourinary system (N816)
N882,Diseases of the genitourinary system (N882)
N990,Diseases of the genitourinary system (N990)
N981,Diseases of the genitourinary system (N981)
N952,Diseases of the genitourinary system (N952)
N951,Diseases of the genitourinary system (N951)
N950,Diseases of the genitourinary system (N950)
N949,Diseases of the genitourinary system (N949)
N948,Diseases of the genitourinary system (N948)
N939,Diseases of the genitourinary system (N939)
N938,Diseases of the genitourinary system (N938)
N926,Diseases of the genitourinary system (N926)
N920,Diseases of the genitourinary system (N920)
N909,Diseases of the genitourinary system (N909)
N903,Diseases of the genitourinary system (N903)
N899,Diseases of the genitourinary system (N899)
N898,Diseases of the genitourinary system (N898)
N889,Diseases of the genitourinary system (N889)
N888,Diseases of the genitourinary system (N888)
N818,Diseases of the genitourinary system (N818)
N814,Diseases of the genitourinary system (N814)
N492,Diseases of the genitourinary system (N492)
N732,Diseases of the genitourinary system (N732)
N730,Diseases of the genitourinary system (N730)
N719,Diseases of the genitourinary system (N719)
N711,Diseases of the genitourinary system (N711)
N710,Diseases of the genitourinary system (N710)
N709,Diseases of the genitourinary system (N709)
N700,Diseases of the genitourinary system (N700)
N649,Diseases of the genitourinary system (N649)
N648,Diseases of the genitourinary system (N648)
N645,Diseases of the genitourinary system (N645)
N641,Diseases of the genitourinary system (N641)
N63,Diseases of the genitourinary system (N63)
N61,Diseases of the genitourinary system (N61)
N509,Diseases of the genitourinary system (N509)
N508,Diseases of the genitourinary system (N508)
N501,Diseases of the genitourinary system (N501)
N499,Diseases of the genitourinary system (N499)
N498,Diseases of the genitourinary system (N498)
N731,Diseases of the genitourinary system (N731)
N733,Diseases of the genitourinary system (N733)
N813,Diseases of the genitourinary system (N813)
N735,Diseases of the genitourinary system (N735)
N811,Diseases of the genitourinary system (N811)
N809,Diseases of the genitourinary system (N809)
N808,Diseases of the genitourinary system (N808)
N803,Diseases of the genitourinary system (N803)
N801,Diseases of the genitourinary system (N801)
N768,Diseases of the genitourinary system (N768)
N766,Diseases of the genitourinary system (N766)
N765,Diseases of the genitourinary system (N765)
N764,Diseases of the genitourinary system (N764)
N762,Diseases of the genitourinary system (N762)
N761,Diseases of the genitourinary system (N761)
N760,Diseases of the genitourinary system (N760)
N751,Diseases of the genitourinary system (N751)
N750,Diseases of the genitourinary system (N750)
N739,Diseases of the genitourinary system (N739)
N738,Diseases of the genitourinary system (N738)
N736,Diseases of the genitourinary system (N736)
N158,Diseases of the genitourinary system (N158)
N151,Diseases of the genitourinary system (N151)
N144,Diseases of the genitourinary system (N144)
M793,Diseases of musculoskeletal system (M793)
M790,Diseases of musculoskeletal system (M790)
M779,Diseases of musculoskeletal system (M779)
M773,Diseases of musculoskeletal system (M773)
M768,Diseases of musculoskeletal system (M768)
M762,Diseases of musculoskeletal system (M762)
M755,Diseases of musculoskeletal system (M755)
M729,Diseases of musculoskeletal system (M729)
M728,Diseases of musculoskeletal system (M728)
M726,Diseases of musculoskeletal system (M726)
M725,Diseases of musculoskeletal system (M725)
M724,Diseases of musculoskeletal system (M724)
M723,Diseases of musculoskeletal system (M723)
M720,Diseases of musculoskeletal system (M720)
M719,Diseases of musculoskeletal system (M719)
M715,Diseases of musculoskeletal system (M715)
M713,Diseases of musculoskeletal system (M713)
M712,Diseases of musculoskeletal system (M712)
M791,Diseases of musculoskeletal system (M791)
M796,Diseases of musculoskeletal system (M796)
M710,Diseases of musculoskeletal system (M710)
M797,Diseases of musculoskeletal system (M797)
M848,Diseases of musculoskeletal system (M848)
M844,Diseases of musculoskeletal system (M844)
M843,Diseases of musculoskeletal system (M843)
M841,Diseases of musculoskeletal system (M841)
M840,Diseases of musculoskeletal system (M840)
M839,Diseases of musculoskeletal system (M839)
M831,Diseases of musculoskeletal system (M831)
M819,Diseases of musculoskeletal system (M819)
M818,Diseases of musculoskeletal system (M818)
M814,Diseases of musculoskeletal system (M814)
M811,Diseases of musculoskeletal system (M811)
M809,Diseases of musculoskeletal system (M809)
M808,Diseases of musculoskeletal system (M808)
M805,Diseases of musculoskeletal system (M805)
M804,Diseases of musculoskeletal system (M804)
M799,Diseases of musculoskeletal system (M799)
M798,Diseases of musculoskeletal system (M798)
M711,Diseases of musculoskeletal system (M711)
M708,Diseases of musculoskeletal system (M708)
N142,Diseases of the genitourinary system (N142)
M621,Diseases of musculoskeletal system (M621)
M611,Diseases of musculoskeletal system (M611)
M609,Diseases of musculoskeletal system (M609)
M608,Diseases of musculoskeletal system (M608)
M600,Diseases of musculoskeletal system (M600)
M549,Diseases of musculoskeletal system (M549)
M545,Diseases of musculoskeletal system (M545)
M543,Diseases of musculoskeletal system (M543)
M542,Diseases of musculoskeletal system (M542)
M541,Diseases of musculoskeletal system (M541)
M539,Diseases of musculoskeletal system (M539)
M538,Diseases of musculoskeletal system (M538)
M532,Diseases of musculoskeletal system (M532)
M531,Diseases of musculoskeletal system (M531)
M519,Diseases of musculoskeletal system (M519)
M518,Diseases of musculoskeletal system (M518)
M513,Diseases of musculoskeletal system (M513)
M512,Diseases of musculoskeletal system (M512)
M615,Diseases of musculoskeletal system (M615)
M622,Diseases of musculoskeletal system (M622)
M706,Diseases of musculoskeletal system (M706)
M623,Diseases of musculoskeletal system (M623)
M705,Diseases of musculoskeletal system (M705)
M704,Diseases of musculoskeletal system (M704)
M703,Diseases of musculoskeletal system (M703)
M702,Diseases of musculoskeletal system (M702)
M679,Diseases of musculoskeletal system (M679)
M678,Diseases of musculoskeletal system (M678)
M674,Diseases of musculoskeletal system (M674)
M665,Diseases of musculoskeletal system (M665)
M664,Diseases of musculoskeletal system (M664)
M659,Diseases of musculoskeletal system (M659)
M651,Diseases of musculoskeletal system (M651)
M650,Diseases of musculoskeletal system (M650)
M629,Diseases of musculoskeletal system (M629)
M628,Diseases of musculoskeletal system (M628)
M626,Diseases of musculoskeletal system (M626)
M625,Diseases of musculoskeletal system (M625)
M624,Diseases of musculoskeletal system (M624)
M849,Diseases of musculoskeletal system (M849)
M852,Diseases of musculoskeletal system (M852)
M855,Diseases of musculoskeletal system (M855)
N077,Diseases of the genitourinary system (N077)
N058,Diseases of the genitourinary system (N058)
N057,Diseases of the genitourinary system (N057)
N055,Diseases of the genitourinary system (N055)
N053,Diseases of the genitourinary system (N053)
N052,Diseases of the genitourinary system (N052)
N051,Diseases of the genitourinary system (N051)
N050,Diseases of the genitourinary system (N050)
N049,Diseases of the genitourinary system (N049)
N048,Diseases of the genitourinary system (N048)
N041,Diseases of the genitourinary system (N041)
N039,Diseases of the genitourinary system (N039)
N038,Diseases of the genitourinary system (N038)
N037,Diseases of the genitourinary system (N037)
N035,Diseases of the genitourinary system (N035)
N033,Diseases of the genitourinary system (N033)
N029,Diseases of the genitourinary system (N029)
N028,Diseases of the genitourinary system (N028)
N059,Diseases of the genitourinary system (N059)
N079,Diseases of the genitourinary system (N079)
M856,Diseases of musculoskeletal system (M856)
N10,Diseases of the genitourinary system (N10)
N141,Diseases of the genitourinary system (N141)
N140,Diseases of the genitourinary system (N140)
N139,Diseases of the genitourinary system (N139)
N138,Diseases of the genitourinary system (N138)
N137,Diseases of the genitourinary system (N137)
N136,Diseases of the genitourinary system (N136)
N135,Diseases of the genitourinary system (N135)
N134,Diseases of the genitourinary system (N134)
N133,Diseases of the genitourinary system (N133)
N132,Diseases of the genitourinary system (N132)
N131,Diseases of the genitourinary system (N131)
N130,Diseases of the genitourinary system (N130)
N12,Diseases of the genitourinary system (N12)
N119,Diseases of the genitourinary system (N119)
N118,Diseases of the genitourinary system (N118)
N111,Diseases of the genitourinary system (N111)
N110,Diseases of the genitourinary system (N110)
N025,Diseases of the genitourinary system (N025)
N022,Diseases of the genitourinary system (N022)
N019,Diseases of the genitourinary system (N019)
N009,Acute nephritic syndrome (N009)
M890,Diseases of musculoskeletal system (M890)
M889,Diseases of musculoskeletal system (M889)
M888,Diseases of musculoskeletal system (M888)
M880,Diseases of musculoskeletal system (M880)
M879,Diseases of musculoskeletal system (M879)
M878,Diseases of musculoskeletal system (M878)
M873,Diseases of musculoskeletal system (M873)
M871,Diseases of musculoskeletal system (M871)
M869,Diseases of musculoskeletal system (M869)
M868,Diseases of musculoskeletal system (M868)
M866,Diseases of musculoskeletal system (M866)
M864,Diseases of musculoskeletal system (M864)
M862,Diseases of musculoskeletal system (M862)
M861,Diseases of musculoskeletal system (M861)
M860,Diseases of musculoskeletal system (M860)
M859,Diseases of musculoskeletal system (M859)
M858,Diseases of musculoskeletal system (M858)
M895,Diseases of musculoskeletal system (M895)
M898,Diseases of musculoskeletal system (M898)
M899,Diseases of musculoskeletal system (M899)
M954,Diseases of musculoskeletal system (M954)
N008,Acute nephritic syndrome (N008)
N007,Acute nephritic syndrome (N007)
N002,Acute nephritic syndrome (N002)
N001,Acute nephritic syndrome (N001)
N000,Acute nephritic syndrome (N000)
M959,Diseases of musculoskeletal system (M959)
M958,Diseases of musculoskeletal system (M958)
M953,Diseases of musculoskeletal system (M953)
M910,Diseases of musculoskeletal system (M910)
M948,Diseases of musculoskeletal system (M948)
M942,Diseases of musculoskeletal system (M942)
M941,Diseases of musculoskeletal system (M941)
M928,Diseases of musculoskeletal system (M928)
M925,Diseases of musculoskeletal system (M925)
M919,Diseases of musculoskeletal system (M919)
M911,Diseases of musculoskeletal system (M911)
O001,Ectopic pregnancy (O001)
O011,"Pregnancy, childbirth and puerperium (O011)"
Q271,Congenital malformations (Q271)
P788,Conditions originating in perinatal period (P788)
P781,Conditions originating in perinatal period (P781)
P780,Conditions originating in perinatal period (P780)
P77,Conditions originating in perinatal period (P77)
P769,Conditions originating in perinatal period (P769)
P768,Conditions originating in perinatal period (P768)
P762,Conditions originating in perinatal period (P762)
P760,Conditions originating in perinatal period (P760)
P704,Conditions originating in perinatal period (P704)
P618,Conditions originating in perinatal period (P618)
P615,Conditions originating in perinatal period (P615)
P60,Conditions originating in perinatal period (P60)
P599,Conditions originating in perinatal period (P599)
P592,Conditions originating in perinatal period (P592)
P591,Conditions originating in perinatal period (P591)
P579,Conditions originating in perinatal period (P579)
P550,Conditions originating in perinatal period (P550)
P548,Conditions originating in perinatal period (P548)
