icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-9c (1994-2000),1710,"Malignant neoplasm of connective and other soft tissue - Head, face and neck",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1712,"Malignant neoplasm of connective and other soft tissue - Upper limb, including shoulder",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1713,"Malignant neoplasm of connective and other soft tissue - Lower limb, including hip",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1714,Malignant neoplasm of connective and other soft tissue - Thorax,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1715,Malignant neoplasm of connective and other soft tissue - Abdomen,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1716,Malignant neoplasm of connective and other soft tissue - Pelvis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1717,"Malignant neoplasm of connective and other soft tissue - Trunk, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1718,Malignant neoplasm of connective and other soft tissue - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1719,Malignant neoplasm of connective and other soft tissue - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1720,Malignant melanoma of skin - Lip,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1721,"Malignant melanoma of skin - Eyelid, including canthus",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1722,Malignant melanoma of skin - Ear and external auricular canal,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1723,Malignant melanoma of skin - Other and unspecified parts of face,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1724,Malignant melanoma of skin - Scalp and neck,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1725,"Malignant melanoma of skin - Trunk, except scrotum",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1726,Malignant melanoma of skin - Upper limb including shoulder,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1727,Malignant melanoma of skin - Lower limb including hip,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1729,Malignant melanoma of skin - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1730,Other malignant neoplasm of skin - Skin of lip,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1731,"Other malignant neoplasm of skin - Eyelid, including canthus",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1732,Other malignant neoplasm of skin - Ear and external auricular canal,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1733,Other malignant neoplasm of skin - Skin of other and unspecified parts of face,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1734,Other malignant neoplasm of skin - Scalp and skin of neck,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1735,"Other malignant neoplasm of skin - Skin of trunk, except scrotum",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1736,"Other malignant neoplasm of skin - Skin of upper limb, including shoulder",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1737,"Other malignant neoplasm of skin - Skin of lower limb, including hip",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1738,Other malignant neoplasm of skin - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1739,Other malignant neoplasm of skin - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1740,Malignant neoplasm of female breast - Nipple and areola,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1749,"Malignant neoplasm of female breast - Breast, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1750,Malignant neoplasm of male breast - Malignant neoplasm of male breast,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1759,,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1790,"Malignant neoplasm of uterus, part unspecified - Malignant neoplasm of uterus, part unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1800,Malignant neoplasm of cervix uteri - Endocervix,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1809,"Malignant neoplasm of cervix uteri - Cervix uteri, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1810,Malignant neoplasm of placenta - Malignant neoplasm of placenta,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1820,"Malignant neoplasm of body of uterus - Corpus uteri, except isthmus",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1830,Malignant neoplasm of ovary and other uterine adnexa - Ovary,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1832,Malignant neoplasm of ovary and other uterine adnexa - Fallopian tube,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1833,Malignant neoplasm of ovary and other uterine adnexa - Broad ligament,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1838,Malignant neoplasm of ovary and other uterine adnexa - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1839,"Malignant neoplasm of ovary and other uterine adnexa - Uterine adnexa, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1840,Malignant neoplasm of other and unspecified female genital organs - Vagina,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1841,Malignant neoplasm of other and unspecified female genital organs - Labia majora,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1843,Malignant neoplasm of other and unspecified female genital organs - Clitoris,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1844,"Malignant neoplasm of other and unspecified female genital organs - Vulva, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1848,Malignant neoplasm of other and unspecified female genital organs - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1849,Malignant neoplasm of other and unspecified female genital organs - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1850,Malignant neoplasm of prostate - Malignant neoplasm of prostate,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1869,Malignant neoplasm of testis - Other and unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1871,Malignant neoplasm of penis and other male genital organs - Prepuce,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1872,Malignant neoplasm of penis and other male genital organs - Glans penis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1873,Malignant neoplasm of penis and other male genital organs - Body of penis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1874,"Malignant neoplasm of penis and other male genital organs - Penis, part unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1875,Malignant neoplasm of penis and other male genital organs - Epididymis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1876,Malignant neoplasm of penis and other male genital organs - Spermatic cord,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1877,Malignant neoplasm of penis and other male genital organs - Scrotum,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1878,Malignant neoplasm of penis and other male genital organs - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1879,Malignant neoplasm of penis and other male genital organs - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1880,Malignant neoplasm of bladder - Trigone,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1885,Malignant neoplasm of bladder - Bladder neck,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1886,Malignant neoplasm of bladder - Ureteric orifice,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1887,Malignant neoplasm of bladder - Urachus,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1889,Malignant neoplasm of bladder - Part unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1890,"Malignant neoplasm of kidney and other and unspecified urinary organs - Kidney, except pelvis",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1891,Malignant neoplasm of kidney and other and unspecified urinary organs - Renal pelvis,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),1892,Malignant neoplasm of kidney and other and unspecified urinary organs - Ureter,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1893,Malignant neoplasm of kidney and other and unspecified urinary organs - Urethra,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),1898,Malignant neoplasm of kidney and other and unspecified urinary organs - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1899,Malignant neoplasm of kidney and other and unspecified urinary organs - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1900,"Malignant neoplasm of eye - Eyeball, except conjunctiva, cornea, retina and choroid",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1901,Malignant neoplasm of eye - Orbit,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1902,Malignant neoplasm of eye - Lacrimal gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1903,Malignant neoplasm of eye - Conjunctiva,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1905,Malignant neoplasm of eye - Retina,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1906,Malignant neoplasm of eye - Choroid,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1907,Malignant neoplasm of eye - Lacrimal duct,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1909,Malignant neoplasm of eye - Part unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1910,"Malignant neoplasm of brain - Cerebrum, except lobes and ventricles",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1911,Malignant neoplasm of brain - Frontal lobe,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1912,Malignant neoplasm of brain - Temporal lobe,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1913,Malignant neoplasm of brain - Parietal lobe,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1914,Malignant neoplasm of brain - Occipital lobe,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1915,Malignant neoplasm of brain - Ventricle,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1916,Malignant neoplasm of brain - Cerebellum,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1917,Malignant neoplasm of brain - Brain stem,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1918,Malignant neoplasm of brain - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1919,"Malignant neoplasm of brain - Brain, unspecified",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1920,Malignant neoplasm of other and unspecified parts of nervous system - Cranial nerves,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1921,Malignant neoplasm of other and unspecified parts of nervous system - Cerebral meninges,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1922,Malignant neoplasm of other and unspecified parts of nervous system - Spinal cord,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1923,Malignant neoplasm of other and unspecified parts of nervous system - Spinal meninges,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1929,Malignant neoplasm of other and unspecified parts of nervous system - Part unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1930,Malignant neoplasm of thyroid gland - Malignant neoplasm of thyroid gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1940,Malignant neoplasm of other endocrine glands and related structures - Suprarenal gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1941,Malignant neoplasm of other endocrine glands and related structures - Parathyroid gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1943,Malignant neoplasm of other endocrine glands and related structures - Pituitary gland and craniopharyngeal duct,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1944,Malignant neoplasm of other endocrine glands and related structures - Pineal gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1945,Endocrine glands (except thyroid) and related structures - Carotid body,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),1946,Endocrine glands (except thyroid) and related structures - Aortic body and other paraganglia,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),1949,Endocrine glands (except thyroid) and related structures - Site unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
ICD-9c (1994-2000),1950,"Malignant neoplasm of other and ill-defined sites - Head, face and neck",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1951,Malignant neoplasm of other and ill-defined sites - Thorax,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1952,Malignant neoplasm of other and ill-defined sites - Abdomen,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1953,Malignant neoplasm of other and ill-defined sites - Pelvis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1954,Malignant neoplasm of other and ill-defined sites - Upper limb,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1955,Malignant neoplasm of other and ill-defined sites - Lower limb,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1958,Malignant neoplasm of other and ill-defined sites - Other specified sites,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1961,Secondary and unspecified malignant neoplasm of lymph nodes - Intrathoracic,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1972,Secondary malignant neoplasm of respiratory and digestive systems - Pleura,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1983,Secondary malignant neoplasm of other specified sites - Brain and spinal cord,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1990,Malignant neoplasm without specification of site - Disseminated,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),1991,Malignant neoplasm without specification of site - Other,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2000,Lymphosarcoma and reticulosarcoma - Reticulosarcoma,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2001,Lymphosarcoma and reticulosarcoma - Lymphosarcoma,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2002,Lymphosarcoma and reticulosarcoma - Burkitt's tumour,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2008,Lymphosarcoma and reticulosarcoma - Other named variants,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2012,Hodgkin's disease - Hodgkin's sarcoma,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2015,Hodgkin's disease - Nodular sclerosis,other,Other and Unclassified,low
ICD-9c (1994-2000),2017,Hodgkin's disease - Lymphocytic depletion,other,Other and Unclassified,low
ICD-9c (1994-2000),2019,Hodgkin's disease - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-9c (1994-2000),2020,Other malignant neoplasm of lymphoid and histiocytic tissue - Nodular lymphoma,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2021,Other malignant neoplasm of lymphoid and histiocytic tissue - Mycosis fungoides,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2022,Other malignant neoplasm of lymphoid and histiocytic tissue - Sezary's disease,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2023,Other malignant neoplasm of lymphoid and histiocytic tissue - Malignant histiocytosis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2024,Other malignant neoplasm of lymphoid and histiocytic tissue - Leukaemic reticuloendotheliosis,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2025,Other malignant neoplasm of lymphoid and histiocytic tissue - Letterer-Siwe disease,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2028,Other malignant neoplasm of lymphoid and histiocytic tissue - Other lymphomas,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2029,Other malignant neoplasm of lymphoid and histiocytic tissue - Other and unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2030,Multiple myeloma and immunoproliferative neoplasms - Multiple myeloma,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2031,Multiple myeloma and immunoproliferative neoplasms - Plasma cell leukaemia,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2038,Multiple myeloma and immunoproliferative neoplasms - Other immunoproliferative neoplasms,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2040,Lymphoid leukaemia - Acute lymphoid leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2041,Lymphoid leukaemia - Chronic lymphoid leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2042,Lymphoid leukaemia - Subacute,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2049,Lymphoid leukaemia - Unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2050,Myeloid leukaemia - Acute myeloid leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2051,Myeloid leukaemia - Chronic myeloid leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2052,Myeloid leukaemia - Subacute,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2053,Myeloid leukaemia - Myeloid sarcoma,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2058,Myeloid leukaemia - Other,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2059,Myeloid leukaemia - Unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2060,Monocytic leukaemia - Acute monocytic leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2061,Monocytic leukaemia - Chronic monocytic leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2069,Monocytic leukaemia - Unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2070,Other and unspecified leukaemia - Acute erythraemia and erythroleukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2072,Other and unspecified leukaemia - Megakaryocytic leukaemia,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2078,Other and unspecified leukaemia - Other,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2080,Leukaemia of unspecified cell type - Acute leukaemia of unspecified cell type,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2081,Leukaemia of unspecified cell type - Chronic leukaemia of unspecified cell type,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2082,Leukaemia of unspecified cell type - Subacute,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2088,Leukaemia of unspecified cell type - Other,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2089,Leukaemia of unspecified cell type - Unspecified,neoplasms,Neoplasms (Cancers and Tumors),medium
ICD-9c (1994-2000),2102,"Benign neoplasm of lip, oral cavity and pharynx - Major salivary glands",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2106,"Benign neoplasm of lip, oral cavity and pharynx - Other parts of oropharynx",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2107,"Benign neoplasm of lip, oral cavity and pharynx - Nasopharynx",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2110,Benign neoplasm of other parts of digestive system - Oesophagus,digestive,Diseases of the Digestive System,high
ICD-9c (1994-2000),2111,Benign neoplasm of other parts of digestive system - Stomach,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2112,"Benign neoplasm of other parts of digestive system - Small intestine, including duodenum",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2113,Benign neoplasm of other parts of digestive system - Colon,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2114,Benign neoplasm of other parts of digestive system - Rectum and anal canal,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2115,Benign neoplasm of other parts of digestive system - Liver and biliary passages,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2116,"Benign neoplasm of other parts of digestive system - Pancreas, except islets of Langerhans",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2117,Benign neoplasm of other parts of digestive system - Islets of Langerhans,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2118,Benign neoplasm of other parts of digestive system - Retroperitoneum and peritoneum,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2119,Benign neoplasm of other parts of digestive system - Other and unspecified site,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2120,"Benign neoplasm of respiratory and intrathoracic organs - Nasal cavities, middle ear and accessory sinuses",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2121,Benign neoplasm of respiratory and intrathoracic organs - Larynx,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2122,Benign neoplasm of respiratory and intrathoracic organs - Trachea,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2123,Benign neoplasm of respiratory and intrathoracic organs - Bronchus and lung,respiratory,Diseases of the Respiratory System,high
ICD-9c (1994-2000),2124,Benign neoplasm of respiratory and intrathoracic organs - Pleura,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2125,Benign neoplasm of respiratory and intrathoracic organs - Mediastinum,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2126,Benign neoplasm of respiratory and intrathoracic organs - Thymus,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2127,Benign neoplasm of respiratory and intrathoracic organs - Heart,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2130,Benign neoplasm of bone and articular cartilage - Bones of skull and face,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2131,Benign neoplasm of bone and articular cartilage - Lower jaw bone,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2132,"Benign neoplasm of bone and articular cartilage - Vertebral column, excluding sacrum and coccyx",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2136,"Benign neoplasm of bone and articular cartilage - Pelvic bones, sacrum and coccyx",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2139,Benign neoplasm of bone and articular cartilage - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2140,Lipoma - Lipoma,other,Other and Unclassified,low
ICD-9c (1994-2000),2150,"Other benign neoplasm of connective and other soft tissue - Head, face and neck",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2154,Other benign neoplasm of connective and other soft tissue - Thorax,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2155,Other benign neoplasm of connective and other soft tissue - Abdomen,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2158,Other benign neoplasm of connective and other soft tissue - Other specified sites,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2159,Other benign neoplasm of connective and other soft tissue - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2165,"Benign neoplasm of skin - Skin of trunk, except scrotum",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2167,"Benign neoplasm of skin - Skin of lower limb, including hip",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2169,Benign neoplasm of skin - Site unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2180,Uterine leiomyoma - Uterine leiomyoma,other,Other and Unclassified,low
ICD-9c (1994-2000),2191,Other benign neoplasm of uterus - Corpus uteri,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2200,Benign neoplasm of ovary - Benign neoplasm of ovary,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2222,Benign neoplasm of male genital organs - Prostate,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2230,"Benign neoplasm of kidney and other urinary organs - Kidney, except pelvis",neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2233,Benign neoplasm of kidney and other urinary organs - Bladder,genitourinary,Diseases of the Genitourinary System,high
ICD-9c (1994-2000),2242,Benign neoplasm of eye - Lacrimal gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2250,Benign neoplasm of brain and other parts of nervous system - Brain,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2251,Benign neoplasm of brain and other parts of nervous system - Cranial nerves,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2252,Benign neoplasm of brain and other parts of nervous system - Cerebral meninges,nervous_system,Diseases of the Nervous System,high
ICD-9c (1994-2000),2253,Nervous system - Spinal cord,nervous_system,Diseases of the Nervous System,medium
ICD-9c (1994-2000),2254,Nervous system - Spinal meninges,nervous_system,Diseases of the Nervous System,medium
ICD-9c (1994-2000),2259,Benign neoplasm of brain and other parts of nervous system - Part unspecified,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2260,Benign neoplasm of thyroid gland - Benign neoplasm of thyroid gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2270,Benign neoplasm of other endocrine glands and related structures - Suprarenal gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2271,Benign neoplasm of other endocrine glands and related structures - Parathyroid gland,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2273,Benign neoplasm of other endocrine glands and related structures - Pituitary gland and craniopharyngeal duct,neoplasms,Neoplasms (Cancers and Tumors),high
ICD-9c (1994-2000),2280,"Haemangioma and lymphangioma, any site - Haemangioma, any site",other,Other and Unclassified,low
ICD-9c (1994-2000),2281,"Haemangioma and lymphangioma, any site - Lymphangioma, any site",other,Other and Unclassified,low
