code,description,source_file,icd_version
7198,Other and unspecified disorder of joint - Other,icd9_c.xls,ICD-9c (1994-2000)
7199,Other and unspecified disorder of joint - Unspecified,icd9_c.xls,ICD-9c (1994-2000)
7200,Ankylosing spondylitis and other inflammatory spondylopathies - Ankylosing spondylitis,icd9_c.xls,ICD-9c (1994-2000)
7201,Ankylosing spondylitis and other inflammatory spondylopathies - Spinal enthesopathy,icd9_c.xls,ICD-9c (1994-2000)
7202,"Ankylosing spondylitis and other inflammatory spondylopathies - Sacroiliitis, not elsewhere classified",icd9_c.xls,ICD-9c (1994-2000)
7208,Ankylosing spondylitis and other inflammatory spondylopathies - Other inflammatory spondylopathies,icd9_c.xls,ICD-9c (1994-2000)
7209,Ankylosing spondylitis and other inflammatory spondylopathies - Unspecified inflammatory spondylopathy,icd9_c.xls,ICD-9c (1994-2000)
7210,Spondylosis and allied disorders - Cervical spondylosis without myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7211,Spondylosis and allied disorders - Cervical spondylosis with myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7212,Spondylosis and allied disorders - Thoracic spondylosis without myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7213,Spondylosis and allied disorders - Lumbosacral spondylosis without myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7214,Spondylosis and allied disorders - Thoracic or lumbar spondylosis with myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7215,Spondylosis and allied disorders - Kissing spine,icd9_c.xls,ICD-9c (1994-2000)
7216,Spondylosis and allied disorders - Ankylosing vertebral hyperostosis,icd9_c.xls,ICD-9c (1994-2000)
7217,Spondylosis and allied disorders - Traumatic spondylopathy,icd9_c.xls,ICD-9c (1994-2000)
7218,Spondylosis and allied disorders - Other,icd9_c.xls,ICD-9c (1994-2000)
7219,Spondylosis and allied disorders - Spondylosis of unspecified site,icd9_c.xls,ICD-9c (1994-2000)
7220,Intervertebral disc disorders - Displacement of cervical intervertebral disc without myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7221,Intervertebral disc disorders - Displacement of thoracic or lumbar intervertebral disc without myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7222,"Intervertebral disc disorders - Displacement of intervertebral disc, site unspecified, without myelopathy",icd9_c.xls,ICD-9c (1994-2000)
7223,Intervertebral disc disorders - Schmorl's nodes,icd9_c.xls,ICD-9c (1994-2000)
7224,Intervertebral disc disorders - Degeneration of cervical intervertebral disc,icd9_c.xls,ICD-9c (1994-2000)
7225,Intervertebral disc disorders - Degeneration of thoracic or lumbar intervertebral disc,icd9_c.xls,ICD-9c (1994-2000)
7226,"Intervertebral disc disorders - Degeneration of intervertebral disc, site unspecified",icd9_c.xls,ICD-9c (1994-2000)
7227,Intervertebral disc disorders - Intervertebral disc disorder with myelopathy,icd9_c.xls,ICD-9c (1994-2000)
7228,Intervertebral disc disorders - Postlaminectomy syndrome,icd9_c.xls,ICD-9c (1994-2000)
7229,Intervertebral disc disorders - Other and unspecified disc disorder,icd9_c.xls,ICD-9c (1994-2000)
7230,Other disorders of cervical region - Spinal stenosis in cervical region,icd9_c.xls,ICD-9c (1994-2000)
7231,Other disorders of cervical region - Cervicalgia,icd9_c.xls,ICD-9c (1994-2000)
7232,Other disorders of cervical region - Cervicocranial syndrome,icd9_c.xls,ICD-9c (1994-2000)
7233,Other disorders of cervical region - Cervicobrachial syndrome (diffuse),icd9_c.xls,ICD-9c (1994-2000)
7234,Other disorders of cervical region - Brachial neuritis or radiculitis nos,icd9_c.xls,ICD-9c (1994-2000)
7235,"Other disorders of cervical region - Torticollis, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7236,Other disorders of cervical region - Panniculitis specified as affecting neck,icd9_c.xls,ICD-9c (1994-2000)
7237,Other disorders of cervical region - Ossification of posterior longitudinal ligament in cervical region,icd9_c.xls,ICD-9c (1994-2000)
7238,Other disorders of cervical region - Other syndromes affecting cervical region,icd9_c.xls,ICD-9c (1994-2000)
7239,Other disorders of cervical region - Unspecified disorders and symptoms referable to neck,icd9_c.xls,ICD-9c (1994-2000)
7240,"Other and unspecified disorders of back - Spinal stenosis, other than cervical",icd9_c.xls,ICD-9c (1994-2000)
7241,Other and unspecified disorders of back - Pain in thoracic spine,icd9_c.xls,ICD-9c (1994-2000)
7242,Other and unspecified disorders of back - Lumbago,icd9_c.xls,ICD-9c (1994-2000)
7243,Other and unspecified disorders of back - Sciatica,icd9_c.xls,ICD-9c (1994-2000)
7244,Other and unspecified disorders of back - Thoracic or lumbosacral neuritis or radiculitis nos,icd9_c.xls,ICD-9c (1994-2000)
7245,"Other and unspecified disorders of back - Backache, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7246,Other and unspecified disorders of back - Disorders of sacrum,icd9_c.xls,ICD-9c (1994-2000)
7247,Other and unspecified disorders of back - Disorders of coccyx,icd9_c.xls,ICD-9c (1994-2000)
7248,Other and unspecified disorders of back - Other symptoms referable to back,icd9_c.xls,ICD-9c (1994-2000)
7249,Other and unspecified disorders of back - Unspecified back disorders,icd9_c.xls,ICD-9c (1994-2000)
7250,Polymyalgia rheumatica - Polymyalgia rheumatica,icd9_c.xls,ICD-9c (1994-2000)
7260,Peripheral enthesopathies and allied syndromes - Adhesive capsulitis of shoulder,icd9_c.xls,ICD-9c (1994-2000)
7261,"Peripheral enthesopathies and allied syndromes - Rotator cuff syndrome of shoulder, and allied disorders",icd9_c.xls,ICD-9c (1994-2000)
7262,"Peripheral enthesopathies and allied syndromes - Other affections of shoulder region, not elsewhere classified",icd9_c.xls,ICD-9c (1994-2000)
7263,Peripheral enthesopathies and allied syndromes - Enthesopathy of elbow region,icd9_c.xls,ICD-9c (1994-2000)
7264,Peripheral enthesopathies and allied syndromes - Enthesopathy of wrist and carpus,icd9_c.xls,ICD-9c (1994-2000)
7265,Peripheral enthesopathies and allied syndromes - Enthesopathy of hip region,icd9_c.xls,ICD-9c (1994-2000)
7266,Peripheral enthesopathies and allied syndromes - Enthesopathy of knee,icd9_c.xls,ICD-9c (1994-2000)
7267,Peripheral enthesopathies and allied syndromes - Enthesopathy of ankle and tarsus,icd9_c.xls,ICD-9c (1994-2000)
7268,Peripheral enthesopathies and allied syndromes - Other peripheral enthesopathies,icd9_c.xls,ICD-9c (1994-2000)
7269,Peripheral enthesopathies and allied syndromes - Unspecified enthesopathy,icd9_c.xls,ICD-9c (1994-2000)
7270,"Other disorders of synovium, tendon and bursa - Synovitis and tenosynovitis",icd9_c.xls,ICD-9c (1994-2000)
7271,"Other disorders of synovium, tendon and bursa - Bunion",icd9_c.xls,ICD-9c (1994-2000)
7272,"Other disorders of synovium, tendon and bursa - Specific bursitides often of occupational origin",icd9_c.xls,ICD-9c (1994-2000)
7273,"Other disorders of synovium, tendon and bursa - Other bursitis",icd9_c.xls,ICD-9c (1994-2000)
7274,"Other disorders of synovium, tendon and bursa - Ganglion and cyst of synovium, tendon and bursa",icd9_c.xls,ICD-9c (1994-2000)
7275,"Other disorders of synovium, tendon and bursa - Rupture of synovium",icd9_c.xls,ICD-9c (1994-2000)
7276,"Other disorders of synovium, tendon and bursa - Rupture of tendon, nontraumatic",icd9_c.xls,ICD-9c (1994-2000)
7278,"Other disorders of synovium, tendon and bursa - Other",icd9_c.xls,ICD-9c (1994-2000)
7279,"Other disorders of synovium, tendon and bursa - Unspecified",icd9_c.xls,ICD-9c (1994-2000)
7280,"Disorders of muscle, ligament and fascia - Infective myositis",icd9_c.xls,ICD-9c (1994-2000)
7281,"Disorders of muscle, ligament and fascia - Muscular calcification and ossification",icd9_c.xls,ICD-9c (1994-2000)
7282,"Disorders of muscle, ligament and fascia - Muscular wasting and disuse atrophy, not elsewhere classified",icd9_c.xls,ICD-9c (1994-2000)
7283,"Disorders of muscle, ligament and fascia - Other specific muscle disorders",icd9_c.xls,ICD-9c (1994-2000)
7284,"Disorders of muscle, ligament and fascia - Laxity of ligament",icd9_c.xls,ICD-9c (1994-2000)
7285,"Disorders of muscle, ligament and fascia - Hypermobility syndrome",icd9_c.xls,ICD-9c (1994-2000)
7286,"Disorders of muscle, ligament and fascia - Contracture of palmar fascia",icd9_c.xls,ICD-9c (1994-2000)
7287,"Disorders of muscle, ligament and fascia - Other fibromatoses",icd9_c.xls,ICD-9c (1994-2000)
7288,"Disorders of muscle, ligament and fascia - Other disorders of muscle, ligament and fascia",icd9_c.xls,ICD-9c (1994-2000)
7289,"Disorders of muscle, ligament and fascia - Unspecified",icd9_c.xls,ICD-9c (1994-2000)
7290,"Other disorders of soft tissues - Rheumatism, unspecified, and fibrositis",icd9_c.xls,ICD-9c (1994-2000)
7291,"Other disorders of soft tissues - Myalgia and myositis, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7292,"Other disorders of soft tissues - Neuralgia, neuritis and radiculitis, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7293,"Other disorders of soft tissues - Panniculitis, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7294,"Other disorders of soft tissues - Fasciitis, unspecified",icd9_c.xls,ICD-9c (1994-2000)
7295,Other disorders of soft tissues - Pain in limb,icd9_c.xls,ICD-9c (1994-2000)
7296,Other disorders of soft tissues - Residual foreign body in soft tissue,icd9_c.xls,ICD-9c (1994-2000)
7298,Other disorders of soft tissues - Other symptoms referable to limbs,icd9_c.xls,ICD-9c (1994-2000)
7299,Other disorders of soft tissues - Other and unspecified disorders of soft tissue,icd9_c.xls,ICD-9c (1994-2000)
7300,"Osteomyelitis, periostitis and other infections involving bone - Acute osteomyelitis",icd9_c.xls,ICD-9c (1994-2000)
7301,"Osteomyelitis, periostitis and other infections involving bone - Chronic osteomyelitis",icd9_c.xls,ICD-9c (1994-2000)
7302,"Osteomyelitis, periostitis and other infections involving bone - Unspecified osteomyelitis",icd9_c.xls,ICD-9c (1994-2000)
7303,"Osteomyelitis, periostitis and other infections involving bone - Periostitis without mention of osteomyelitis",icd9_c.xls,ICD-9c (1994-2000)
7304,"Osteomyelitis, periostitis and other infections involving bone - Tuberculosis of spine",icd9_c.xls,ICD-9c (1994-2000)
7305,"Osteomyelitis, periostitis and other infections involving bone - Tuberculosis of limb bones",icd9_c.xls,ICD-9c (1994-2000)
7306,"Osteomyelitis, periostitis and other infections involving bone - Tuberculosis of other bones",icd9_c.xls,ICD-9c (1994-2000)
7307,"Osteomyelitis, periostitis and other infections involving bone - Osteopathy resulting from poliomyelitis",icd9_c.xls,ICD-9c (1994-2000)
7308,"Osteomyelitis, periostitis and other infections involving bone - Other infections involving bone",icd9_c.xls,ICD-9c (1994-2000)
7309,"Osteomyelitis, periostitis and other infections involving bone - Unspecified infection of bone",icd9_c.xls,ICD-9c (1994-2000)
7310,Osteitis deformans and osteopathies associated with other disorders classified elsewhere - Osteitis deformans without mention of bone tumour,icd9_c.xls,ICD-9c (1994-2000)
7311,Osteitis deformans and osteopathies associated with other disorders classified elsewhere - Osteitis deformans in diseases classified elsewhere,icd9_c.xls,ICD-9c (1994-2000)
7312,Osteitis deformans and osteopathies associated with other disorders classified elsewhere - Hypertrophic pulmonary osteoarthropathy,icd9_c.xls,ICD-9c (1994-2000)
7318,Osteitis deformans and osteopathies associated with other disorders classified elsewhere - Other bone involvement in diseases classified elsewhere,icd9_c.xls,ICD-9c (1994-2000)
7320,Osteochondropathies - Juvenile osteochondrosis of spine,icd9_c.xls,ICD-9c (1994-2000)
7321,Osteochondropathies - Juvenile osteochondrosis of hip and pelvis,icd9_c.xls,ICD-9c (1994-2000)
7322,Osteochondropathies - Nontraumatic slipped upper femoral epiphysis,icd9_c.xls,ICD-9c (1994-2000)
7323,Osteochondropathies - Juvenile osteochondrosis of upper extremity,icd9_c.xls,ICD-9c (1994-2000)
7324,"Osteochondropathies - Juvenile osteochondrosis of lower extremity, excluding foot",icd9_c.xls,ICD-9c (1994-2000)
7325,Osteochondropathies - Juvenile osteochondrosis of foot,icd9_c.xls,ICD-9c (1994-2000)
7326,Osteochondropathies - Other juvenile osteochondrosis,icd9_c.xls,ICD-9c (1994-2000)
7327,Osteochondropathies - Osteochondritis dissecans,icd9_c.xls,ICD-9c (1994-2000)
7328,Osteochondropathies - Other specified forms of osteochondropathy,icd9_c.xls,ICD-9c (1994-2000)
7329,Osteochondropathies - Unspecified osteochondropathy,icd9_c.xls,ICD-9c (1994-2000)
7330,Other disorders of bone and cartilage - Osteoporosis,icd9_c.xls,ICD-9c (1994-2000)
7331,Other disorders of bone and cartilage - Pathological fracture,icd9_c.xls,ICD-9c (1994-2000)
7332,Other disorders of bone and cartilage - Cyst of bone,icd9_c.xls,ICD-9c (1994-2000)
7333,Other disorders of bone and cartilage - Hyperostosis of skull,icd9_c.xls,ICD-9c (1994-2000)
7334,Other disorders of bone and cartilage - Aseptic necrosis of bone,icd9_c.xls,ICD-9c (1994-2000)
7335,Other disorders of bone and cartilage - Osteitis condensans,icd9_c.xls,ICD-9c (1994-2000)
7336,Other disorders of bone and cartilage - Tietze's disease,icd9_c.xls,ICD-9c (1994-2000)
7337,Other disorders of bone and cartilage - Algoneurodystrophy,icd9_c.xls,ICD-9c (1994-2000)
7338,Other disorders of bone and cartilage - Malunion and nonunion of fracture,icd9_c.xls,ICD-9c (1994-2000)
7339,Other disorders of bone and cartilage - Other and unspecified,icd9_c.xls,ICD-9c (1994-2000)
7340,Flat foot - Flat foot,icd9_c.xls,ICD-9c (1994-2000)
7350,Acquired deformities of toe - Hallux valgus (acquired),icd9_c.xls,ICD-9c (1994-2000)
7351,Acquired deformities of toe - Hallux varus (acquired),icd9_c.xls,ICD-9c (1994-2000)
7352,Acquired deformities of toe - Hallux rigidus,icd9_c.xls,ICD-9c (1994-2000)
7353,Acquired deformities of toe - Hallux malleus,icd9_c.xls,ICD-9c (1994-2000)
7354,Acquired deformities of toe - Other hammer toe (acquired),icd9_c.xls,ICD-9c (1994-2000)
7355,Acquired deformities of toe - Clawtoe (acquired),icd9_c.xls,ICD-9c (1994-2000)
7358,Acquired deformities of toe - Other,icd9_c.xls,ICD-9c (1994-2000)
7359,Acquired deformities of toe - Unspecified,icd9_c.xls,ICD-9c (1994-2000)
7360,"Other acquired deformities of limbs - Acquired deformities of forearm, excluding fingers",icd9_c.xls,ICD-9c (1994-2000)
7361,Other acquired deformities of limbs - Mallet finger,icd9_c.xls,ICD-9c (1994-2000)
7362,Other acquired deformities of limbs - Other acquired deformities of finger,icd9_c.xls,ICD-9c (1994-2000)
7363,Other acquired deformities of limbs - Acquired deformities of hip,icd9_c.xls,ICD-9c (1994-2000)
7364,Other acquired deformities of limbs - Genu valgum or varum (acquired),icd9_c.xls,ICD-9c (1994-2000)
7365,Other acquired deformities of limbs - Genu recurvatum (acquired),icd9_c.xls,ICD-9c (1994-2000)
7366,Other acquired deformities of limbs - Other acquired deformities of knee,icd9_c.xls,ICD-9c (1994-2000)
7367,Other acquired deformities of limbs - Other acquired deformities of ankle and foot,icd9_c.xls,ICD-9c (1994-2000)
7368,Other acquired deformities of limbs - Acquired deformities of other parts of limbs,icd9_c.xls,ICD-9c (1994-2000)
7369,"Other acquired deformities of limbs - Acquired deformity of limb, site unspecified",icd9_c.xls,ICD-9c (1994-2000)
7370,Curvature of spine - Adolescent postural kyphosis,icd9_c.xls,ICD-9c (1994-2000)
7371,Curvature of spine - Kyphosis (acquired),icd9_c.xls,ICD-9c (1994-2000)
7372,Curvature of spine - Lordosis (acquired) (postural),icd9_c.xls,ICD-9c (1994-2000)
7373,Curvature of spine - Kyphoscoliosis and scoliosis,icd9_c.xls,ICD-9c (1994-2000)
7374,Curvature of spine - Curvature of spine associated with other conditions,icd9_c.xls,ICD-9c (1994-2000)
7378,Curvature of spine - Other,icd9_c.xls,ICD-9c (1994-2000)
7379,Curvature of spine - Unspecified,icd9_c.xls,ICD-9c (1994-2000)
7380,Other acquired deformity - Acquired deformity of nose,icd9_c.xls,ICD-9c (1994-2000)
7381,Other acquired deformity - Other acquired deformity of head,icd9_c.xls,ICD-9c (1994-2000)
7382,Other acquired deformity - Acquired deformity of neck,icd9_c.xls,ICD-9c (1994-2000)
7383,Other acquired deformity - Acquired deformity of chest and rib,icd9_c.xls,ICD-9c (1994-2000)
7384,Other acquired deformity - Acquired spondylolisthesis,icd9_c.xls,ICD-9c (1994-2000)
7385,Other acquired deformity - Other acquired deformity of back or spine,icd9_c.xls,ICD-9c (1994-2000)
7386,Other acquired deformity - Acquired deformity of pelvis,icd9_c.xls,ICD-9c (1994-2000)
7387,Other acquired deformity - Cauliflower ear,icd9_c.xls,ICD-9c (1994-2000)
7388,Other acquired deformity - Acquired deformity of other specified site,icd9_c.xls,ICD-9c (1994-2000)
7389,Other acquired deformity - Acquired deformity of unspecified site,icd9_c.xls,ICD-9c (1994-2000)
7390,"Nonallopathic lesions, not elsewhere classified - Head region",icd9_c.xls,ICD-9c (1994-2000)
7391,"Nonallopathic lesions, not elsewhere classified - Cervical region",icd9_c.xls,ICD-9c (1994-2000)
7392,"Nonallopathic lesions, not elsewhere classified - Thoracic region",icd9_c.xls,ICD-9c (1994-2000)
7393,"Nonallopathic lesions, not elsewhere classified - Lumbar region",icd9_c.xls,ICD-9c (1994-2000)
7394,"Nonallopathic lesions, not elsewhere classified - Sacral region",icd9_c.xls,ICD-9c (1994-2000)
7395,"Nonallopathic lesions, not elsewhere classified - Pelvic region",icd9_c.xls,ICD-9c (1994-2000)
7396,"Nonallopathic lesions, not elsewhere classified - Lower extremities",icd9_c.xls,ICD-9c (1994-2000)
7397,"Nonallopathic lesions, not elsewhere classified - Upper extremities",icd9_c.xls,ICD-9c (1994-2000)
7398,"Nonallopathic lesions, not elsewhere classified - Rib cage",icd9_c.xls,ICD-9c (1994-2000)
7399,"Nonallopathic lesions, not elsewhere classified - Abdomen and other",icd9_c.xls,ICD-9c (1994-2000)
7400,Anencephalus and similar anomalies - Anencephalus,icd9_c.xls,ICD-9c (1994-2000)
7401,Anencephalus and similar anomalies - Craniorachischisis,icd9_c.xls,ICD-9c (1994-2000)
7402,Anencephalus and similar anomalies - Iniencephaly,icd9_c.xls,ICD-9c (1994-2000)
7410,Spina bifida - Spina bifida with hydrocephalus,icd9_c.xls,ICD-9c (1994-2000)
7419,Spina bifida - Without mention of hydrocephalus,icd9_c.xls,ICD-9c (1994-2000)
7420,Other congenital anomalies of nervous system - Encephalocele,icd9_c.xls,ICD-9c (1994-2000)
7421,Other congenital anomalies of nervous system - Microcephalus,icd9_c.xls,ICD-9c (1994-2000)
7422,Other congenital anomalies of nervous system - Reduction deformities of brain,icd9_c.xls,ICD-9c (1994-2000)
7423,Other congenital anomalies of nervous system - Congenital hydrocephalus,icd9_c.xls,ICD-9c (1994-2000)
7424,Other congenital anomalies of nervous system - Other specified anomalies of brain,icd9_c.xls,ICD-9c (1994-2000)
7425,Other congenital anomalies of nervous system - Other specified anomalies of spinal cord,icd9_c.xls,ICD-9c (1994-2000)
7428,Other congenital anomalies of nervous system - Other specified anomalies of nervous system,icd9_c.xls,ICD-9c (1994-2000)
7429,"Other congenital anomalies of nervous system - Unspecified anomalies of brain, spinal cord and nervous system",icd9_c.xls,ICD-9c (1994-2000)
7430,Congenital anomalies of eye - Anophthalmos,icd9_c.xls,ICD-9c (1994-2000)
7431,Congenital anomalies of eye - Microphthalmos,icd9_c.xls,ICD-9c (1994-2000)
7432,Congenital anomalies of eye - Buphthalmos,icd9_c.xls,ICD-9c (1994-2000)
7433,Congenital anomalies of eye - Congenital cataract and lens anomalies,icd9_c.xls,ICD-9c (1994-2000)
7434,Congenital anomalies of eye - Coloboma and other anomalies of anterior segments,icd9_c.xls,ICD-9c (1994-2000)
7435,Congenital anomalies of eye - Congenital anomalies of posterior segment,icd9_c.xls,ICD-9c (1994-2000)
7436,"Congenital anomalies of eye - Congenital anomalies of eyelids, lacrimal system and orbit",icd9_c.xls,ICD-9c (1994-2000)
7438,Congenital anomalies of eye - Other specified anomalies of eye,icd9_c.xls,ICD-9c (1994-2000)
7439,Congenital anomalies of eye - Unspecified anomalies of eye,icd9_c.xls,ICD-9c (1994-2000)
7440,"Congenital anomalies of ear, face and neck - Anomalies of ear causing impairment of hearing",icd9_c.xls,ICD-9c (1994-2000)
7441,"Congenital anomalies of ear, face and neck - Accessory auricle",icd9_c.xls,ICD-9c (1994-2000)
7442,"Congenital anomalies of ear, face and neck - Other specified anomalies of ear",icd9_c.xls,ICD-9c (1994-2000)
7443,"Congenital anomalies of ear, face and neck - Unspecified anomalies of ear",icd9_c.xls,ICD-9c (1994-2000)
7444,"Congenital anomalies of ear, face and neck - Branchial cleft, cyst or fistula; preauricular sinus",icd9_c.xls,ICD-9c (1994-2000)
7445,"Congenital anomalies of ear, face and neck - Webbing of neck",icd9_c.xls,ICD-9c (1994-2000)
7448,"Congenital anomalies of ear, face and neck - Other specified anomalies of face and neck",icd9_c.xls,ICD-9c (1994-2000)
7449,"Congenital anomalies of ear, face and neck - Unspecified anomalies of face and neck",icd9_c.xls,ICD-9c (1994-2000)
7450,Bulbus cordis anomalies and anomalies of cardiac septal closure - Common truncus,icd9_c.xls,ICD-9c (1994-2000)
7451,Bulbus cordis anomalies and anomalies of cardiac septal closure - Transposition of great vessels,icd9_c.xls,ICD-9c (1994-2000)
7452,Bulbus cordis anomalies and anomalies of cardiac septal closure - Tetralogy of Fallot,icd9_c.xls,ICD-9c (1994-2000)
7453,Bulbus cordis anomalies and anomalies of cardiac septal closure - Common ventricle,icd9_c.xls,ICD-9c (1994-2000)
7454,Bulbus cordis anomalies and anomalies of cardiac septal closure - Ventricular septal defect,icd9_c.xls,ICD-9c (1994-2000)
7455,Bulbus cordis anomalies and anomalies of cardiac septal closure - Ostium secundum type atrial septal defect,icd9_c.xls,ICD-9c (1994-2000)
7456,Bulbus cordis anomalies and anomalies of cardiac septal closure - Endocardial cushion defects,icd9_c.xls,ICD-9c (1994-2000)
7457,Bulbus cordis anomalies and anomalies of cardiac septal closure - Cor biloculare,icd9_c.xls,ICD-9c (1994-2000)
7458,Bulbus cordis anomalies and anomalies of cardiac septal closure - Other,icd9_c.xls,ICD-9c (1994-2000)
7459,Bulbus cordis anomalies and anomalies of cardiac septal closure - Unspecified defect of septal closure,icd9_c.xls,ICD-9c (1994-2000)
7460,Other congenital anomalies of heart - Anomalies of pulmonary valve,icd9_c.xls,ICD-9c (1994-2000)
7461,"Other congenital anomalies of heart - Tricuspid atresia and stenosis, congenital",icd9_c.xls,ICD-9c (1994-2000)
7462,Other congenital anomalies of heart - Ebstein's anomaly,icd9_c.xls,ICD-9c (1994-2000)
7463,Other congenital anomalies of heart - Congenital stenosis of aortic valve,icd9_c.xls,ICD-9c (1994-2000)
7464,Other congenital anomalies of heart - Congenital insufficiency of aortic valve,icd9_c.xls,ICD-9c (1994-2000)
7465,Other congenital anomalies of heart - Congenital mitral stenosis,icd9_c.xls,ICD-9c (1994-2000)
7466,Other congenital anomalies of heart - Congenital mitral insufficiency,icd9_c.xls,ICD-9c (1994-2000)
7467,Other congenital anomalies of heart - Hypoplastic left heart syndrome,icd9_c.xls,ICD-9c (1994-2000)
7468,Other congenital anomalies of heart - Other specified anomalies of heart,icd9_c.xls,ICD-9c (1994-2000)
7469,Other congenital anomalies of heart - Unspecified anomalies of heart,icd9_c.xls,ICD-9c (1994-2000)
7470,Other congenital anomalies of circulatory system - Patent ductus arteriosus,icd9_c.xls,ICD-9c (1994-2000)
7471,Other congenital anomalies of circulatory system - Coarctation of aorta,icd9_c.xls,ICD-9c (1994-2000)
7472,Other congenital anomalies of circulatory system - Other anomalies of aorta,icd9_c.xls,ICD-9c (1994-2000)
7473,Other congenital anomalies of circulatory system - Anomalies of pulmonary artery,icd9_c.xls,ICD-9c (1994-2000)
7474,Other congenital anomalies of circulatory system - Anomalies of great veins,icd9_c.xls,ICD-9c (1994-2000)
7475,Other congenital anomalies of circulatory system - Absence or hypoplasia of umbilical artery,icd9_c.xls,ICD-9c (1994-2000)
7476,Other congenital anomalies of circulatory system - Other anomalies of peripheral vascular system,icd9_c.xls,ICD-9c (1994-2000)
7478,Other congenital anomalies of circulatory system - Other specified anomalies of circulatory system,icd9_c.xls,ICD-9c (1994-2000)
7479,Other congenital anomalies of circulatory system - Unspecified anomalies of circulatory system,icd9_c.xls,ICD-9c (1994-2000)
7480,Congenital anomalies of respiratory system - Choanal atresia,icd9_c.xls,ICD-9c (1994-2000)
7481,Congenital anomalies of respiratory system - Other anomalies of nose,icd9_c.xls,ICD-9c (1994-2000)
7482,Congenital anomalies of respiratory system - Web of larynx,icd9_c.xls,ICD-9c (1994-2000)
7483,"Congenital anomalies of respiratory system - Other anomalies of larynx, trachea and bronchus",icd9_c.xls,ICD-9c (1994-2000)
7484,Congenital anomalies of respiratory system - Congenital cystic lung,icd9_c.xls,ICD-9c (1994-2000)
7485,"Congenital anomalies of respiratory system - Agenesis, hypoplasia and dysplasia of lung",icd9_c.xls,ICD-9c (1994-2000)
7486,Congenital anomalies of respiratory system - Other anomalies of lung,icd9_c.xls,ICD-9c (1994-2000)
7488,Congenital anomalies of respiratory system - Other specified anomalies of respiratory system,icd9_c.xls,ICD-9c (1994-2000)
7489,Congenital anomalies of respiratory system - Unspecified anomalies of respiratory system,icd9_c.xls,ICD-9c (1994-2000)
7490,Cleft palate and cleft lip - Cleft palate,icd9_c.xls,ICD-9c (1994-2000)
7491,Cleft palate and cleft lip - Cleft lip,icd9_c.xls,ICD-9c (1994-2000)
7492,Cleft palate and cleft lip - Cleft palate with cleft lip,icd9_c.xls,ICD-9c (1994-2000)
7500,Other congenital anomalies of upper alimentary tract - Tongue tie,icd9_c.xls,ICD-9c (1994-2000)
7501,Other congenital anomalies of upper alimentary tract - Other anomalies of tongue,icd9_c.xls,ICD-9c (1994-2000)
7502,Other congenital anomalies of upper alimentary tract - Other specified anomalies of mouth and pharynx,icd9_c.xls,ICD-9c (1994-2000)
7503,"Other congenital anomalies of upper alimentary tract - Tracheo-oesophageal fistula, oesophageal atresia and stenosis",icd9_c.xls,ICD-9c (1994-2000)
7504,Other congenital anomalies of upper alimentary tract - Other specified anomalies of oesophagus,icd9_c.xls,ICD-9c (1994-2000)
7505,Other congenital anomalies of upper alimentary tract - Congenital hypertrophic pyloric stenosis,icd9_c.xls,ICD-9c (1994-2000)
7506,Other congenital anomalies of upper alimentary tract - Congenital hiatus hernia,icd9_c.xls,ICD-9c (1994-2000)
7507,Other congenital anomalies of upper alimentary tract - Other specified anomalies of stomach,icd9_c.xls,ICD-9c (1994-2000)
7508,Other congenital anomalies of upper alimentary tract - Other specified anomalies of upper alimentary tract,icd9_c.xls,ICD-9c (1994-2000)
7509,Other congenital anomalies of upper alimentary tract - Unspecified anomalies of upper alimentary tract,icd9_c.xls,ICD-9c (1994-2000)
7510,Other congenital anomalies of digestive system - Meckel's diverticulum,icd9_c.xls,ICD-9c (1994-2000)
7511,Other congenital anomalies of digestive system - Atresia and stenosis of small intestine,icd9_c.xls,ICD-9c (1994-2000)
7512,"Other congenital anomalies of digestive system - Atresia and stenosis of large intestine, rectum and anal canal",icd9_c.xls,ICD-9c (1994-2000)
7513,Other congenital anomalies of digestive system - Hirschsprung's disease and other congenital functional disorders of colon,icd9_c.xls,ICD-9c (1994-2000)
7514,Other congenital anomalies of digestive system - Anomalies of intestinal fixation,icd9_c.xls,ICD-9c (1994-2000)
7515,Other congenital anomalies of digestive system - Other anomalies of intestine,icd9_c.xls,ICD-9c (1994-2000)
7516,"Other congenital anomalies of digestive system - Anomalies of gallbladder, bile ducts and liver",icd9_c.xls,ICD-9c (1994-2000)
7517,Other congenital anomalies of digestive system - Anomalies of pancreas,icd9_c.xls,ICD-9c (1994-2000)
7518,Other congenital anomalies of digestive system - Other specified anomalies of digestive system,icd9_c.xls,ICD-9c (1994-2000)
