code,icd_version,original_description,harmonized_category,harmonized_category_name,classification_confidence
7610,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Incompetent cervix,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7611,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Premature rupture of membranes,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7612,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Oligohydramnios,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7613,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Polyhydramnios,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7614,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Ectopic pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7615,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Multiple pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7616,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Maternal death,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7617,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Malpresentation before labour,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7618,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Other,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7619,ICD-9b (1985-1993),Fetus or newborn affected by maternal complications of pregnancy - Unspecified,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7620,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Placenta praevia,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7621,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Other forms of placental separation and haemorrhage,circulatory,Diseases of the Circulatory System,medium
7622,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Other and unspecified morphological and functional abnormalities of placenta,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7623,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Placental transfusion syndromes,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7624,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Prolapsed cord,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7625,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Other compression of umbilical cord,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7626,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Other and unspecified conditions of umbilical cord,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7627,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Chorioamnionitis,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7628,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Other abnormalities of chorion and amnion,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7629,ICD-9b (1985-1993),Fetus or newborn affected by complications of placenta cord and membranes - Unspecified abnormality of chorion and amnion,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7630,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Breech delivery and extraction,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7631,ICD-9b (1985-1993),"Fetus or newborn affected by other complications of labour and delivery - Other malpresentation, malposition and disproportion during labour and delivery",pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7632,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Forceps delivery,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7633,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Delivery by vacuum extractor,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7634,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Caesarean delivery,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7635,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Maternal anaesthesia and analgesia,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7636,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Precipitate delivery,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7637,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Abnormal uterine contractions,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7638,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Other complications of labour and delivery,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7639,ICD-9b (1985-1993),Fetus or newborn affected by other complications of labour and delivery - Unspecified,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",high
7640,ICD-9b (1985-1993),Slow fetal growth and fetal malnutrition - Light-for-dates without mention of fetal malnutrition,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7641,ICD-9b (1985-1993),Slow fetal growth and fetal malnutrition - Light-for-dates with signs of fetal malnutrition,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7642,ICD-9b (1985-1993),"Slow fetal growth and fetal malnutrition - Fetal malnutrition without mention of ""light-for-dates""",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7649,ICD-9b (1985-1993),"Slow fetal growth and fetal malnutrition - Fetal growth retardation, unspecified",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7650,ICD-9b (1985-1993),Disorders relating to short gestation and unspecified low birthweight - Extreme immaturity,perinatal,Conditions Originating in Perinatal Period,medium
7651,ICD-9b (1985-1993),Disorders relating to short gestation and unspecified low birthweight - Other preterm infants,perinatal,Conditions Originating in Perinatal Period,medium
7660,ICD-9b (1985-1993),Disorders relating to long gestation and high birthweight - Exceptionally large baby,perinatal,Conditions Originating in Perinatal Period,medium
7661,ICD-9b (1985-1993),"Disorders relating to long gestation and high birthweight - Other ""heavy-for-dates"" infants",perinatal,Conditions Originating in Perinatal Period,medium
7662,ICD-9b (1985-1993),"Disorders relating to long gestation and high birthweight - Post-term infant, not ""heavy-for-dates""",perinatal,Conditions Originating in Perinatal Period,medium
7670,ICD-9b (1985-1993),Birth trauma - Subdural and cerebral haemorrhage,nervous_system,Diseases of the Nervous System,medium
7671,ICD-9b (1985-1993),Birth trauma - Injuries to scalp,perinatal,Conditions Originating in Perinatal Period,medium
7672,ICD-9b (1985-1993),Birth trauma - Fracture of clavicle,injury_poisoning,"Injury, Poisoning and External Causes",high
7673,ICD-9b (1985-1993),Birth trauma - Other injuries to skeleton,perinatal,Conditions Originating in Perinatal Period,medium
7674,ICD-9b (1985-1993),Birth trauma - Injury to spine and spinal cord,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,high
7675,ICD-9b (1985-1993),Birth trauma - Facial nerve injury,injury_poisoning,"Injury, Poisoning and External Causes",high
7676,ICD-9b (1985-1993),Birth trauma - Injury to brachial plexus,injury_poisoning,"Injury, Poisoning and External Causes",high
7677,ICD-9b (1985-1993),Birth trauma - Other cranial and peripheral nerve injuries,perinatal,Conditions Originating in Perinatal Period,medium
7678,ICD-9b (1985-1993),Birth trauma - Other,perinatal,Conditions Originating in Perinatal Period,medium
7679,ICD-9b (1985-1993),Birth trauma - Unspecified,perinatal,Conditions Originating in Perinatal Period,medium
7680,ICD-9b (1985-1993),Intrauterine hypoxia and birth asphyxia - Fetal death from asphyxia or anoxia before onset of labour or at unspecified time,perinatal,Conditions Originating in Perinatal Period,high
7681,ICD-9b (1985-1993),Intrauterine hypoxia and birth asphyxia - Fetal death from asphyxia or anoxia during labour,perinatal,Conditions Originating in Perinatal Period,high
7682,ICD-9b (1985-1993),"Intrauterine hypoxia and birth asphyxia - Fetal distress before onset of labour, in liveborn infant",perinatal,Conditions Originating in Perinatal Period,high
7683,ICD-9b (1985-1993),"Intrauterine hypoxia and birth asphyxia - Fetal distress first noted during labour, in liveborn infant",perinatal,Conditions Originating in Perinatal Period,high
7684,ICD-9b (1985-1993),"Intrauterine hypoxia and birth asphyxia - Fetal distress, unspecified, in liveborn infant",perinatal,Conditions Originating in Perinatal Period,high
7685,ICD-9b (1985-1993),Intrauterine hypoxia and birth asphyxia - Severe birth asphyxia,infectious_diseases,Infectious and Parasitic Diseases,medium
7686,ICD-9b (1985-1993),Intrauterine hypoxia and birth asphyxia - Mild or moderate birth asphyxia,infectious_diseases,Infectious and Parasitic Diseases,medium
7689,ICD-9b (1985-1993),Intrauterine hypoxia and birth asphyxia - Unspecified birth asphyxia in liveborn infant,infectious_diseases,Infectious and Parasitic Diseases,medium
7690,ICD-9b (1985-1993),Respiratory distress syndrome - Respiratory distress syndrome,respiratory,Diseases of the Respiratory System,medium
7700,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Congenital pneumonia,respiratory,Diseases of the Respiratory System,high
7701,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Massive aspiration syndrome,respiratory,Diseases of the Respiratory System,medium
7702,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Interstitial emphysema and related conditions,respiratory,Diseases of the Respiratory System,high
7703,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Pulmonary haemorrhage,respiratory,Diseases of the Respiratory System,high
7704,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Primary atelectasis,respiratory,Diseases of the Respiratory System,high
7705,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Other and unspecified atelectasis,respiratory,Diseases of the Respiratory System,high
7706,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Transitory tachypnoea of newborn,respiratory,Diseases of the Respiratory System,medium
7707,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Chronic respiratory disease arising in the perinatal period,perinatal,Conditions Originating in Perinatal Period,high
7708,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Other respiratory problems after birth,perinatal,Conditions Originating in Perinatal Period,high
7709,ICD-9b (1985-1993),Other respiratory conditions of fetus and newborn - Unspecified,respiratory,Diseases of the Respiratory System,medium
7710,ICD-9b (1985-1993),Infections specific to the perinatal period - Congenital rubella,infectious_diseases,Infectious and Parasitic Diseases,high
7711,ICD-9b (1985-1993),Infections specific to the perinatal period - Congenital cytomegalovirus infection,perinatal,Conditions Originating in Perinatal Period,high
7712,ICD-9b (1985-1993),Infections specific to the perinatal period - Other congenital infections,perinatal,Conditions Originating in Perinatal Period,high
7713,ICD-9b (1985-1993),Infections specific to the perinatal period - Tetanus neonatorum,infectious_diseases,Infectious and Parasitic Diseases,high
7714,ICD-9b (1985-1993),Infections specific to the perinatal period - Omphalitis of newborn,perinatal,Conditions Originating in Perinatal Period,high
7715,ICD-9b (1985-1993),Infections specific to the perinatal period - Neonatal infective mastitis,perinatal,Conditions Originating in Perinatal Period,high
7716,ICD-9b (1985-1993),Infections specific to the perinatal period - Neonatal conjunctivitis and dacryocystitis,perinatal,Conditions Originating in Perinatal Period,high
7717,ICD-9b (1985-1993),Infections specific to the perinatal period - Neonatal candida infection,perinatal,Conditions Originating in Perinatal Period,high
7718,ICD-9b (1985-1993),Infections specific to the perinatal period - Other infection specific to the perinatal period,infectious_diseases,Infectious and Parasitic Diseases,medium
7720,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Fetal blood loss,perinatal,Conditions Originating in Perinatal Period,high
7721,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Intraventricular haemorrhage,perinatal,Conditions Originating in Perinatal Period,high
7722,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Subarachnoid haemorrhage,perinatal,Conditions Originating in Perinatal Period,high
7723,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Umbilical haemorrhage after birth,perinatal,Conditions Originating in Perinatal Period,high
7724,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Gastrointestinal haemorrhage,perinatal,Conditions Originating in Perinatal Period,high
7725,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Adrenal haemorrhage,perinatal,Conditions Originating in Perinatal Period,high
7726,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Cutaneous haemorrhage,perinatal,Conditions Originating in Perinatal Period,high
7728,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Other,perinatal,Conditions Originating in Perinatal Period,high
7729,ICD-9b (1985-1993),Fetal and neonatal haemorrhage - Unspecified,perinatal,Conditions Originating in Perinatal Period,high
7730,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Haemolytic disease due to Rh isoimmunization",perinatal,Conditions Originating in Perinatal Period,medium
7731,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Haemolytic disease due to ABO isoimmunization",perinatal,Conditions Originating in Perinatal Period,medium
7732,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Haemolytic disease due to other and unspecified isoimmunization",perinatal,Conditions Originating in Perinatal Period,medium
7733,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Hydrops fetalis due to isoimmunization",perinatal,Conditions Originating in Perinatal Period,high
7734,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Kernicterus due to isoimmunization",perinatal,Conditions Originating in Perinatal Period,medium
7735,ICD-9b (1985-1993),"Haemolytic disease of fetus or newborn, due to isoimmunization - Late anaemia due to isoimmunization",blood_immune,Blood and Immune System Disorders,medium
7740,ICD-9b (1985-1993),Other perinatal jaundice - Perinatal jaundice from hereditary haemolytic anaemias,blood_immune,Blood and Immune System Disorders,medium
7741,ICD-9b (1985-1993),Other perinatal jaundice - Perinatal jaundice from other excessive haemolysis,perinatal,Conditions Originating in Perinatal Period,medium
7742,ICD-9b (1985-1993),Other perinatal jaundice - Neonatal jaundice associated with preterm delivery,perinatal,Conditions Originating in Perinatal Period,high
7743,ICD-9b (1985-1993),Other perinatal jaundice - Neonatal jaundice due to delayed conjugation from other causes,perinatal,Conditions Originating in Perinatal Period,high
7744,ICD-9b (1985-1993),Other perinatal jaundice - Perinatal jaundice due to hepatocellular damage,digestive,Diseases of the Digestive System,medium
7745,ICD-9b (1985-1993),Other perinatal jaundice - Perinatal jaundice from other causes,perinatal,Conditions Originating in Perinatal Period,medium
7746,ICD-9b (1985-1993),Other perinatal jaundice - Unspecified fetal and neonatal jaundice,perinatal,Conditions Originating in Perinatal Period,high
7747,ICD-9b (1985-1993),Other perinatal jaundice - Kernicterus not due to isoimmunization,perinatal,Conditions Originating in Perinatal Period,medium
7750,ICD-9b (1985-1993),"Endocrine and metabolic disturbances specific to the fetus and newborn - Syndrome of ""infant of a diabetic mother""",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7751,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Neonatal diabetes mellitus,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",high
7752,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Neonatal myasthenia gravis,perinatal,Conditions Originating in Perinatal Period,high
7753,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Neonatal thyrotoxicosis,perinatal,Conditions Originating in Perinatal Period,high
7754,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Hypocalcaemia and hypomagnesaemia of newborn,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7755,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Other transitory neonatal electrolyte disturbances,perinatal,Conditions Originating in Perinatal Period,high
7756,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Neonatal hypoglycaemia,perinatal,Conditions Originating in Perinatal Period,high
7757,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Late metabolic acidosis of newborn,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7758,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Other transitory neonatal endocrine and metabolic disturbances,perinatal,Conditions Originating in Perinatal Period,high
7759,ICD-9b (1985-1993),Endocrine and metabolic disturbances specific to the fetus and newborn - Unspecified,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
7760,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Haemorrhagic disease of newborn,perinatal,Conditions Originating in Perinatal Period,medium
7761,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Transient neonatal thrombocytopenia,perinatal,Conditions Originating in Perinatal Period,high
7762,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Disseminated intravascular coagulation in newborn,circulatory,Diseases of the Circulatory System,medium
7763,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Other transient neonatal disorders of coagulation,perinatal,Conditions Originating in Perinatal Period,high
7764,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Polycythaemia neonatorum,perinatal,Conditions Originating in Perinatal Period,medium
7765,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Congenital anaemia,perinatal,Conditions Originating in Perinatal Period,high
7766,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Anaemia of prematurity,perinatal,Conditions Originating in Perinatal Period,high
7767,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Transient neonatal neutropenia,perinatal,Conditions Originating in Perinatal Period,high
7768,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Other specified transient haematological disorders,perinatal,Conditions Originating in Perinatal Period,medium
7769,ICD-9b (1985-1993),Haematological disorders of fetus and newborn - Unspecified,perinatal,Conditions Originating in Perinatal Period,medium
7770,ICD-9b (1985-1993),Perinatal disorders of digestive system - Meconium ileus,digestive,Diseases of the Digestive System,medium
7771,ICD-9b (1985-1993),Perinatal disorders of digestive system - Other meconium obstruction,digestive,Diseases of the Digestive System,medium
7772,ICD-9b (1985-1993),Perinatal disorders of digestive system - Intestinal obstruction due to inspissated milk,digestive,Diseases of the Digestive System,high
7773,ICD-9b (1985-1993),Perinatal disorders of digestive system - Haematemesis and melaena due to swallowed maternal blood,digestive,Diseases of the Digestive System,medium
7774,ICD-9b (1985-1993),Perinatal disorders of digestive system - Transitory ileus of newborn,perinatal,Conditions Originating in Perinatal Period,high
7775,ICD-9b (1985-1993),Perinatal disorders of digestive system - Necrotizing enterocolitis in fetus or newborn,digestive,Diseases of the Digestive System,high
7776,ICD-9b (1985-1993),Perinatal disorders of digestive system - Perinatal intestinal perforation,digestive,Diseases of the Digestive System,high
7778,ICD-9b (1985-1993),Perinatal disorders of digestive system - Other,digestive,Diseases of the Digestive System,medium
7779,ICD-9b (1985-1993),Perinatal disorders of digestive system - Unspecified,digestive,Diseases of the Digestive System,medium
7780,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Hydrops fetalis not due to isoimmunization,perinatal,Conditions Originating in Perinatal Period,high
7781,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Sclerema neonatorum,perinatal,Conditions Originating in Perinatal Period,medium
7782,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Cold injury syndrome of newborn,perinatal,Conditions Originating in Perinatal Period,medium
7783,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Other hypothermia of newborn,perinatal,Conditions Originating in Perinatal Period,medium
7784,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Other disturbances of temperature regulation of newborn,perinatal,Conditions Originating in Perinatal Period,medium
7785,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Other and unspecified oedema of newborn,perinatal,Conditions Originating in Perinatal Period,medium
7786,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Congenital hydrocele,perinatal,Conditions Originating in Perinatal Period,high
7787,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Breast engorgement in newborn,perinatal,Conditions Originating in Perinatal Period,medium
7788,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Other,perinatal,Conditions Originating in Perinatal Period,medium
7789,ICD-9b (1985-1993),Conditions involving the integument and temperature regulation of fetus and newborn - Unspecified,perinatal,Conditions Originating in Perinatal Period,medium
7790,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Convulsions in newborn,perinatal,Conditions Originating in Perinatal Period,high
7791,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Other and unspecified cerebral irritability in newborn,perinatal,Conditions Originating in Perinatal Period,high
7792,ICD-9b (1985-1993),"Other and ill-defined conditions originating in the perinatal period - Cerebral depression, coma and other abnormal cerebral signs",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7793,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Feeding problems in newborn,perinatal,Conditions Originating in Perinatal Period,high
7794,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Drug reactions and intoxications specific to newborn,perinatal,Conditions Originating in Perinatal Period,high
7795,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Drug withdrawal syndrome in newborn,perinatal,Conditions Originating in Perinatal Period,high
7796,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Termination of pregnancy (fetus),pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
7798,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Other,perinatal,Conditions Originating in Perinatal Period,medium
7799,ICD-9b (1985-1993),Other and ill-defined conditions originating in the perinatal period - Unspecified,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7800,ICD-9b (1985-1993),General symptoms - Coma and stupor,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7801,ICD-9b (1985-1993),General symptoms - Hallucinations,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7802,ICD-9b (1985-1993),General symptoms - Syncope and collapse,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7803,ICD-9b (1985-1993),General symptoms - Convulsions,nervous_system,Diseases of the Nervous System,medium
7804,ICD-9b (1985-1993),General symptoms - Dizziness and giddiness,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7805,ICD-9b (1985-1993),General symptoms - Sleep disturbances,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7806,ICD-9b (1985-1993),General symptoms - Pyrexia of unknown origin,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7807,ICD-9b (1985-1993),General symptoms - Malaise and fatigue,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7808,ICD-9b (1985-1993),General symptoms - Hyperhidrosis,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7809,ICD-9b (1985-1993),General symptoms - Other,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7810,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Abnormal involuntary movements,nervous_system,Diseases of the Nervous System,medium
7811,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Disturbances of sensation of smell and taste,nervous_system,Diseases of the Nervous System,medium
7812,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Abnormality of gait,nervous_system,Diseases of the Nervous System,medium
7813,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Lack of coordination,nervous_system,Diseases of the Nervous System,medium
7814,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Transient paralysis of limb,nervous_system,Diseases of the Nervous System,high
7815,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Clubbing of fingers,nervous_system,Diseases of the Nervous System,medium
7816,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Meningismus,nervous_system,Diseases of the Nervous System,medium
7817,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Tetany,nervous_system,Diseases of the Nervous System,high
7819,ICD-9b (1985-1993),Symptoms involving nervous and musculoskeletal systems - Other,nervous_system,Diseases of the Nervous System,medium
7820,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Disturbance of skin sensation,skin,Diseases of the Skin,medium
7821,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Rash and other nonspecific skin eruption,skin,Diseases of the Skin,medium
7822,ICD-9b (1985-1993),"Symptoms involving skin and other integumentary tissue - Localized superficial swelling, mass or lump",skin,Diseases of the Skin,medium
7823,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Oedema,skin,Diseases of the Skin,medium
7824,ICD-9b (1985-1993),"Symptoms involving skin and other integumentary tissue - Jaundice unspecified, not of newborn",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",high
7825,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Cyanosis,skin,Diseases of the Skin,medium
7826,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Pallor and flushing,skin,Diseases of the Skin,medium
7827,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Spontaneous ecchymoses,skin,Diseases of the Skin,medium
7828,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Changes in skin texture,skin,Diseases of the Skin,medium
7829,ICD-9b (1985-1993),Symptoms involving skin and other integumentary tissue - Other,skin,Diseases of the Skin,medium
7830,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Anorexia",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7831,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Abnormal weight gain",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7832,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Abnormal loss of weight",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7833,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Feeding difficulties and mismanagement",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7834,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Lack of expected normal physiological development",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7835,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Polydipsia",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7836,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Polyphagia",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7839,ICD-9b (1985-1993),"Symptoms concerning nutrition, metabolism and development - Other",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7840,ICD-9b (1985-1993),Symptoms involving head and neck - Headache,nervous_system,Diseases of the Nervous System,medium
7841,ICD-9b (1985-1993),Symptoms involving head and neck - Throat pain,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7842,ICD-9b (1985-1993),"Symptoms involving head and neck - Swelling, mass or lump in head and neck",ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7843,ICD-9b (1985-1993),Symptoms involving head and neck - Aphasia,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7844,ICD-9b (1985-1993),Symptoms involving head and neck - Voice disturbance,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7845,ICD-9b (1985-1993),Symptoms involving head and neck - Other speech disturbance,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
7846,ICD-9b (1985-1993),Symptoms involving head and neck - Other symbolic dysfunction,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
