year,sex,age_group,deaths,population_age_group,mortality_rate_per_100k_age_group_population,mortality_rate_per_100k,denominator_label
1987,Female,35-44,3897,3463600,112.51299226238596,112.51299226238596,age group population
1987,Male,35-44,5823,3476000,167.52013808975835,167.52013808975835,age group population
1987,Female,45-54,8774,2709700,323.7996826216924,323.7996826216924,age group population
1987,Male,45-54,13678,2726900,501.5952180131285,501.5952180131285,age group population
1987,Female,55-64,25000,2746300,910.3156974838874,910.3156974838874,age group population
1987,Male,55-64,41367,2592200,1595.825939356531,1595.825939356531,age group population
1987,Female,65-74,56858,2509800,2265.4394772491833,2265.4394772491833,age group population
1987,Male,65-74,82021,1993200,4115.041139875577,4115.041139875577,age group population
1987,Female,75-84,103354,1719100,6012.099354313304,6012.099354313304,age group population
1987,Male,75-84,94060,971600,9680.938657883902,9680.938657883902,age group population
1987,Female,85+,82455,513500,16057.448880233691,16057.448880233691,age group population
1987,Male,85+,31882,158500,20114.826498422713,20114.826498422713,age group population
1988,Female,0-4,3119,1601400,194.7670788060447,194.7670788060447,age group population
1988,Male,0-4,4236,1677000,252.59391771019676,252.59391771019676,age group population
1988,Female,5-14,450,2976400,15.118935626931863,15.118935626931863,age group population
1988,Male,5-14,776,3127500,24.812150279776176,24.812150279776176,age group population
1988,Female,15-24,1192,3854500,30.924892982228567,30.924892982228567,age group population
1988,Male,15-24,3081,3962700,77.75001892648952,77.75001892648952,age group population
1988,Female,25-34,1670,3673600,45.45949477351917,45.45949477351917,age group population
1988,Male,25-34,3367,3686200,91.34067603494113,91.34067603494113,age group population
1988,Female,35-44,4025,3487800,115.40225930385917,115.40225930385917,age group population
1988,Male,35-44,5855,3491500,167.69296863812116,167.69296863812116,age group population
1988,Female,45-54,8448,2749400,307.2670400814723,307.2670400814723,age group population
1988,Male,45-54,13701,2766500,495.2467016085306,495.2467016085306,age group population
1988,Female,55-64,24104,2702700,891.8488918488919,891.8488918488919,age group population
1988,Male,55-64,39791,2564500,1551.6085006823944,1551.6085006823944,age group population
1988,Female,65-74,56567,2504700,2258.434143809638,2258.434143809638,age group population
1988,Male,65-74,80870,1999100,4045.32039417738,4045.32039417738,age group population
1988,Female,75-84,103666,1736000,5971.5437788018435,5971.5437788018435,age group population
1988,Male,75-84,95306,991000,9617.15438950555,9617.15438950555,age group population
1988,Female,85+,87236,533600,16348.57571214393,16348.57571214393,age group population
1988,Male,85+,33948,167500,20267.462686567163,20267.462686567163,age group population
1989,Female,0-4,2912,1629800,178.6722297214382,178.6722297214382,age group population
1989,Male,0-4,3974,1705100,233.0655093542901,233.0655093542901,age group population
1989,Female,5-14,467,2980000,15.671140939597315,15.671140939597315,age group population
1989,Male,5-14,708,3128400,22.631377061756808,22.631377061756808,age group population
1989,Female,15-24,1181,3753200,31.466481935415114,31.466481935415114,age group population
1989,Male,15-24,3107,3854900,80.59871851409895,80.59871851409895,age group population
1989,Female,25-34,1678,3763100,44.590895803991394,44.590895803991394,age group population
1989,Male,25-34,3380,3769600,89.66468590831919,89.66468590831919,age group population
1989,Female,35-44,3925,3495600,112.28401418926651,112.28401418926651,age group population
1989,Male,35-44,5947,3494300,170.1914546547234,170.1914546547234,age group population
1989,Female,45-54,8406,2808700,299.2843664328693,299.2843664328693,age group population
1989,Male,45-54,13407,2824100,474.7353139053149,474.7353139053149,age group population
1989,Female,55-64,23336,2663100,876.2720138184823,876.2720138184823,age group population
1989,Male,55-64,37680,2540700,1483.0558507497933,1483.0558507497933,age group population
1989,Female,65-74,55932,2492600,2243.922009147075,2243.922009147075,age group population
1989,Male,65-74,79012,2004500,3941.731105013719,3941.731105013719,age group population
1989,Female,75-84,106000,1756100,6036.102727635101,6036.102727635101,age group population
1989,Male,75-84,97027,1011100,9596.182375630502,9596.182375630502,age group population
1989,Female,85+,91745,556100,16497.93202661392,16497.93202661392,age group population
1989,Male,85+,37048,176800,20954.751131221718,20954.751131221718,age group population
1990,Female,0-4,2791,1646000,169.56257594167678,169.56257594167678,age group population
1990,Male,0-4,3800,1720200,220.90454598302523,220.90454598302523,age group population
1990,Female,5-14,450,3008000,14.960106382978724,14.960106382978724,age group population
1990,Male,5-14,671,3155200,21.266480730223126,21.266480730223126,age group population
1990,Female,15-24,1088,3637600,29.909830657576425,29.909830657576425,age group population
1990,Male,15-24,3184,3751800,84.86593101977718,84.86593101977718,age group population
1990,Female,25-34,1702,3858600,44.10926242678692,44.10926242678692,age group population
1990,Male,25-34,3714,3857500,96.2799740764744,96.2799740764744,age group population
1990,Female,35-44,3875,3502800,110.62578508621674,110.62578508621674,age group population
1990,Male,35-44,6060,3497000,173.29139262224763,173.29139262224763,age group population
1990,Female,45-54,8337,2861000,291.40160782943025,291.40160782943025,age group population
1990,Male,45-54,13342,2871400,464.6513895660653,464.6513895660653,age group population
1990,Female,55-64,22511,2634000,854.6317388003038,854.6317388003038,age group population
1990,Male,55-64,36405,2526500,1440.926182465862,1440.926182465862,age group population
1990,Female,65-74,53770,2477900,2169.9826465959077,2169.9826465959077,age group population
1990,Male,65-74,77604,2010000,3860.8955223880594,3860.8955223880594,age group population
1990,Female,75-84,102440,1764600,5805.281650232348,5805.281650232348,age group population
1990,Male,75-84,95539,1023400,9335.450459253469,9335.450459253469,age group population
1990,Female,85+,90546,573400,15791.070805720265,15791.070805720265,age group population
1990,Male,85+,37017,183800,20139.82589771491,20139.82589771491,age group population
1991,Female,0-4,2631,1670000,157.54491017964074,157.54491017964074,age group population
1991,Male,0-4,3520,1741100,202.17104129573258,202.17104129573258,age group population
1991,Female,5-14,470,3050300,15.408320493066256,15.408320493066256,age group population
1991,Male,5-14,695,3197600,21.73505128846635,21.73505128846635,age group population
1991,Female,15-24,1106,3527100,31.357205636358483,31.357205636358483,age group population
1991,Male,15-24,2968,3638000,81.58328752061573,81.58328752061573,age group population
1991,Female,25-34,1729,3942600,43.85430933901486,43.85430933901486,age group population
1991,Male,25-34,3687,3919600,94.06572099193795,94.06572099193795,age group population
1991,Female,35-44,3703,3517300,105.27961788872146,105.27961788872146,age group population
1991,Male,35-44,6160,3504500,175.77400485090598,175.77400485090598,age group population
1991,Female,45-54,8369,2914500,287.15045462343454,287.15045462343454,age group population
1991,Male,45-54,13316,2919200,456.1523705124692,456.1523705124692,age group population
1991,Female,55-64,21303,2612800,815.3322106552358,815.3322106552358,age group population
1991,Male,55-64,34853,2513500,1386.6321861945496,1386.6321861945496,age group population
1991,Female,65-74,54156,2479100,2184.5024404017586,2184.5024404017586,age group population
1991,Male,65-74,77227,2027400,3809.1644470750716,3809.1644470750716,age group population
1991,Female,75-84,103268,1760600,5865.500397591731,5865.500397591731,age group population
1991,Male,75-84,95815,1029400,9307.849232562658,9307.849232562658,age group population
1991,Female,85+,95727,592500,16156.455696202533,16156.455696202533,age group population
1991,Male,85+,39341,191300,20565.08102456874,20565.08102456874,age group population
1992,Female,0-4,2320,1681300,137.98846130970082,137.98846130970082,age group population
1992,Male,0-4,3093,1754800,176.2594027809437,176.2594027809437,age group population
1992,Female,5-14,413,3102300,13.312703478064662,13.312703478064662,age group population
1992,Male,5-14,624,3239000,19.26520531028095,19.26520531028095,age group population
1992,Female,15-24,1047,3405700,30.742578618198902,30.742578618198902,age group population
1992,Male,15-24,2590,3490700,74.1971524336093,74.1971524336093,age group population
1992,Female,25-34,1722,3993000,43.125469571750564,43.125469571750564,age group population
1992,Male,25-34,3751,3970900,94.46221259664055,94.46221259664055,age group population
1992,Female,35-44,3717,3449700,107.74849986955387,107.74849986955387,age group population
1992,Male,35-44,5952,3426200,173.72015644153873,173.72015644153873,age group population
1992,Female,45-54,8336,3056300,272.74809410071,272.74809410071,age group population
1992,Male,45-54,13117,3056100,429.2071594515886,429.2071594515886,age group population
1992,Female,55-64,20585,2602100,791.0918104607816,791.0918104607816,age group population
1992,Male,55-64,33674,2510400,1341.3798597833015,1341.3798597833015,age group population
1992,Female,65-74,53423,2489400,2146.019121073351,2146.019121073351,age group population
1992,Male,65-74,76357,2049400,3725.822191861033,3725.822191861033,age group population
1992,Female,75-84,99548,1738100,5727.40348656579,5727.40348656579,age group population
1992,Male,75-84,92662,1023100,9056.983677059916,9056.983677059916,age group population
1992,Female,85+,95470,614100,15546.327959615697,15546.327959615697,age group population
1992,Male,85+,39912,201600,19797.619047619046,19797.619047619046,age group population
1993,Female,0-4,2207,1669400,132.20318677369113,132.20318677369113,age group population
1993,Male,0-4,2926,1745300,167.65026070016617,167.65026070016617,age group population
1993,Female,5-14,434,3161300,13.728529402461012,13.728529402461012,age group population
1993,Male,5-14,616,3305200,18.637298801887937,18.637298801887937,age group population
1993,Female,15-24,985,3301500,29.8349235196123,29.8349235196123,age group population
1993,Male,15-24,2528,3388200,74.61188831828109,74.61188831828109,age group population
1993,Female,25-34,1808,4019100,44.98519569057749,44.98519569057749,age group population
1993,Male,25-34,3839,3991700,96.17456221659944,96.17456221659944,age group population
1993,Female,35-44,3611,3428300,105.32917189277485,105.32917189277485,age group population
1993,Male,35-44,5772,3396300,169.94965109089304,169.94965109089304,age group population
1993,Female,45-54,8602,3159700,272.2410355413489,272.2410355413489,age group population
1993,Male,45-54,13429,3149000,426.45284217211815,426.45284217211815,age group population
1993,Female,55-64,20463,2603500,785.9804109852122,785.9804109852122,age group population
1993,Male,55-64,33268,2518400,1320.997458703939,1320.997458703939,age group population
1993,Female,65-74,55262,2518300,2194.416868522416,2194.416868522416,age group population
1993,Male,65-74,78736,2082900,3780.1142637668636,3780.1142637668636,age group population
1993,Female,75-84,100920,1692800,5961.7202268431,5961.7202268431,age group population
1993,Male,75-84,93717,1001300,9359.532607610106,9359.532607610106,age group population
1993,Female,85+,104918,639400,16408.82076947138,16408.82076947138,age group population
1993,Male,85+,44471,214500,20732.40093240093,20732.40093240093,age group population
1994,Female,0-4,2112,1661900,127.08345869185871,127.08345869185871,age group population
1994,Male,0-4,2791,1741300,160.28254752196636,160.28254752196636,age group population
1994,Female,5-14,404,3191800,12.657434676358168,12.657434676358168,age group population
1994,Male,5-14,598,3335000,17.93103448275862,17.93103448275862,age group population
1994,Female,15-24,877,3228400,27.165159211993558,27.165159211993558,age group population
1994,Male,15-24,2365,3304500,71.5690724769254,71.5690724769254,age group population
1994,Female,25-34,1772,4049300,43.76064998888697,43.76064998888697,age group population
1994,Male,25-34,3948,4009600,98.46368715083798,98.46368715083798,age group population
1994,Female,35-44,3679,3443300,106.84517759126419,106.84517759126419,age group population
1994,Male,35-44,5710,3401400,167.87205268418884,167.87205268418884,age group population
1994,Female,45-54,8678,3235200,268.23689416419387,268.23689416419387,age group population
1994,Male,45-54,12881,3218700,400.1926243514462,400.1926243514462,age group population
1994,Female,55-64,18974,2605200,728.3126055581146,728.3126055581146,age group population
1994,Male,55-64,31324,2527100,1239.5235645601676,1239.5235645601676,age group population
1994,Female,65-74,53778,2538600,2118.4117229969274,2118.4117229969274,age group population
1994,Male,65-74,76140,2108500,3611.097936921982,3611.097936921982,age group population
1994,Female,75-84,93995,1655600,5677.397922203431,5677.397922203431,age group population
1994,Male,75-84,87995,984600,8937.131830184846,8937.131830184846,age group population
1994,Female,85+,100682,654000,15394.801223241591,15394.801223241591,age group population
1994,Male,85+,43077,222300,19377.867746288797,19377.867746288797,age group population
1995,Female,0-4,2022,1642900,123.07505021608132,123.07505021608132,age group population
1995,Male,0-4,2683,1724300,155.59937365887606,155.59937365887606,age group population
1995,Female,5-14,418,3212700,13.010863136925327,13.010863136925327,age group population
1995,Male,5-14,610,3358100,18.16503379887436,18.16503379887436,age group population
1995,Female,15-24,911,3185800,28.595643166551575,28.595643166551575,age group population
1995,Male,15-24,2445,3256100,75.08983139338473,75.08983139338473,age group population
1995,Female,25-34,1842,4055900,45.4153208905545,45.4153208905545,age group population
1995,Male,25-34,4099,4022200,101.90940281438019,101.90940281438019,age group population
1995,Female,35-44,3642,3470200,104.95072330125065,104.95072330125065,age group population
1995,Male,35-44,5860,3432700,170.7111020479506,170.7111020479506,age group population
1995,Female,45-54,8987,3301000,272.2508330808846,272.2508330808846,age group population
1995,Male,45-54,13399,3279600,408.5559214538358,408.5559214538358,age group population
1995,Female,55-64,18810,2600700,723.2668127811743,723.2668127811743,age group population
1995,Male,55-64,30827,2531000,1217.9770841564598,1217.9770841564598,age group population
1995,Female,65-74,52666,2483200,2120.8923969072166,2120.8923969072166,age group population
1995,Male,65-74,74524,2078400,3585.6428021555043,3585.6428021555043,age group population
1995,Female,75-84,96416,1701000,5668.19517930629,5668.19517930629,age group population
1995,Male,75-84,91617,1030900,8887.088951401687,8887.088951401687,age group population
1995,Female,85+,107479,672200,15989.140136864027,15989.140136864027,age group population
1995,Male,85+,46645,233100,20010.72501072501,20010.72501072501,age group population
1996,Female,0-4,2035,1610100,126.38966523818395,126.38966523818395,age group population
1996,Male,0-4,2721,1694700,160.55939104266244,160.55939104266244,age group population
1996,Female,5-14,370,3242600,11.4105964349596,11.4105964349596,age group population
1996,Male,5-14,545,3393200,16.06153483437463,16.06153483437463,age group population
1996,Female,15-24,942,3134400,30.053598774885145,30.053598774885145,age group population
1996,Male,15-24,2313,3201900,72.23835847465568,72.23835847465568,age group population
1996,Female,25-34,1882,4055500,46.40611515226236,46.40611515226236,age group population
1996,Male,25-34,4027,4020100,100.17163752145468,100.17163752145468,age group population
1996,Female,35-44,3672,3527700,104.09048388468408,104.09048388468408,age group population
1996,Male,35-44,5861,3489100,167.98028144793787,167.98028144793787,age group population
1996,Female,45-54,8841,3369800,262.35978396344,262.35978396344,age group population
1996,Male,45-54,13546,3344000,405.0837320574162,405.0837320574162,age group population
1996,Female,55-64,18314,2586100,708.1706043849813,708.1706043849813,age group population
1996,Male,55-64,30111,2519800,1194.9757917295024,1194.9757917295024,age group population
1996,Female,65-74,50462,2436700,2070.9155825501703,2070.9155825501703,age group population
1996,Male,65-74,71459,2059200,3470.231157731158,3470.231157731158,age group population
1996,Female,75-84,97316,1734000,5612.226066897348,5612.226066897348,age group population
1996,Male,75-84,91164,1067200,8542.353823088455,8542.353823088455,age group population
1996,Female,85+,109348,683700,15993.56442884306,15993.56442884306,age group population
1996,Male,85+,48078,240500,19990.85239085239,19990.85239085239,age group population
1997,Female,0-4,1964,1589300,123.57641729063108,123.57641729063108,age group population
1997,Male,0-4,2581,1673400,154.23688299270947,154.23688299270947,age group population
1997,Female,5-14,389,3271300,11.891297037874851,11.891297037874851,age group population
1997,Male,5-14,595,3426800,17.363137621104237,17.363137621104237,age group population
1997,Female,15-24,931,3094900,30.08174739086885,30.08174739086885,age group population
1997,Male,15-24,2438,3156900,77.2276600462479,77.2276600462479,age group population
1997,Female,25-34,1711,4033100,42.42394188093526,42.42394188093526,age group population
1997,Male,25-34,3915,3995400,97.98768583871451,97.98768583871451,age group population
1997,Female,35-44,3734,3599000,103.75104195609892,103.75104195609892,age group population
1997,Male,35-44,5718,3555600,160.81673979075262,160.81673979075262,age group population
1997,Female,45-54,9055,3417000,264.99853672812407,264.99853672812407,age group population
1997,Male,45-54,13565,3383300,400.9399107380368,400.9399107380368,age group population
1997,Female,55-64,18053,2596700,695.2285593252975,695.2285593252975,age group population
1997,Male,55-64,29110,2530300,1150.456467612536,1150.456467612536,age group population
1997,Female,65-74,48553,2398900,2023.9693192713328,2023.9693192713328,age group population
1997,Male,65-74,68275,2047200,3335.042985541227,3335.042985541227,age group population
1997,Female,75-84,96009,1751900,5480.2785547120275,5480.2785547120275,age group population
1997,Male,75-84,90659,1095000,8279.360730593608,8279.360730593608,age group population
1997,Female,85+,111489,694300,16057.756013250757,16057.756013250757,age group population
1997,Male,85+,49308,249300,19778.58002406739,19778.58002406739,age group population
1998,Female,0-4,1848,1571600,117.58717230847544,117.58717230847544,age group population
1998,Male,0-4,2473,1654000,149.51632406287789,149.51632406287789,age group population
1998,Female,5-14,392,3289500,11.91670466636267,11.91670466636267,age group population
1998,Male,5-14,563,3450900,16.31458460111855,16.31458460111855,age group population
1998,Female,15-24,898,3077400,29.18047702606096,29.18047702606096,age group population
1998,Male,15-24,2366,3134500,75.48253309937789,75.48253309937789,age group population
1998,Female,25-34,1768,3983000,44.3886517700226,44.3886517700226,age group population
1998,Male,25-34,4111,3942300,104.27922786190801,104.27922786190801,age group population
1998,Female,35-44,3705,3676900,100.76423073784981,100.76423073784981,age group population
1998,Male,35-44,5886,3627400,162.26498318354746,162.26498318354746,age group population
1998,Female,45-54,9077,3440200,263.85093889890123,263.85093889890123,age group population
1998,Male,45-54,13606,3400400,400.12939654158333,400.12939654158333,age group population
1998,Female,55-64,17872,2639900,676.9953407326035,676.9953407326035,age group population
1998,Male,55-64,28947,2574000,1124.5920745920746,1124.5920745920746,age group population
1998,Female,65-74,46742,2370100,1972.1530737099702,1972.1530737099702,age group population
1998,Male,65-74,65989,2041200,3232.8532235939642,3232.8532235939642,age group population
1998,Female,75-84,94281,1759600,5358.092748351898,5358.092748351898,age group population
1998,Male,75-84,90048,1115500,8072.433886149709,8072.433886149709,age group population
1998,Female,85+,112650,711200,15839.426321709787,15839.426321709787,age group population
1998,Male,85+,50213,260500,19275.623800383877,19275.623800383877,age group population
1999,Female,0-4,1863,1555600,119.76086397531499,119.76086397531499,age group population
1999,Male,0-4,2488,1635700,152.10613193128324,152.10613193128324,age group population
1999,Female,5-14,387,3308000,11.698911729141475,11.698911729141475,age group population
1999,Male,5-14,510,3471200,14.692325420603824,14.692325420603824,age group population
1999,Female,15-24,883,3083500,28.636289930274035,28.636289930274035,age group population
1999,Male,15-24,2170,3144500,69.00938145969153,69.00938145969153,age group population
1999,Female,25-34,1707,3920100,43.544807530420144,43.544807530420144,age group population
1999,Male,25-34,3978,3880300,102.5178465582558,102.5178465582558,age group population
1999,Female,35-44,3773,3763100,100.26308097047647,100.26308097047647,age group population
1999,Male,35-44,5918,3711400,159.45465323058684,159.45465323058684,age group population
1999,Female,45-54,8999,3455800,260.4028010880259,260.4028010880259,age group population
1999,Male,45-54,13633,3410200,399.7712744120579,399.7712744120579,age group population
1999,Female,55-64,17949,2699100,664.9994442591975,664.9994442591975,age group population
1999,Male,55-64,28532,2632900,1083.671996657678,1083.671996657678,age group population
1999,Female,65-74,44958,2344700,1917.43080138184,1917.43080138184,age group population
1999,Male,65-74,64017,2036300,3143.7902077297063,3143.7902077297063,age group population
1999,Female,75-84,93360,1759100,5307.2593940083,5307.2593940083,age group population
1999,Male,75-84,89963,1131700,7949.368207122029,7949.368207122029,age group population
1999,Female,85+,116487,721100,16154.070170572737,16154.070170572737,age group population
1999,Male,85+,51957,269300,19293.353137764574,19293.353137764574,age group population
2000,Female,0-4,1754,1537300,114.09614258765367,114.09614258765367,age group population
2000,Male,0-4,2247,1613300,139.27973718465256,139.27973718465256,age group population
2000,Female,5-14,351,3295500,10.650887573964498,10.650887573964498,age group population
2000,Male,5-14,490,3461900,14.154077240821513,14.154077240821513,age group population
2000,Female,15-24,907,3102700,29.232603861153187,29.232603861153187,age group population
2000,Male,15-24,2226,3171900,70.17875721176583,70.17875721176583,age group population
2000,Female,25-34,1702,3859200,44.10240464344942,44.10240464344942,age group population
2000,Male,25-34,3849,3822700,100.68799539592435,100.68799539592435,age group population
2000,Female,35-44,3853,3858900,99.84710668843452,99.84710668843452,age group population
2000,Male,35-44,6135,3801800,161.37092955968225,161.37092955968225,age group population
2000,Female,45-54,9108,3468000,262.6297577854671,262.6297577854671,age group population
2000,Male,45-54,13355,3412800,391.320909517112,391.320909517112,age group population
2000,Female,55-64,17722,2758900,642.3574613070426,642.3574613070426,age group population
2000,Male,55-64,28003,2687900,1041.8170318836267,1041.8170318836267,age group population
2000,Female,65-74,42318,2332100,1814.5877106470564,1814.5877106470564,age group population
2000,Male,65-74,60801,2040200,2980.14900499951,2980.14900499951,age group population
2000,Female,75-84,89651,1758300,5098.73172951146,5098.73172951146,age group population
2000,Male,75-84,87449,1148500,7614.192424902046,7614.192424902046,age group population
2000,Female,85+,113813,731000,15569.493844049248,15569.493844049248,age group population
2000,Male,85+,52143,277000,18824.187725631768,18824.187725631768,age group population
2001,Female,0-4,778,1508558,51.57242876972579,51.57242876972579,age group population
2001,Male,0-4,942,1582445,59.528135259045335,59.528135259045335,age group population
2001,Female,5-14,369,3287150,11.225529714190104,11.225529714190104,age group population
2001,Male,5-14,512,3453218,14.826750005357322,14.826750005357322,age group population
2001,Female,15-24,858,3156103,27.18542455680312,27.18542455680312,age group population
2001,Male,15-24,2203,3231330,68.17626178694222,68.17626178694222,age group population
2001,Female,25-34,1665,3778086,44.06993382363451,44.06993382363451,age group population
2001,Male,25-34,3830,3757977,101.9165364769396,101.9165364769396,age group population
2001,Female,35-44,3858,3935334,98.03488090210385,98.03488090210385,age group population
2001,Male,35-44,6184,3880885,159.34509783206667,159.34509783206667,age group population
2001,Female,45-54,8984,3471461,258.795936350718,258.795936350718,age group population
2001,Male,45-54,13424,3414789,393.1136008696291,393.1136008696291,age group population
2001,Female,55-64,17608,2817351,624.9842493888763,624.9842493888763,age group population
2001,Male,55-64,27599,2743724,1005.8956367331407,1005.8956367331407,age group population
2001,Female,65-74,40639,2325765,1747.3390475821932,1747.3390475821932,age group population
2001,Male,65-74,57638,2051619,2809.391022407182,2809.391022407182,age group population
2001,Female,75-84,89036,1771369,5026.394839245803,5026.394839245803,age group population
2001,Male,75-84,87238,1175319,7422.495509729699,7422.495509729699,age group population
2001,Female,85+,114152,734543,15540.54697955055,15540.54697955055,age group population
2001,Male,85+,52833,282952,18672.071588113882,18672.071588113882,age group population
2002,Female,0-4,667,1487644,44.83599570865073,44.83599570865073,age group population
2002,Male,0-4,933,1556684,59.93509279982321,59.93509279982321,age group population
2002,Female,5-14,364,3285779,11.078042680289819,11.078042680289819,age group population
2002,Male,5-14,484,3448481,14.035165048031294,14.035165048031294,age group population
2002,Female,15-24,858,3220916,26.638384856978575,26.638384856978575,age group population
2002,Male,15-24,2222,3303080,67.27054748901026,67.27054748901026,age group population
2002,Female,25-34,1597,3691184,43.265250391202386,43.265250391202386,age group population
2002,Male,25-34,3665,3674220,99.74906238603023,99.74906238603023,age group population
2002,Female,35-44,3767,4009201,93.95887110673674,93.95887110673674,age group population
2002,Male,35-44,6255,3960790,157.92304060553576,157.92304060553576,age group population
2002,Female,45-54,8689,3415813,254.37575183419,254.37575183419,age group population
2002,Male,45-54,13011,3351214,388.2473634927522,388.2473634927522,age group population
2002,Female,55-64,17807,2943581,604.9434345445225,604.9434345445225,age group population
2002,Male,55-64,27807,2863412,971.1141812634718,971.1141812634718,age group population
2002,Female,65-74,39645,2326078,1704.3710486062805,1704.3710486062805,age group population
2002,Male,65-74,56584,2065851,2739.016511839431,2739.016511839431,age group population
2002,Female,75-84,90213,1784751,5054.654682922156,5054.654682922156,age group population
2002,Male,75-84,88493,1199593,7376.918671582778,7376.918671582778,age group population
2002,Female,85+,116449,729078,15972.090777667136,15972.090777667136,age group population
2002,Male,85+,53709,284793,18858.96071883789,18858.96071883789,age group population
2003,Female,0-4,740,1477045,50.10003080474868,50.10003080474868,age group population
2003,Male,0-4,906,1550518,58.43208527730732,58.43208527730732,age group population
2003,Female,5-14,368,3274288,11.239084649853648,11.239084649853648,age group population
2003,Male,5-14,466,3434559,13.56797189974026,13.56797189974026,age group population
2003,Female,15-24,855,3299780,25.910818296977375,25.910818296977375,age group population
2003,Male,15-24,2200,3375610,65.17340569556316,65.17340569556316,age group population
2003,Female,25-34,1636,3621849,45.17029837522216,45.17029837522216,age group population
2003,Male,25-34,3478,3604344,96.494674204238,96.494674204238,age group population
2003,Female,35-44,3884,4055259,95.77686653306237,95.77686653306237,age group population
2003,Male,35-44,6440,4010893,160.56274749787642,160.56274749787642,age group population
2003,Female,45-54,8554,3391363,252.2289710656158,252.2289710656158,age group population
2003,Male,45-54,12697,3333028,380.944894552341,380.944894552341,age group population
2003,Female,55-64,18001,3039330,592.2686907969849,592.2686907969849,age group population
2003,Male,55-64,28291,2953766,957.7942193118886,957.7942193118886,age group population
2003,Female,65-74,39001,2335838,1669.679147269631,1669.679147269631,age group population
2003,Male,65-74,55064,2084417,2641.6978944232364,2641.6978944232364,age group population
2003,Female,75-84,92694,1803927,5138.456267908846,5138.456267908846,age group population
2003,Male,75-84,89596,1225568,7310.569466565707,7310.569466565707,age group population
2003,Female,85+,117968,710450,16604.687170103454,16604.687170103454,age group population
2003,Male,85+,54064,281406,19212.099244507936,19212.099244507936,age group population
2004,Female,0-4,723,1478511,48.90054926882519,48.90054926882519,age group population
2004,Male,0-4,863,1556816,55.433654330376875,55.433654330376875,age group population
2004,Female,5-14,313,3255494,9.614516260819402,9.614516260819402,age group population
2004,Male,5-14,426,3417970,12.46353829904885,12.46353829904885,age group population
2004,Female,15-24,904,3363103,26.879937962054687,26.879937962054687,age group population
2004,Male,15-24,2090,3444565,60.67529571948853,60.67529571948853,age group population
2004,Female,25-34,1536,3577480,42.935250511533255,42.935250511533255,age group population
2004,Male,25-34,3281,3557594,92.22525111072258,92.22525111072258,age group population
2004,Female,35-44,3855,4101148,93.9980707840829,93.9980707840829,age group population
2004,Male,35-44,6360,4039788,157.43400396258417,157.43400396258417,age group population
2004,Female,45-54,8139,3398149,239.51274649816708,239.51274649816708,age group population
2004,Male,45-54,12417,3344105,371.3101113750914,371.3101113750914,age group population
2004,Female,55-64,17649,3106226,568.1814523476398,568.1814523476398,age group population
2004,Male,55-64,27117,3018877,898.2479246421765,898.2479246421765,age group population
2004,Female,65-74,37041,2342507,1581.2546131132158,1581.2546131132158,age group population
2004,Male,65-74,52709,2100477,2509.382392666047,2509.382392666047,age group population
2004,Female,75-84,88404,1809680,4885.0625524954685,4885.0625524954685,age group population
2004,Male,75-84,87367,1243376,7026.5953339939,7026.5953339939,age group population
2004,Female,85+,109488,707609,15472.95187031256,15472.95187031256,age group population
2004,Male,85+,51329,288547,17788.78310985732,17788.78310985732,age group population
2005,Female,0-4,646,1495919,43.18415636140727,43.18415636140727,age group population
2005,Male,0-4,901,1571348,57.33930357883805,57.33930357883805,age group population
2005,Female,5-14,323,3227770,10.006908794616717,10.006908794616717,age group population
2005,Male,5-14,438,3389617,12.921813880447258,12.921813880447258,age group population
2005,Female,15-24,857,3431973,24.971058921500838,24.971058921500838,age group population
2005,Male,15-24,2073,3496395,59.28963975752168,59.28963975752168,age group population
2005,Female,25-34,1481,3595829,41.18660815072129,41.18660815072129,age group population
2005,Male,25-34,3146,3566556,88.20834440844332,88.20834440844332,age group population
2005,Female,35-44,3805,4127882,92.17802253068281,92.17802253068281,age group population
2005,Male,35-44,6362,4076956,156.04779644420984,156.04779644420984,age group population
2005,Female,45-54,8175,3427886,238.4851771616676,238.4851771616676,age group population
2005,Male,45-54,12158,3380768,359.62242898654983,359.62242898654983,age group population
2005,Female,55-64,17797,3162082,562.8253789749918,562.8253789749918,age group population
2005,Male,55-64,27292,3076601,887.0828553978888,887.0828553978888,age group population
2005,Female,65-74,35913,2344032,1532.103657287955,1532.103657287955,age group population
2005,Male,65-74,51019,2114177,2413.1848941692206,2413.1848941692206,age group population
2005,Female,75-84,86309,1789965,4821.826125091831,4821.826125091831,age group population
2005,Male,75-84,84661,1250559,6769.8525219521825,6769.8525219521825,age group population
2005,Female,85+,112870,737607,15302.186665798994,15302.186665798994,age group population
2005,Male,85+,54547,311421,17515.517579097108,17515.517579097108,age group population
2006,Female,0-4,733,1524286,48.08808845584096,48.08808845584096,age group population
2006,Male,0-4,849,1599648,53.07417631879014,53.07417631879014,age group population
2006,Female,5-14,303,3189250,9.500666300854432,9.500666300854432,age group population
2006,Male,5-14,448,3343182,13.400407157013888,13.400407157013888,age group population
2006,Female,15-24,825,3485322,23.670696710375687,23.670696710375687,age group population
2006,Male,15-24,2056,3553903,57.85188847303937,57.85188847303937,age group population
2006,Female,25-34,1382,3594630,38.44623786036393,38.44623786036393,age group population
