year,cause,cause_description,sex,age,deaths
1908,200.0,Diarrhoea due to food,Female,01-04,17
1908,200.0,Diarrhoea due to food,Female,05-09,6
1908,200.0,Diarrhoea due to food,Female,15-19,5
1908,200.0,Diarrhoea due to food,Female,20-24,1
1908,200.0,Diarrhoea due to food,Female,<1,69
1908,200.0,Diarrhoea due to food,Female,T25-34,7
1908,200.0,Diarrhoea due to food,Female,T35-44,11
1908,200.0,Diarrhoea due to food,Female,T45-54,8
1908,200.0,Diarrhoea due to food,Female,T55-64,5
1908,200.0,Diarrhoea due to food,Female,T65-74,3
1908,200.0,Diarrhoea due to food,Female,T75-84,5
1908,200.0,Diarrhoea due to food,Male,01-04,18
1908,200.0,Diarrhoea due to food,Male,05-09,8
1908,200.0,Diarrhoea due to food,Male,10-14,4
1908,200.0,Diarrhoea due to food,Male,15-19,1
1908,200.0,Diarrhoea due to food,Male,20-24,1
1908,200.0,Diarrhoea due to food,Male,<1,86
1908,200.0,Diarrhoea due to food,Male,T25-34,8
1908,200.0,Diarrhoea due to food,Male,T35-44,12
1908,200.0,Diarrhoea due to food,Male,T45-54,6
1908,200.0,Diarrhoea due to food,Male,T55-64,9
1908,200.0,Diarrhoea due to food,Male,T65-74,4
1908,200.0,Diarrhoea due to food,Male,T75-84,2
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,01-04,1027
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,05-09,26
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,10-14,7
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,15-19,5
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,20-24,2
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,85+,2
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,<1,3562
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T25-34,8
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T35-44,8
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T45-54,14
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T55-64,18
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T65-74,30
1908,210.0,"Infective enteritis, epidemic diarrhoea",Female,T75-84,20
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,01-04,1021
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,05-09,15
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,10-14,8
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,15-19,3
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,20-24,7
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,85+,1
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,<1,4308
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T25-34,5
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T35-44,7
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T45-54,14
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T55-64,18
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T65-74,24
1908,210.0,"Infective enteritis, epidemic diarrhoea",Male,T75-84,12
1908,220.0,Diarrhoea (not otherwise defined),Female,01-04,663
1908,220.0,Diarrhoea (not otherwise defined),Female,05-09,13
1908,220.0,Diarrhoea (not otherwise defined),Female,10-14,5
1908,220.0,Diarrhoea (not otherwise defined),Female,15-19,1
1908,220.0,Diarrhoea (not otherwise defined),Female,20-24,4
1908,220.0,Diarrhoea (not otherwise defined),Female,85+,29
1908,220.0,Diarrhoea (not otherwise defined),Female,<1,2421
1908,220.0,Diarrhoea (not otherwise defined),Female,T25-34,8
1908,220.0,Diarrhoea (not otherwise defined),Female,T35-44,23
1908,220.0,Diarrhoea (not otherwise defined),Female,T45-54,39
1908,220.0,Diarrhoea (not otherwise defined),Female,T55-64,64
1908,220.0,Diarrhoea (not otherwise defined),Female,T65-74,122
1908,220.0,Diarrhoea (not otherwise defined),Female,T75-84,163
1908,220.0,Diarrhoea (not otherwise defined),Male,01-04,747
1908,220.0,Diarrhoea (not otherwise defined),Male,05-09,11
1908,220.0,Diarrhoea (not otherwise defined),Male,10-14,4
1908,220.0,Diarrhoea (not otherwise defined),Male,15-19,1
1908,220.0,Diarrhoea (not otherwise defined),Male,20-24,2
1908,220.0,Diarrhoea (not otherwise defined),Male,85+,42
1908,220.0,Diarrhoea (not otherwise defined),Male,<1,2987
1908,220.0,Diarrhoea (not otherwise defined),Male,T25-34,7
1908,220.0,Diarrhoea (not otherwise defined),Male,T35-44,23
1908,220.0,Diarrhoea (not otherwise defined),Male,T45-54,33
1908,220.0,Diarrhoea (not otherwise defined),Male,T55-64,70
1908,220.0,Diarrhoea (not otherwise defined),Male,T65-74,126
1908,220.0,Diarrhoea (not otherwise defined),Male,T75-84,120
1908,230.0,Dysentry,Female,01-04,2
1908,230.0,Dysentry,Female,05-09,1
1908,230.0,Dysentry,Female,10-14,1
1908,230.0,Dysentry,Female,15-19,1
1908,230.0,Dysentry,Female,20-24,1
1908,230.0,Dysentry,Female,<1,7
1908,230.0,Dysentry,Female,T25-34,6
1908,230.0,Dysentry,Female,T35-44,18
1908,230.0,Dysentry,Female,T45-54,20
1908,230.0,Dysentry,Female,T55-64,14
1908,230.0,Dysentry,Female,T65-74,26
1908,230.0,Dysentry,Female,T75-84,10
1908,230.0,Dysentry,Male,01-04,6
1908,230.0,Dysentry,Male,05-09,2
1908,230.0,Dysentry,Male,15-19,2
1908,230.0,Dysentry,Male,20-24,4
1908,230.0,Dysentry,Male,<1,14
1908,230.0,Dysentry,Male,T25-34,18
1908,230.0,Dysentry,Male,T35-44,26
1908,230.0,Dysentry,Male,T45-54,17
1908,230.0,Dysentry,Male,T55-64,19
1908,230.0,Dysentry,Male,T65-74,22
1908,230.0,Dysentry,Male,T75-84,9
1908,240.0,Tetanus,Female,01-04,1
1908,240.0,Tetanus,Female,05-09,2
1908,240.0,Tetanus,Female,10-14,8
1908,240.0,Tetanus,Female,15-19,1
1908,240.0,Tetanus,Female,20-24,2
1908,240.0,Tetanus,Female,<1,18
1908,240.0,Tetanus,Female,T25-34,4
1908,240.0,Tetanus,Female,T35-44,2
1908,240.0,Tetanus,Female,T45-54,2
1908,240.0,Tetanus,Female,T65-74,1
1908,240.0,Tetanus,Male,01-04,7
1908,240.0,Tetanus,Male,05-09,10
1908,240.0,Tetanus,Male,10-14,8
1908,240.0,Tetanus,Male,15-19,11
1908,240.0,Tetanus,Male,20-24,4
1908,240.0,Tetanus,Male,<1,42
1908,240.0,Tetanus,Male,T25-34,15
1908,240.0,Tetanus,Male,T35-44,11
1908,240.0,Tetanus,Male,T45-54,16
1908,240.0,Tetanus,Male,T55-64,11
1908,240.0,Tetanus,Male,T65-74,4
1908,250.0,Malaria,Female,01-04,1
1908,250.0,Malaria,Female,05-09,1
1908,250.0,Malaria,Female,T25-34,2
1908,250.0,Malaria,Female,T35-44,1
1908,250.0,Malaria,Female,T65-74,1
1908,250.0,Malaria,Female,T75-84,1
1908,250.0,Malaria,Male,01-04,1
1908,250.0,Malaria,Male,10-14,1
1908,250.0,Malaria,Male,15-19,1
1908,250.0,Malaria,Male,20-24,2
1908,250.0,Malaria,Male,T25-34,9
1908,250.0,Malaria,Male,T35-44,10
1908,250.0,Malaria,Male,T45-54,12
1908,250.0,Malaria,Male,T55-64,9
1908,250.0,Malaria,Male,T65-74,3
1908,250.0,Malaria,Male,T75-84,1
1908,270.0,Glanders,Male,20-24,1
1908,270.0,Glanders,Male,T25-34,3
1908,270.0,Glanders,Male,T35-44,2
1908,270.0,Glanders,Male,T55-64,1
1908,280.0,Anthrax (splenic fever),Female,T25-34,1
1908,280.0,Anthrax (splenic fever),Male,15-19,3
1908,280.0,Anthrax (splenic fever),Male,T25-34,4
1908,280.0,Anthrax (splenic fever),Male,T35-44,1
1908,280.0,Anthrax (splenic fever),Male,T45-54,2
1908,280.0,Anthrax (splenic fever),Male,T65-74,2
1908,290.0,Syphilis,Female,01-04,40
1908,290.0,Syphilis,Female,05-09,5
1908,290.0,Syphilis,Female,10-14,1
1908,290.0,Syphilis,Female,15-19,9
1908,290.0,Syphilis,Female,20-24,10
1908,290.0,Syphilis,Female,<1,528
1908,290.0,Syphilis,Female,T25-34,35
1908,290.0,Syphilis,Female,T35-44,44
1908,290.0,Syphilis,Female,T45-54,45
1908,290.0,Syphilis,Female,T55-64,27
1908,290.0,Syphilis,Female,T65-74,16
1908,290.0,Syphilis,Female,T75-84,3
1908,290.0,Syphilis,Male,01-04,47
1908,290.0,Syphilis,Male,05-09,2
1908,290.0,Syphilis,Male,10-14,4
1908,290.0,Syphilis,Male,15-19,4
1908,290.0,Syphilis,Male,20-24,14
1908,290.0,Syphilis,Male,85+,1
1908,290.0,Syphilis,Male,<1,647
1908,290.0,Syphilis,Male,T25-34,43
1908,290.0,Syphilis,Male,T35-44,60
1908,290.0,Syphilis,Male,T45-54,58
1908,290.0,Syphilis,Male,T55-64,38
1908,290.0,Syphilis,Male,T65-74,18
1908,290.0,Syphilis,Male,T75-84,3
1908,30.0,Small pox - doubtful,Female,05-09,1
1908,30.0,Small pox - doubtful,Female,T25-34,2
1908,30.0,Small pox - doubtful,Female,T35-44,1
1908,30.0,Small pox - doubtful,Female,T45-54,1
1908,30.0,Small pox - doubtful,Male,15-19,1
1908,30.0,Small pox - doubtful,Male,20-24,1
1908,30.0,Small pox - doubtful,Male,<1,1
1908,30.0,Small pox - doubtful,Male,T25-34,2
1908,30.0,Small pox - doubtful,Male,T35-44,2
1908,300.0,Gonorrhoea,Female,20-24,4
1908,300.0,Gonorrhoea,Female,<1,3
1908,300.0,Gonorrhoea,Female,T25-34,8
1908,300.0,Gonorrhoea,Female,T35-44,8
1908,300.0,Gonorrhoea,Female,T45-54,2
1908,300.0,Gonorrhoea,Male,15-19,1
1908,300.0,Gonorrhoea,Male,20-24,2
1908,300.0,Gonorrhoea,Male,T25-34,1
1908,300.0,Gonorrhoea,Male,T35-44,1
1908,300.0,Gonorrhoea,Male,T45-54,2
1908,300.0,Gonorrhoea,Male,T55-64,2
1908,300.0,Gonorrhoea,Male,T65-74,1
1908,310.0,Phlegmasia alba dolens,Female,15-19,2
1908,310.0,Phlegmasia alba dolens,Female,20-24,10
1908,310.0,Phlegmasia alba dolens,Female,T25-34,37
1908,310.0,Phlegmasia alba dolens,Female,T35-44,33
1908,310.0,Phlegmasia alba dolens,Female,T45-54,1
1908,320.0,Puerperal septicaemia/septic intoxication,Female,15-19,34
1908,320.0,Puerperal septicaemia/septic intoxication,Female,20-24,196
1908,320.0,Puerperal septicaemia/septic intoxication,Female,T25-34,503
1908,320.0,Puerperal septicaemia/septic intoxication,Female,T35-44,287
1908,320.0,Puerperal septicaemia/septic intoxication,Female,T45-54,10
1908,330.0,Puerperal pyaemia,Female,15-19,2
1908,330.0,Puerperal pyaemia,Female,20-24,17
1908,330.0,Puerperal pyaemia,Female,T25-34,40
1908,330.0,Puerperal pyaemia,Female,T35-44,31
1908,330.0,Puerperal pyaemia,Female,T45-54,2
1908,340.0,Puerperal fever (not otherwise def.),Female,15-19,8
1908,340.0,Puerperal fever (not otherwise def.),Female,20-24,45
1908,340.0,Puerperal fever (not otherwise def.),Female,T25-34,87
1908,340.0,Puerperal fever (not otherwise def.),Female,T35-44,48
1908,340.0,Puerperal fever (not otherwise def.),Female,T45-54,2
1908,350.0,Infective endocarditis,Female,01-04,5
1908,350.0,Infective endocarditis,Female,05-09,14
1908,350.0,Infective endocarditis,Female,10-14,18
1908,350.0,Infective endocarditis,Female,15-19,33
1908,350.0,Infective endocarditis,Female,20-24,44
1908,350.0,Infective endocarditis,Female,T25-34,66
1908,350.0,Infective endocarditis,Female,T35-44,41
1908,350.0,Infective endocarditis,Female,T45-54,26
1908,350.0,Infective endocarditis,Female,T55-64,16
1908,350.0,Infective endocarditis,Female,T65-74,6
1908,350.0,Infective endocarditis,Female,T75-84,1
1908,350.0,Infective endocarditis,Male,01-04,4
1908,350.0,Infective endocarditis,Male,05-09,9
1908,350.0,Infective endocarditis,Male,10-14,16
1908,350.0,Infective endocarditis,Male,15-19,18
1908,350.0,Infective endocarditis,Male,20-24,30
1908,350.0,Infective endocarditis,Male,T25-34,57
1908,350.0,Infective endocarditis,Male,T35-44,45
1908,350.0,Infective endocarditis,Male,T45-54,47
1908,350.0,Infective endocarditis,Male,T55-64,16
1908,350.0,Infective endocarditis,Male,T65-74,7
1908,350.0,Infective endocarditis,Male,T75-84,2
1908,360.0,Pneumonia - lobar,Female,01-04,201
1908,360.0,Pneumonia - lobar,Female,05-09,54
1908,360.0,Pneumonia - lobar,Female,10-14,31
1908,360.0,Pneumonia - lobar,Female,15-19,49
1908,360.0,Pneumonia - lobar,Female,20-24,82
1908,360.0,Pneumonia - lobar,Female,85+,11
1908,360.0,Pneumonia - lobar,Female,<1,102
1908,360.0,Pneumonia - lobar,Female,T25-34,200
1908,360.0,Pneumonia - lobar,Female,T35-44,231
1908,360.0,Pneumonia - lobar,Female,T45-54,222
1908,360.0,Pneumonia - lobar,Female,T55-64,258
1908,360.0,Pneumonia - lobar,Female,T65-74,250
1908,360.0,Pneumonia - lobar,Female,T75-84,97
1908,360.0,Pneumonia - lobar,Male,01-04,249
1908,360.0,Pneumonia - lobar,Male,05-09,61
1908,360.0,Pneumonia - lobar,Male,10-14,35
1908,360.0,Pneumonia - lobar,Male,15-19,97
1908,360.0,Pneumonia - lobar,Male,20-24,128
1908,360.0,Pneumonia - lobar,Male,85+,10
1908,360.0,Pneumonia - lobar,Male,<1,164
1908,360.0,Pneumonia - lobar,Male,T25-34,370
1908,360.0,Pneumonia - lobar,Male,T35-44,485
1908,360.0,Pneumonia - lobar,Male,T45-54,542
1908,360.0,Pneumonia - lobar,Male,T55-64,470
1908,360.0,Pneumonia - lobar,Male,T65-74,319
1908,360.0,Pneumonia - lobar,Male,T75-84,100
1908,370.0,Pneumonia - epidemic,Female,T75-84,1
1908,370.0,Pneumonia - epidemic,Male,T35-44,1
1908,370.0,Pneumonia - epidemic,Male,T55-64,1
1908,370.0,Pneumonia - epidemic,Male,T75-84,1
1908,380.0,Pneumonia - broncho,Female,01-04,3181
1908,380.0,Pneumonia - broncho,Female,05-09,206
1908,380.0,Pneumonia - broncho,Female,10-14,49
1908,380.0,Pneumonia - broncho,Female,15-19,40
1908,380.0,Pneumonia - broncho,Female,20-24,32
1908,380.0,Pneumonia - broncho,Female,85+,87
1908,380.0,Pneumonia - broncho,Female,<1,3329
1908,380.0,Pneumonia - broncho,Female,T25-34,111
1908,380.0,Pneumonia - broncho,Female,T35-44,154
1908,380.0,Pneumonia - broncho,Female,T45-54,269
1908,380.0,Pneumonia - broncho,Female,T55-64,375
1908,380.0,Pneumonia - broncho,Female,T65-74,535
1908,380.0,Pneumonia - broncho,Female,T75-84,396
1908,380.0,Pneumonia - broncho,Male,01-04,3538
1908,380.0,Pneumonia - broncho,Male,05-09,218
1908,380.0,Pneumonia - broncho,Male,10-14,42
1908,380.0,Pneumonia - broncho,Male,15-19,34
1908,380.0,Pneumonia - broncho,Male,20-24,41
1908,380.0,Pneumonia - broncho,Male,85+,48
1908,380.0,Pneumonia - broncho,Male,<1,4546
1908,380.0,Pneumonia - broncho,Male,T25-34,112
1908,380.0,Pneumonia - broncho,Male,T35-44,197
1908,380.0,Pneumonia - broncho,Male,T45-54,299
1908,380.0,Pneumonia - broncho,Male,T55-64,426
1908,380.0,Pneumonia - broncho,Male,T65-74,469
1908,380.0,Pneumonia - broncho,Male,T75-84,300
1908,390.0,Pneumonia - not def.,Female,01-04,1167
1908,390.0,Pneumonia - not def.,Female,05-09,241
1908,390.0,Pneumonia - not def.,Female,10-14,126
1908,390.0,Pneumonia - not def.,Female,15-19,164
1908,390.0,Pneumonia - not def.,Female,20-24,204
1908,390.0,Pneumonia - not def.,Female,85+,144
1908,390.0,Pneumonia - not def.,Female,<1,983
1908,390.0,Pneumonia - not def.,Female,T25-34,536
1908,390.0,Pneumonia - not def.,Female,T35-44,671
1908,390.0,Pneumonia - not def.,Female,T45-54,733
1908,390.0,Pneumonia - not def.,Female,T55-64,874
1908,390.0,Pneumonia - not def.,Female,T65-74,1043
1908,390.0,Pneumonia - not def.,Female,T75-84,669
1908,390.0,Pneumonia - not def.,Male,01-04,1358
1908,390.0,Pneumonia - not def.,Male,05-09,251
1908,390.0,Pneumonia - not def.,Male,10-14,130
1908,390.0,Pneumonia - not def.,Male,15-19,268
1908,390.0,Pneumonia - not def.,Male,20-24,335
1908,390.0,Pneumonia - not def.,Male,85+,98
1908,390.0,Pneumonia - not def.,Male,<1,1299
1908,390.0,Pneumonia - not def.,Male,T25-34,863
1908,390.0,Pneumonia - not def.,Male,T35-44,1226
1908,390.0,Pneumonia - not def.,Male,T45-54,1337
1908,390.0,Pneumonia - not def.,Male,T55-64,1453
1908,390.0,Pneumonia - not def.,Male,T65-74,1195
1908,390.0,Pneumonia - not def.,Male,T75-84,555
1908,40.0,Cow-pox and other effects of vaccination,Female,01-04,1
1908,40.0,Cow-pox and other effects of vaccination,Female,<1,8
1908,40.0,Cow-pox and other effects of vaccination,Male,<1,4
1908,400.0,Erysipelas,Female,01-04,9
1908,400.0,Erysipelas,Female,05-09,2
1908,400.0,Erysipelas,Female,10-14,1
1908,400.0,Erysipelas,Female,15-19,10
1908,400.0,Erysipelas,Female,20-24,6
1908,400.0,Erysipelas,Female,85+,11
1908,400.0,Erysipelas,Female,<1,108
1908,400.0,Erysipelas,Female,T25-34,22
1908,400.0,Erysipelas,Female,T35-44,32
1908,400.0,Erysipelas,Female,T45-54,45
1908,400.0,Erysipelas,Female,T55-64,54
1908,400.0,Erysipelas,Female,T65-74,44
1908,400.0,Erysipelas,Female,T75-84,49
1908,400.0,Erysipelas,Male,01-04,9
1908,400.0,Erysipelas,Male,05-09,5
1908,400.0,Erysipelas,Male,10-14,6
1908,400.0,Erysipelas,Male,15-19,13
1908,400.0,Erysipelas,Male,20-24,7
1908,400.0,Erysipelas,Male,85+,8
1908,400.0,Erysipelas,Male,<1,105
1908,400.0,Erysipelas,Male,T25-34,19
1908,400.0,Erysipelas,Male,T35-44,43
1908,400.0,Erysipelas,Male,T45-54,53
1908,400.0,Erysipelas,Male,T55-64,71
1908,400.0,Erysipelas,Male,T65-74,62
1908,400.0,Erysipelas,Male,T75-84,42
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,01-04,14
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,05-09,10
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,10-14,6
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,15-19,5
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,20-24,7
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,85+,1
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,<1,35
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T25-34,16
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T35-44,26
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T45-54,18
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T55-64,16
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T65-74,6
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Female,T75-84,5
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,01-04,16
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,05-09,15
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,10-14,7
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,15-19,10
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,20-24,12
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,85+,1
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,<1,46
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T25-34,24
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T35-44,30
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T45-54,34
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T55-64,29
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T65-74,19
1908,410.0,"Septicaemia, septic intoxication (not puerperal)",Male,T75-84,8
1908,420.0,Pyaemia (not puerperal),Female,01-04,7
1908,420.0,Pyaemia (not puerperal),Female,05-09,2
1908,420.0,Pyaemia (not puerperal),Female,10-14,2
1908,420.0,Pyaemia (not puerperal),Female,15-19,1
1908,420.0,Pyaemia (not puerperal),Female,20-24,3
1908,420.0,Pyaemia (not puerperal),Female,85+,1
1908,420.0,Pyaemia (not puerperal),Female,<1,14
1908,420.0,Pyaemia (not puerperal),Female,T25-34,11
1908,420.0,Pyaemia (not puerperal),Female,T35-44,2
1908,420.0,Pyaemia (not puerperal),Female,T45-54,8
1908,420.0,Pyaemia (not puerperal),Female,T55-64,1
1908,420.0,Pyaemia (not puerperal),Female,T65-74,5
1908,420.0,Pyaemia (not puerperal),Female,T75-84,3
1908,420.0,Pyaemia (not puerperal),Male,01-04,3
1908,420.0,Pyaemia (not puerperal),Male,05-09,3
1908,420.0,Pyaemia (not puerperal),Male,10-14,7
1908,420.0,Pyaemia (not puerperal),Male,15-19,7
1908,420.0,Pyaemia (not puerperal),Male,20-24,3
1908,420.0,Pyaemia (not puerperal),Male,<1,16
1908,420.0,Pyaemia (not puerperal),Male,T25-34,16
1908,420.0,Pyaemia (not puerperal),Male,T35-44,10
1908,420.0,Pyaemia (not puerperal),Male,T45-54,5
1908,420.0,Pyaemia (not puerperal),Male,T55-64,11
1908,420.0,Pyaemia (not puerperal),Male,T65-74,3
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,01-04,9
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,05-09,5
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,10-14,2
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,15-19,8
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,20-24,5
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,85+,11
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,<1,43
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T25-34,9
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T35-44,15
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T45-54,31
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T55-64,42
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T65-74,48
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Female,T75-84,33
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,01-04,19
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,05-09,9
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,10-14,9
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,15-19,12
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,20-24,15
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,85+,3
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,<1,57
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T25-34,25
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T35-44,35
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T45-54,47
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T55-64,89
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T65-74,76
1908,430.0,"Phlegmon, carbuncle (not anthrax)",Male,T75-84,40
1908,440.0,Phagedaena,Female,01-04,3
1908,440.0,Phagedaena,Female,05-09,1
1908,440.0,Phagedaena,Female,20-24,1
1908,440.0,Phagedaena,Female,85+,1
1908,440.0,Phagedaena,Female,<1,6
1908,440.0,Phagedaena,Female,T25-34,1
1908,440.0,Phagedaena,Female,T35-44,1
1908,440.0,Phagedaena,Female,T55-64,3
1908,440.0,Phagedaena,Female,T65-74,2
1908,440.0,Phagedaena,Female,T75-84,2
1908,440.0,Phagedaena,Male,01-04,1
1908,440.0,Phagedaena,Male,10-14,1
1908,440.0,Phagedaena,Male,15-19,1
1908,440.0,Phagedaena,Male,<1,1
1908,440.0,Phagedaena,Male,T25-34,1
1908,440.0,Phagedaena,Male,T35-44,1
1908,440.0,Phagedaena,Male,T45-54,2
1908,440.0,Phagedaena,Male,T55-64,2
1908,450.0,Other infective processes,Female,01-04,3
1908,450.0,Other infective processes,Female,05-09,2
1908,450.0,Other infective processes,Female,10-14,2
1908,450.0,Other infective processes,Female,15-19,2
1908,450.0,Other infective processes,Female,20-24,2
1908,450.0,Other infective processes,Female,<1,7
1908,450.0,Other infective processes,Female,T25-34,7
1908,450.0,Other infective processes,Female,T35-44,15
1908,450.0,Other infective processes,Female,T45-54,10
1908,450.0,Other infective processes,Female,T55-64,2
1908,450.0,Other infective processes,Female,T65-74,11
1908,450.0,Other infective processes,Female,T75-84,4
1908,450.0,Other infective processes,Male,01-04,10
1908,450.0,Other infective processes,Male,05-09,5
1908,450.0,Other infective processes,Male,10-14,6
1908,450.0,Other infective processes,Male,15-19,8
1908,450.0,Other infective processes,Male,20-24,6
1908,450.0,Other infective processes,Male,<1,1
1908,450.0,Other infective processes,Male,T25-34,16
1908,450.0,Other infective processes,Male,T35-44,22
1908,450.0,Other infective processes,Male,T45-54,30
1908,450.0,Other infective processes,Male,T55-64,14
1908,450.0,Other infective processes,Male,T65-74,11
1908,450.0,Other infective processes,Male,T75-84,2
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,01-04,295
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,05-09,199
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,10-14,343
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,15-19,784
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,20-24,1013
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,85+,3
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,<1,120
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T25-34,2103
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T35-44,1657
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T45-54,1065
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T55-64,560
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T65-74,249
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Female,T75-84,45
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,01-04,349
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,05-09,162
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,10-14,168
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,15-19,599
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,20-24,1130
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,85+,1
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,<1,150
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T25-34,2626
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T35-44,2713
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T45-54,2091
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T55-64,1281
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T65-74,425
1908,460.0,Pulmonary tuberculosis (tuberculous phthisis),Male,T75-84,61
1908,470.0,Phthisis (not otherwise def.),Female,01-04,106
