code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
8799,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal patient reaction, or of later complication - Unspecified"
8900,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conflagration in private dwelling - Explosion caused by conflagration
8901,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conflagration in private dwelling - Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration
8902,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conflagration in private dwelling - Other smoke and fumes from conflagration
8909,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conflagration in private dwelling - Unspecified
8910,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conflagration in other and unspecified building or structure - Explosion caused by conflagration
8911,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conflagration in other and unspecified building or structure - Fumes from combustion of polyvinylchloride [PVC] and similar material in conflagration
8912,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conflagration in other and unspecified building or structure - Other smoke and fumes from conflagration
8919,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Conflagration in other and unspecified building or structure - Unspecified
8920,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Conflagration not in building or structure - Conflagration not in building or structure
8940,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Ignition of highly inflammable material - Ignition of highly inflammable material
9000,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Excessive heat - Due to weather conditions
9001,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Excessive heat - Of manmade origin
9009,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Excessive heat - Of unspecified origin
9010,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Excessive cold - Due to weather conditions
9018,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Excessive cold - Other
9019,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Excessive cold - Of unspecified origin
9022,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: High and low air pressure and changes in air pressure - Due to diving
9040,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Hunger, thirst, exposure and neglect - Abandonment or neglect of infants and helpless persons"
9041,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Hunger, thirst, exposure, neglect - Lack of food"
9042,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Hunger, thirst, exposure, neglect - Lack of water"
9043,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Hunger, thirst, exposure and neglect - Exposure (to weather conditions) not elsewhere classifiable"
9049,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Hunger, thirst, exposure and neglect - Privation, unqualified"
9070,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Lightning - Lightning
9080,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Cataclysmic storms, and floods resulting from storms - Cataclysmic storms, and floods resulting from storms"
9270,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Overexertion and strenuous movements - Overexertion and strenuous movements
9300,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Antibiotics - Penicillins
9305,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Antibiotics - Cefalosporin group
9308,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Antibiotics - Other specified antibiotics
9319,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other anti-infectives - Other and unspecified anti-infectives
9322,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hormones and synthetic substitutes - Ovarian hormones and synthetic substitutes
9331,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Primarily systemic agents - Antineoplastic and immunosuppressive drugs
9342,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Agents primarily affecting blood constituents - Anticoagulants
9348,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Agents primarily affecting blood constituents - Other
9378,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Sedatives and hypnotics - Other
9390,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Antidepressants
9391,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Phenothiazine-based tranquillizers
9393,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Psychotropic agents - Other antipsychotics, neuroleptics and major tranquillizers"
9394,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Benzodiazepine-based tranquillizers
9395,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Other tranquillizers
9397,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Psychostimulants
9398,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Psychotropic agents - Other psychotropic agents
9442,ICD-9b (1985-1993),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Water, mineral and uric acid metabolism drugs - Carbonic acid anhydrase inhibitors"
9474,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified drugs and medicaments - Pharmaceutical excipients
9478,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified drugs and medicaments - Other drugs and medicaments
9479,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified drugs and medicaments - Unspecified drug or medicament
9499,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other vaccines and biological substances - Other and unspecified vaccines and biological substances
9670,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Child battering and other maltreatment - By parent
9671,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Child battering and other maltreatment - By other specified person
9679,ICD-9b (1985-1993),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Child battering and other maltreatment - By unspecified person
993,ICD-9b (1985-1993),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other venereal diseases - Reiter's disease
0069,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Amoebiasis - Amoebiasis, unspecified"
0730,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Ornithosis - Ornithosis
0750,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Infectious mononucleosis - Infectious mononucleosis
0785,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases due to viruses and chlamydiae - Cytomegalic inclusion disease
0788,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases due to viruses and chlamydiae - Other
0993,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other venereal diseases - Reiter's disease
1000,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Leptospirosis - Leptospirosis icterohaemorrhagica
1009,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Leptospirosis - Unspecified
1120,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Candidiasis - Of mouth
1125,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Candidiasis - Disseminated
1128,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Candidiasis - Of other sites
1129,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Candidiasis - Of unspecified site
1140,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Coccidioidomycosis - Coccidioidomycosis
1159,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Histoplasmosis - Unspecified
1173,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other mycoses - Aspergillosis
1175,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other mycoses - Cryptococcosis
1177,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other mycoses - Zygomycosis (Phycomycosis or Mucormycosis)
1179,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other mycoses - Other and unspecified
1209,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Schistosomiasis (bilharziasis) - Unspecified
1229,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Echinococcosis - Echinococcosis, other and unspecified"
1300,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Toxoplasmosis - Toxoplasmosis
1330,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Acariasis - Scabies
1350,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Sarcoidosis - Sarcoidosis
2015,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hodgkin's disease - Nodular sclerosis
2017,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Hodgkin's disease - Lymphocytic depletion
2019,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Hodgkin's disease - Unspecified
2140,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Lipoma - Lipoma
2180,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Uterine leiomyoma - Uterine leiomyoma
2280,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Haemangioma and lymphangioma, any site - Haemangioma, any site"
2281,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Haemangioma and lymphangioma, any site - Lymphangioma, any site"
239,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Brucellosis - Unspecified
2564,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Ovarian dysfunction - Polycystic ovaries
2592,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other endocrine disorders - Carcinoid syndrome
2594,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Other endocrine disorders - Dwarfism, not elsewhere classified"
2598,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other endocrine disorders - Other
2599,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other endocrine disorders - Unspecified
2651,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Thiamine and niacin deficiency states - Other and unspecified manifestations of thiamine deficiency
2662,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Deficiency of B-complex components - Other B-complex deficiencies
2699,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other nutritional deficiencies - Unspecified
2700,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Disturbances of amino-acid transport
2701,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Phenylketonuria
2702,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Other disturbances of aromatic amino-acid metabolism
2703,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Disturbances of branched-chain amino-acid metabolism
2706,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Disorders of urea cycle metabolism
2707,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Other disturbances of straight-chain amino-acid metabolism
2708,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Other
2709,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of amino-acid transport and metabolism - Unspecified
2710,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of carbohydrate transport and metabolism - Glycogenosis
2711,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of carbohydrate transport and metabolism - Galactosaemia
2718,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of carbohydrate transport and metabolism - Other
2720,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Pure hypercholesterolaemia
2721,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Pure hyperglyceridaemia
2722,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Mixed hyperlipidaemia
2724,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Other and unspecified hyperlipidaemia
2725,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Lipoprotein deficiencies
2726,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Lipodystrophy
2727,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Lipidoses
2728,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoid metabolism - Other disorders of lipoid metabolism
2730,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of plasma protein metabolism - Polyclonal hypergammaglobulinaemia
2731,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of plasma protein metabolism - Monoclonal paraproteinaemia
2732,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of plasma protein metabolism - Other paraproteinaemias
2733,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of plasma protein metabolism - Macroglobulinaemia
2738,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of plasma protein metabolism - Other
2750,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of mineral metabolism - Disorders of iron metabolism
2751,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of mineral metabolism - Disorders of copper metabolism
2752,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of mineral metabolism - Disorders of magnesium metabolism
2753,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of mineral metabolism - Disorders of phosphorus metabolism
2754,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of mineral metabolism - Disorders of calcium metabolism
2760,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Hyperosmolality and/or hypernatraemia"
2761,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Hyposmolality and/or hyponatraemia"
2762,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Acidosis"
2763,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Alkalosis"
2764,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Mixed acid-base balance disorder"
2765,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Volume depletion"
2766,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Fluid overload"
2767,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Hyperpotassaemia"
2768,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Hypopotassaemia"
2769,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders of fluid, electrolyte and acid-base balance - Electrolyte and fluid disorders, not elsewhere classified"
2770,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Cystic fibrosis
2771,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Disorders of porphyrin metabolism
2772,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Other disorders of purine and pyrimidine metabolism
2773,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Amyloidosis
2774,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Disorders of bilirubin excretion
2775,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Mucopolysaccharidosis
2776,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Other deficiencies of circulating enzymes
2778,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Other
2779,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other and unspecified disorders of metabolism - Unspecified
2790,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Deficiency of humoral immunity
2791,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Deficiency of cell-mediated immunity
2792,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Combined immunity deficiency
2793,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Unspecified immunity deficiency
2794,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Disorders involving the immune mechanism - Autoimmune disease, not elsewhere classified"
2798,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Other
2799,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Disorders involving the immune mechanism - Unspecified
2864,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Coagulation defects - Von Willebrand's disease
2866,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Coagulation defects - Defibrination syndrome
2867,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Coagulation defects - Acquired coagulation factor deficiency
2869,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Coagulation defects - Other and unspecified coagulation defects
2883,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of white blood cells - Eosinophilia
2888,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of white blood cells - Other
2890,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Secondary polycythaemia
2892,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Nonspecific mesenteric lymphadenitis
2893,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,"REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Lymphadenitis, unspecified, except mesenteric"
2894,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Hypersplenism
2895,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Other diseases of spleen
2896,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Familial polycythaemia
2898,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Other
2899,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other diseases of blood and blood-forming organs - Unspecified
2909,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Senile and presenile organic psychotic conditions - Unspecified
2949,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Other organic psychotic conditions (chronic) - Unspecified
2950,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Schizophrenic psychoses - Simple type
2952,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Schizophrenic psychoses - Catatonic type
2953,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Schizophrenic psychoses - Paranoid type
2957,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Schizophrenic psychoses - Schizoaffective type
2959,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Schizophrenic psychoses - Unspecified
2969,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Affective psychoses - Unspecified
2971,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Paranoid states - Paranoia
2972,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Paranoid states - Paraphrenia
2979,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Paranoid states - Unspecified
2981,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other nonorganic psychoses - Excitative type
2982,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other nonorganic psychoses - Reactive confusion
3001,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Neurotic disorders - Hysteria
3002,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Neurotic disorders - Phobic state
3005,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Neurotic disorders - Neurasthenia
3009,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Neurotic disorders - Unspecified
3011,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Personality disorders - Affective personality disorder
3015,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Personality disorders - Hysterical personality disorder
3019,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Personality disorders - Unspecified
3071,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Special symptoms or syndromes not elsewhere classified - Anorexia nervosa
3075,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Special symptoms or syndromes not elsewhere classified - Other and unspecified disorders of eating
3079,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Special symptoms or syndromes not elsewhere classified - Other and unspecified
3089,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Acute reaction to stress - Unspecified
3090,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Adjustment reaction - Brief depressive reaction
311,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases due to other mycobacteria - Cutaneous
3110,ICD-9c (1994-2000),other,Other and Unclassified,override,"REVIEW NEEDED - Original: Depressive disorder, not elsewhere classified - Depressive disorder, not elsewhere classified"
3159,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Specific delays in development - Unspecified
319,ICD-9c (1994-2000),ill_defined,"Symptoms, Signs and Ill-Defined Conditions",override,REVIEW NEEDED - Original: Diseases due to other mycobacteria - Unspecified
3330,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Other degenerative diseases of the basal ganglia
3331,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Essential and other specified forms of tremor
3332,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Myoclonus
3336,ICD-9c (1994-2000),other,Other and Unclassified,override,REVIEW NEEDED - Original: Other extrapyramidal disease and abnormal movement disorders - Idiopathic torsion dystonia
