code,description
7659,"Difficult labour with disproportion, but no mention of abnormality of pelvis - Without mention of birth injury, asphyxia, anoxia or hypoxia"
7818,Other symptoms referable to nervous system and special senses - Hallucinations
7691,Other complications of pregnancy and childbirth - Premature rupture of membranes
7669,"Difficult labour with malposition of foetus - Without mention of birth injury, asphyxia, anoxia or hypoxia"
7664,"Difficult labour with malposition of foetus - With asphyxia, anoxia or hypoxia"
7663,Difficult labour with malposition of foetus - With other or unspecified birth injury
7692,Other complications of pregnancy and childbirth - Hydramnios
7719,Conditions of umbilical cord - Other
7693,Other complications of pregnancy and childbirth - Ectopic pregnancy
7699,Other complications of pregnancy and childbirth - Other
7695,Other complications of pregnancy and childbirth - Maternal death unspecified
7694,Other complications of pregnancy and childbirth - Multiple pregnancy
7259,Displacement of intervertebral disc - Unspecified site
7258,Displacement of intervertebral disc - Other site
7251,Displacement of intervertebral disc - Lumbar and lumbosacral
7203,Osteomyelitis and periostitis - Periostitis witout mention of orsteomyelitis
7277,Ankylosis of joint - Of ankle
7125,Rheumatoid arthritis and allied conditions - Chronic rheumatoid nodular fibrositis
7124,Rheumatoid arthritis and allied conditions - Spondylitis ankylopoietica
7349,Diffuse diseases of connective tissue - Other
7341,Diffuse diseases of connective tissue - Systemic lupus erythematosus
5121,Chronic pharyngitis and nasopharyngitis - Chronic nasopharyngitis
5101,Hypertrophy of tonsils and adenoids - With tonsillectomy or adenoidectomy
4683,Certain diseases of lymph nodes and lymph channels - Non-infective diseases of lymphatic channels
4621,Varicose veins of other specified sites - Varicose veins of oesophagus
4622,Varicose veins of other specified sites - Other
4670,Other diseases of circulatory system - Hypotension
4671,Other diseases of circulatory system - Diseases of capillaries
4672,Other diseases of circulatory system - Other and unspecified circulatory diseases
4680,Certain diseases of lymph nodes and lymph channels - Chronic lymhadenitis
4681,Certain diseases of lymph nodes and lymph channels - Non-specific mesenteric lymphadenitis
4682,"Certain diseases of lymph nodes and lymph channels - Lymphadenitis, unqualified"
5615,Hernia of abdominal cavity with obstruction - Unspecified site
5614,Hernia of abdominal cavity with obstruction - Other specified site
5613,Hernia of abdominal cavity with obstruction - Ventral (incisional)
5612,Hernia of abdominal cavity with obstruction - Umbilical
5611,Hernia of abdominal cavity with obstruction - Femoral
5605,Hernia of abdominal cavity without mention of obstruction - Unspecified site
5604,Hernia of abdominal cavity without mention of obstruction - Other specified site
5701,Intestinal obstruction without mention of hernia - Paralytic ileus
5702,Intestinal obstruction without mention of hernia - Mesenteric infarction
5703,Intestinal obstruction without mention of hernia - Volvulus
5704,Intestinal obstruction without mention of hernia - Impaction of intestine
5705,Intestinal obstruction without mention of hernia - Other
5450,Other diseases of stomach and duodenum - Other diseases of stomach and duodenum
5380,Other diseases of buccal cavity - Other diseases of buccal cavity
5390,Diseases of oesophagus - Functional disorders of oesophagus
5391,Diseases of oesophagus - Other
5411,Ulcer of duodenum - With perforation
5421,Gastrojejunal ulcer - With perforation
5440,Disorders of function of stomach - Disorders of gastric secretion
5441,Disorders of function of stomach - Disorders of gastric motility
5442,Disorders of function of stomach - Other
3893,"Blindness - Blindness, one eye, not specifically defined"
3264,"Other and unspecified character, behaviour, and intelligence disorders - Other and unspecified"
3401,"Meningitis, except meningococcal and tuberculous - Pneumococcus"
3402,"Meningitis, except meningococcal and tuberculous - Due to other specified organism"
3403,"Meningitis, except meningococcal and tuberculous - With no organism specified as cause"
4344,Other and unspecified diseases of heart - Unspecified diseases of heart
4221,Other myocardial degeneration - With arteriosclerosis
4222,Other myocardial degeneration - Other
4342,Other and unspecified diseases of heart - Left ventricular failure
4343,Other and unspecified diseases of heart - other diseases of heart
4213,"Chronic endocarditis not specified as rheumatic - Of pulmonary valve, not specified as rheumatic"
4501,General arteriosclerosis - With mention of gangrene as a consequence
4214,"Chronic endocarditis not specified as rheumatic - Other ill-defined, not specified as rheumatic"
4212,"Chronic endocarditis not specified as rheumatic - Of  tricuspid valve, specified as non-rheumatic"
3921,Otitis media with mastoiditis - Chronic
3922,Otitis media with mastoiditis - Unspecified
3931,Mastoiditis without mention of otitis media - Chronic
3932,Mastoiditis without mention of otitis media - Unspecified
3981,"Other deafness - Deafness, one ear, and partial deafness in other"
3982,"Other deafness - Deafness, one ear"
3983,"Other deafness - Impairment of hearing, one or both ears"
4012,Rheumatic fever with heart involvement - Active rheumatic myocarditis
4013,Rheumatic fever with heart involvement - Active rheumatic fever with other and multiple types of heart involvement
4201,"Arteriosclerotic heart disease, including coronary disease - Heart disease specified as involving coronary arteries"
4202,"Arteriosclerotic heart disease, including coronary disease - Angina pectoris without mention of coronary disease"
6870,Cerebral haemorrhage in the puerperum - Cerebral haemorrhage in the puerperum
6883,Other and unspecified complications of the puerperium - Other
6904,Boil and carbuncle - Of hand
6903,Boil and carbuncle - Of upper arm and forearm
6902,Boil and carbuncle - Of trunk
6901,Boil and carbuncle - Of neck
6890,Mastitis and other disorders of lactation - Mastitis and other disorders of lactation
6882,Other and unspecified complications of the puerperium - Sudden death from unknown cause in the puerperium
6881,Other and unspecified complications of the puerperium - Puerperal psychosis
6880,Other and unspecified complications of the puerperium - Anaemia of puerperium
6905,Boil and carbuncle - Of buttock
6906,Boil and carbuncle - Of other parts of lower extremity
6907,Boil and carbuncle - Of other and multiple sites
6908,Boil and carbuncle - Of unspecified site
6932,Other cellulitis and abscess with lymphangitis - Of upper arm and forearm
6933,"Other cellulitis and abscess with lymphangitis - Of hand, except fingers"
6934,Other cellulitis and abscess with lymphangitis - Of leg
6767,"Delivery with laceration of perineum, without mention of other laceration - Delivered before admission"
6753,"Delivery complicated by prolonged labour of other origin - Forceps (only), mid and high"
6754,"Delivery complicated by prolonged labour of other origin - Other surgical or instrumental, except Caesarian section"
6755,Delivery complicated by prolonged labour of other origin - Caesarian section
6756,Delivery complicated by prolonged labour of other origin - Unspecified type of delivery
6757,Delivery complicated by prolonged labour of other origin - Delivered before admission
6787,Delivery with other complications of childbirth - Delivered before admission
6771,Delivery with other trauma - Manipulation without instruments
6772,"Delivery with other trauma - Forceps (only), low and unspecified"
6773,"Delivery with other trauma - Forceps (only), mid and high"
6774,"Delivery with other trauma - Other surgical or instrumental, except Caesarian section"
6775,Delivery with other trauma - Caesarian section
6776,Delivery with other trauma - Unspecified type of delivery
6777,Delivery with other trauma - Delivered before admission
6781,Delivery with other complications of childbirth - Manipulation without instruments
6782,"Delivery with other complications of childbirth - Forceps (only), low and unspecified"
6783,"Delivery with other complications of childbirth - Forceps (only), mid and high"
6784,"Delivery with other complications of childbirth - Other surgical or instrumental, except Caesarian section"
6785,Delivery with other complications of childbirth - Caesarian section
6786,Delivery with other complications of childbirth - Unspecified type of delivery
6935,"Other cellulitis and abscess with lymphangitis - Of foot, except toes"
6936,"Other cellulitis and abscess with lymphangitis - Of other multiple, and unspecified sites"
7105,Other hypertrophic and atrophic conditions of skin - Other hypertrophic and atrophic conditions of the skin
7064,Psoriasis and similar disorders - Other
3262,"Other and unspecified character, behaviour, and intelligence disorders - Other speech impediments of non-organic origin"
7032,Other dermatitis - Due to solvents
7021,Occupational dermatitis - Due to oils and greases
7022,Occupational dermatitis - Due to solvents
7023,Occupational dermatitis - Due to drugs
7024,Occupational dermatitis - Due to other chemicals
7025,Occupational dermatitis - Due to radiation
7026,Occupational dermatitis - Other
7031,Other dermatitis - Due to oils and greases
7033,Other dermatitis - Due to drugs
7034,Other dermatitis - Due to other chemicals
7035,Other dermatitis - Due to radiation
7036,Other dermatitis - Due to other specified agents
7037,Other dermatitis - Unqualified
7052,Erythematous conditions - Erythema nodosum
7053,Erythematous conditions - Rosacea
7054,Erythematous conditions - Lupus erythematosus
7055,Erythematous conditions - Other and unqualified
6747,Delivery complicated by disproportion or malposition of foetus - Delivered before admission
6746,Delivery complicated by disproportion or malposition of foetus - Unspecified type of delivery
6301,"Infective disease of uterus, vagina, and vulva - Other infective diseases of uterus"
6302,"Infective disease of uterus, vagina, and vulva - Vaginitis and vulvitis"
5871,Diseases of pancreas - Chronic pancreatitis
5872,Diseases of pancreas - Other diseases of pancreas
6001,Infections of kidney - Abscess of kidney and perirenal tissue
6002,Infections of kidney - Other
6090,Other diseases of urethra - Other diseases of urethra
6745,Delivery complicated by disproportion or malposition of foetus - Caesarian section
6725,Delivery complicated by other postpartum haemorrhage - Caesarian section
6707,Delivery complicated by placenta praevia or antepartum haemorrhage - Delivered before admission
6716,Delivery complicated by retained placenta - Unspecified type of delivery
6717,Delivery complicated by retained placenta - Delivered before admission
6721,Delivery complicated by other postpartum haemorrhage - Manipulation without instruments
6722,"Delivery complicated by other postpartum haemorrhage - Forceps (only), low and unspecified"
6723,"Delivery complicated by other postpartum haemorrhage - Forceps (only), mid and high"
6724,"Delivery complicated by other postpartum haemorrhage - Other surgical or instrumental, except Caesarian section"
6726,Delivery complicated by other postpartum haemorrhage - Unspecified type of delivery
6705,Delivery complicated by placenta praevia or antepartum haemorrhage - Caesarian section
6727,Delivery complicated by other postpartum haemorrhage - Delivered before admission
6734,"Delivery complicated by abnormality of bony pelvis - Other surgical or instrumental, except Caesarian section"
6735,Delivery complicated by abnormality of bony pelvis - Caesarian section
6736,Delivery complicated by abnormality of bony pelvis - Unspecified type of delivery
6737,Delivery complicated by abnormality of bony pelvis - Delivered before admission
6706,Delivery complicated by placenta praevia or antepartum haemorrhage - Unspecified type of delivery
6704,"Delivery complicated by placenta praevia or antepartum haemorrhage - Other surgical or instrumental, except Caesarian section"
6490,Pregnancy associated with other conditions - Pregnancy associated with other conditions
6703,"Delivery complicated by placenta praevia or antepartum haemorrhage - Forceps (only), mid and high"
6701,Delivery complicated by placenta praevia or antepartum haemorrhage - Manipulation without instruments
6702,"Delivery complicated by placenta praevia or antepartum haemorrhage - Forceps (only), low and unspecified"
3263,"Other and unspecified character, behaviour, and intelligence disorders - Acure situational maladjustment"
3261,"Other and unspecified character, behaviour, and intelligence disorders - Stammering and stuttering of non-organic origin"
1241,Other trematode infestation - Paragonimiasis
1242,Other trematode infestation - Other
1080,Other rickettsial diseases - Other rickettsial diseases
1070,"Typhus, unspecified - Typhus, unspecified"
833,Late effects of acute infectious encephalitis - Other postencephalitic conditions
890,Mumps - Mumps
961,Other diseases attributable to viruses - Infectious keratoconjunctivitis
1060,Volhynian fever (trench fever) - Volhynian fever (trench fever)
962,Other diseases attributable to viruses - Psittacosis and ornithosis
963,Other diseases attributable to viruses - Cowpox
964,Other diseases attributable to viruses - Epidemic hiccough
965,Other diseases attributable to viruses - Epidemic myalgia (Bornholm disease)
966,Other diseases attributable to viruses - Foot and mouth disease
967,Other diseases attributable to viruses - Sandfly fever
968,Other diseases attributable to viruses - Rift Valley fever
969,Other diseases attributable to viruses - Other
1050,Mite-borne typhus - Mite-borne typhus
1303,"Infestation with worms of other, mixed and unspecified type - Other"
1558,Malignant neoplasm of biliary passages and of liver (stated to be primary site) - multiple sites
1527,"Malignant neoplasm of small intestine, including duodenum - Other specified parts of small intestine"
1607,"Malignant neoplasm of nose, nasal cavities, middle ear and accessory sinuses - other specified sinus (accessory)"
1344,Other fungus infections - Sporotrichosis
1345,Other fungus infections - Other
1381,Other infective and parasitic diseases - Other
1417,Malignant neoplasm of tongue - Other specified parts of tongue
1427,Malignant neoplasm of salivary gland - Other salivary gland
1457,Malignant neoplasm of oral mesopharynx - Other specified parts of mesopharynx
1634,Malignant neoplasm of lung - Pleura not specified as primary
590,Tularaemia - Tularaemia
1992,"Malignant neoplasm of other and unspecified sites - No primary stated, multiple"
1653,"Malignant neoplasm of thoracic organs (sec.) - Other than trachea, bronchus, lung or pleura"
1652,Malignant neoplasm of thoracic organs (sec.) - Pleura
1651,"Malignant neoplasm of thoracic organs (sec.) - Bronchus, lung"
712,Relapsing fever - Unspecified
711,Relapsing fever - Tick-borne
644,Other bacterial diseases - Other
643,Other bacterial diseases - Melioidosis
642,Other bacterial diseases - Glanders
641,Other bacterial diseases - Rat-bite fever due to Streptobacillus moniliformis
534,Septicaemia and pyaemia - Organism unspecified
492,Food poisoning (infection and intoxication) - Unspecified
533,Septicaemia and pyaemia - Other specified organism
561,Whooping cough - With pneumonia
571,Meningococcal infections - Acute and unspecified meningococcaemia
572,Meningococcal infections - Chronic meningococcaemia
573,Meningococcal infections - Other forms of meningococcal infection
580,Plague - Bubonic
581,Plague - Pneumonic
582,Plague - Other
603,Leprosy - Unspecified
132,Late effects of tuberculosis of bones and joints - Late effects of tuberculosis of knee
133,Late effects of tuberculosis of bones and joints - Late effects of tuberculosis of other and unspecified bones and joints
453,Bacillary dysentery - Sonne
454,"Bacillary dysentery - Bacillary, other and unspecified"
801,Acute poliomyelitis - With other paralysis
802,Acute poliomyelitis - Specified as nonparalytic
803,Acute poliomyelitis - Unspecified
141,Tuberculosis of skin and subcutaneous cellular tissue - Erythema nodosum specified as tuberculous
142,Tuberculosis of skin and subcutaneous cellular tissue - Lupus
143,Tuberculosis of skin and subcutaneous cellular tissue - Other tuberculosis of skin and subcutaneous cellular tissue
181,Tuberculosis of other organs - Ear
182,Tuberculosis of other organs - other
190,Disseminated tuberculosis - Acute miliary tuberculosis specified as non pulmonary
191,"Disseminated tuberculosis - Acute miliary tuberculosis, unspecified"
192,Disseminated tuberculosis - Other forms of disseminated tuberculosis
211,Early syphilis - Extragenital chancre
212,Early syphilis - Secondary syphilis
213,"Early syphilis - Early syphilis, relapse following treatment"
214,"Early syphilis - Early syphilis, unspecified stage"
280,Latent syphilis - Early latent
281,Latent syphilis - Late latent
282,Latent syphilis - Unspecified
290,"Syphilis, unqualified - Syphilis, unqualified"
2924,Other anaemias of specified type - Aplastic anaemia
2925,Other anaemias of specified type - Non-regenerative anaemia
2926,Other anaemias of specified type - Sickle cell anaemia
2927,Other anaemias of specified type - other specified anaemias
3183,"Psychoneurotic disorders, other, mixed, and unspecified types - Asthenic reaction"
3184,"Psychoneurotic disorders, other, mixed, and unspecified types - Mixed"
3185,"Psychoneurotic disorders, other, mixed, and unspecified types - Of other unspecified types"
3206,Pathological personality - Sexual deviation
3175,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems - Psychogenic reactions affecting other systems
3251,Mental deficiency - Imbecility
3252,Mental deficiency - Moron
3253,Mental deficiency - Borderline intelligence
3254,Mental deficiency - Mongolism
3255,Mental deficiency - Other and unspecified types
3174,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems - Psychogenic reactions affecting musculoskeletal system
3173,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems - Other cutaneous neuroses
3161,Psychoneurosis with somatic symptoms (somatization reaction) affecting digestive system - Irritability of colon specified as of psychogenic origin
3162,Psychoneurosis with somatic symptoms (somatization reaction) affecting digestive system - Gastric neuroses
3163,Psychoneurosis with somatic symptoms (somatization reaction) affecting digestive system - Other digestive manifestations specified as of psychogenic origin
3171,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems - Psychogenic reactions affecting genito-urinary system
3172,Psychoneurosis with somatic symptoms (somatization reactions) affecting other systems - Pruritus of psychogenic origin
1933,Malignant neoplasm of brain and other parts of nervous system - peripheral nerves
1931,Malignant neoplasm of brain and other parts of nervous system - spinal cord
1932,Malignant neoplasm of brain and other parts of nervous system - meninges
1934,Malignant neoplasm of brain and other parts of nervous system - sympathetic nervous system
1938,Malignant neoplasm of brain and other parts of nervous system - multiple sites
1939,Malignant neoplasm of brain and other parts of nervous system - site unspecified
1957,Malignant neoplasm of other endocrine glands - other specified glands
1780,Malignant neoplasm of testis - Malignant neoplasm of testis
1751,"Malignant neoplasm of ovary, fallopian tube, and broad ligament - fallopian tube and broad ligament"
1758,"Malignant neoplasm of ovary, fallopian tube, and broad ligament - multiple sites"
1759,"Malignant neoplasm of ovary, fallopian tube, and broad ligament - site unspec."
1760,Malignant neoplasm of other and unspecified female genital organs - vulva
1761,Malignant neoplasm of other and unspecified female genital organs - vagina
1767,Malignant neoplasm of other and unspecified female genital organs - other specified sites
1768,Malignant neoplasm of other and unspecified female genital organs - multiple sites
1769,Malignant neoplasm of other and unspecified female genital organs - site unspec.
1770,Malignant neoplasm of prostate - Malignant neoplasm of prostate
1791,Malignant neoplasm of other and unspecified male genital organs - scrotum
1797,Malignant neoplasm of other and unspecified male genital organs - other specified sites
1798,Malignant neoplasm of other and unspecified male genital organs - multiple sites
1799,Malignant neoplasm of other and unspecified male genital organs - site unspecified
1817,Malignant neoplasm of bladder and other urinary organs - other urinary organs
1818,Malignant neoplasm of bladder and other urinary organs - multiple sites
2065,Lymphatic System - More than one group involved
2063,Lymphatic System - Axillary and upper limb
2064,Lymphatic System - Inguinal and lower limb
2043,Leukaemia and aleukaemia - Acute leukaemia
2044,Leukaemia and aleukaemia - other and unspecified leukaemia
602,Leprosy - Mixed
9017,Fall from ladders - Resident institution
9016,Fall from ladders - Public building
9015,Fall from ladders - Street and highway
9014,Fall from ladders - Place for recreation and sport
9013,Fall from ladders - Industrial place and premises
9012,Fall from ladders - Mine and quarry
9008,Fall on stairs - Other specified places
9007,Fall on stairs - Resident institution
9006,Fall on stairs - Public building
9005,Fall on stairs - Street and highway
9004,Fall on stairs - Place for recreation and sport
9023,Other falls from one level to another - Industrial place and premises
9024,Other falls from one level to another - Place for recreation and sport
9025,Other falls from one level to another - Street and highway
9026,Other falls from one level to another - Public building
9027,Other falls from one level to another - Resident institution
9031,"Fall on same level - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9032,Fall on same level - Mine and quarry
9033,Fall on same level - Industrial place and premises
9034,Fall on same level - Place for recreation and sport
9003,Fall on stairs - Industrial place and premises
9002,Fall on stairs - Mine and quarry
8936,Accidental poisoning by cyanide gas - Public building
8942,Accidental poisoning by other specified gases and vapours - Mine and quarry
8946,Accidental poisoning by other specified gases and vapours - Public building
8947,Accidental poisoning by other specified gases and vapours - Resident institution
8956,Accidental poisoning by unspecified gases and vapours - Public building
9035,Fall on same level - Street and highway
9036,Fall on same level - Public building
9037,Fall on same level - Resident institution
9137,Accident caused by cutting and piercing instruments - Resident institution
9123,Accident caused by machinery - Industrial place and premises
9124,Accident caused by machinery - Place for recreation and sport
9125,Accident caused by machinery - Street and highway
9126,Accident caused by machinery - Public building
9127,Accident caused by machinery - Resident institution
9128,Accident caused by machinery - Other specified places
9129,Accident caused by machinery - Place not specified
9134,Accident caused by cutting and piercing instruments - Place for recreation and sport
9135,Accident caused by cutting and piercing instruments - Street and highway
9136,Accident caused by cutting and piercing instruments - Public building
9121,"Accident caused by machinery - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9141,"Accident caused by electric current - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9142,Accident caused by electric current - Mine and quarry
9143,Accident caused by electric current - Industrial place and premises
9144,Accident caused by electric current - Place for recreation and sport
9145,Accident caused by electric current - Street and highway
9146,Accident caused by electric current - Public building
9147,Accident caused by electric current - Resident institution
9148,Accident caused by electric current - Other specified places
9149,Accident caused by electric current - Place not specified
9151,"Accident caused by explosion of pressure vessel - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9152,Accident caused by explosion of pressure vessel - Mine and quarry
9122,Accident caused by machinery - Mine and quarry
9038,Fall on same level - Other specified places
9039,Fall on same level - Place not specified
9044,Unspecified falls - Place for recreation and sport
9045,Unspecified falls - Street and highway
9046,Unspecified falls - Public building
9047,Unspecified falls - Resident institution
9048,Unspecified falls - Other specified places
9119,Accident caused by vehicle - Place not specified
9105,Blow from falling or projected object or missile - Street and highway
9106,Blow from falling or projected object or missile - Public building
9107,Blow from falling or projected object or missile - Resident institution
9111,"Accident caused by vehicle - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9112,Accident caused by vehicle - Mine and quarry
9113,Accident caused by vehicle - Industrial place and premises
9114,Accident caused by vehicle - Place for recreation and sport
9115,Accident caused by vehicle - Street and highway
9116,Accident caused by vehicle - Public building
9117,Accident caused by vehicle - Resident institution
9118,Accident caused by vehicle - Other specified places
8927,Accidental poisoning by other carbon monoxide gas - Resident institution
8824,Accidental poisoning by industrial solvents - Place for recreation and sport
8829,Accidental poisoning by industrial solvents - Place not specified
8828,Accidental poisoning by industrial solvents - Other specified places
8827,Accidental poisoning by industrial solvents - Resident institution
8826,Accidental poisoning by industrial solvents - Public building
8825,Accidental poisoning by industrial solvents - Street and highway
8823,Accidental poisoning by industrial solvents - Industrial place and premises
8926,Accidental poisoning by other carbon monoxide gas - Public building
8822,Accidental poisoning by industrial solvents - Mine and quarry
8821,"Accidental poisoning by industrial solvents - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8819,Accidental poisoning by petroleum products - Place not specified
8818,Accidental poisoning by petroleum products - Other specified places
8817,Accidental poisoning by petroleum products - Resident institution
8833,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Industrial place and premises"
8834,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Place for recreation and sport"
8835,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Street and highway"
8836,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Public building"
8837,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Resident institution"
8838,"Accidental poisoning by corrosive aromatics, acids, and caustic alkalis - Other specified places"
8843,Accidental poisoning by mercury and its compounds - Industrial place and premises
8844,Accidental poisoning by mercury and its compounds - Place for recreation and sport
8845,Accidental poisoning by mercury and its compounds - Street and highway
8846,Accidental poisoning by mercury and its compounds - Public building
8847,Accidental poisoning by mercury and its compounds - Resident institution
8816,Accidental poisoning by petroleum products - Public building
8815,Accidental poisoning by petroleum products - Street and highway
8814,Accidental poisoning by petroleum products - Place for recreation and sport
8787,Accidental poisoning by other and unspecified drugs - Resident institution
8813,Accidental poisoning by petroleum products - Industrial place and premises
8801,"Accidental poisoning by alcohol - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8802,Accidental poisoning by alcohol - Mine and quarry
8803,Accidental poisoning by alcohol - Industrial place and premises
8804,Accidental poisoning by alcohol - Place for recreation and sport
8805,Accidental poisoning by alcohol - Street and highway
8806,Accidental poisoning by alcohol - Public building
8807,Accidental poisoning by alcohol - Resident institution
8808,Accidental poisoning by alcohol - Other specified places
8812,Accidental poisoning by petroleum products - Mine and quarry
8848,Accidental poisoning by mercury and its compounds - Other specified places
8886,Accidental poisoning by other and unspecified solid and liquid substances - Public building
8887,Accidental poisoning by other and unspecified solid and liquid substances - Resident institution
8888,Accidental poisoning by other and unspecified solid and liquid substances - Other specified places
8889,Accidental poisoning by other and unspecified solid and liquid substances - Place not specified
8884,Accidental poisoning by other and unspecified solid and liquid substances - Place for recreation and sport
8916,Accidental poisoning by motor vehicle exhaust gas - Public building
8917,Accidental poisoning by motor vehicle exhaust gas - Resident institution
8923,Accidental poisoning by other carbon monoxide gas - Industrial place and premises
8924,Accidental poisoning by other carbon monoxide gas - Place for recreation and sport
8885,Accidental poisoning by other and unspecified solid and liquid substances - Street and highway
8883,Accidental poisoning by other and unspecified solid and liquid substances - Industrial place and premises
8851,"Accidental poisoning by lead and its compounds - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8866,"Accidental poisoning by arsenic and antimony, and their compounds - Public building"
8852,Accidental poisoning by lead and its compounds - Mine and quarry
8853,Accidental poisoning by lead and its compounds - Industrial place and premises
8854,Accidental poisoning by lead and its compounds - Place for recreation and sport
8855,Accidental poisoning by lead and its compounds - Street and highway
8856,Accidental poisoning by lead and its compounds - Public building
8857,Accidental poisoning by lead and its compounds - Resident institution
8858,Accidental poisoning by lead and its compounds - Other specified places
8859,Accidental poisoning by lead and its compounds - Place not specified
8861,"Accidental poisoning by arsenic and antimony, and their compounds - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8862,"Accidental poisoning by arsenic and antimony, and their compounds - Mine and quarry"
8863,"Accidental poisoning by arsenic and antimony, and their compounds - Industrial place and premises"
8864,"Accidental poisoning by arsenic and antimony, and their compounds - Place for recreation and sport"
8865,"Accidental poisoning by arsenic and antimony, and their compounds - Street and highway"
8867,"Accidental poisoning by arsenic and antimony, and their compounds - Resident institution"
8882,Accidental poisoning by other and unspecified solid and liquid substances - Mine and quarry
8868,"Accidental poisoning by arsenic and antimony, and their compounds - Other specified places"
8871,"Accidental poisoning by fluorides - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
8872,Accidental poisoning by fluorides - Mine and quarry
8873,Accidental poisoning by fluorides - Industrial place and premises
8874,Accidental poisoning by fluorides - Place for recreation and sport
8875,Accidental poisoning by fluorides - Street and highway
8876,Accidental poisoning by fluorides - Public building
8877,Accidental poisoning by fluorides - Resident institution
8878,Accidental poisoning by fluorides - Other specified places
8879,Accidental poisoning by fluorides - Place not specified
8881,"Accidental poisoning by other and unspecified solid and liquid substances - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9153,Accident caused by explosion of pressure vessel - Industrial place and premises
9154,Accident caused by explosion of pressure vessel - Place for recreation and sport
9155,Accident caused by explosion of pressure vessel - Street and highway
9337,"Hunger, thirst, and exposure - Resident institution"
9156,Accident caused by explosion of pressure vessel - Public building
9356,Lightning - Public building
9357,Lightning - Resident institution
9296,Accidental drowning and submersion - Public building
9297,Accidental drowning and submersion - Resident institution
9790,Suicide and self-inflicted injury by other and unspecified means - Suicide and self-inflicted injury by other and unspecified means
4345,Other and unspecified diseases of heart - Other and unspecified diseases of heart
1632,Malignant neoplasm of lung - Primary pleura
1633,Malignant neoplasm of lung - Lung or pulmonary not specified as primary
9365,Other and unspecified accidents - Street and highway
9366,Other and unspecified accidents - Public building
9367,Other and unspecified accidents - Resident institution
9368,Other and unspecified accidents - Other specified places
9205,Foreign body entering eye and adnexa - Street and highway
9206,Foreign body entering eye and adnexa - Public building
9189,Accident caused by radiation - Place not specified
9207,Foreign body entering eye and adnexa - Resident institution
9212,Inhalation and ingestion of food causing obstruction or suffocation - Mine and quarry
9213,Inhalation and ingestion of food causing obstruction or suffocation - Industrial place and premises
9214,Inhalation and ingestion of food causing obstruction or suffocation - Place for recreation and sport
9215,Inhalation and ingestion of food causing obstruction or suffocation - Street and highway
9216,Inhalation and ingestion of food causing obstruction or suffocation - Public building
9217,Inhalation and ingestion of food causing obstruction or suffocation - Resident institution
9188,Accident caused by radiation - Other specified places
9157,Accident caused by explosion of pressure vessel - Resident institution
9158,Accident caused by explosion of pressure vessel - Other specified places
9159,Accident caused by explosion of pressure vessel - Place not specified
9161,"Accident caused by fire and explosion of combustible material - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9162,Accident caused by fire and explosion of combustible material - Mine and quarry
9163,Accident caused by fire and explosion of combustible material - Industrial place and premises
9164,Accident caused by fire and explosion of combustible material - Place for recreation and sport
9165,Accident caused by fire and explosion of combustible material - Street and highway
9166,Accident caused by fire and explosion of combustible material - Public building
9167,Accident caused by fire and explosion of combustible material - Resident institution
9168,Accident caused by fire and explosion of combustible material - Other specified places
9169,Accident caused by fire and explosion of combustible material - Place not specified
9187,Accident caused by radiation - Resident institution
9173,"Accident caused by hot substance, corrosive liquid, and steam - Industrial place and premises"
9174,"Accident caused by hot substance, corrosive liquid, and steam - Place for recreation and sport"
9175,"Accident caused by hot substance, corrosive liquid, and steam - Street and highway"
9176,"Accident caused by hot substance, corrosive liquid, and steam - Public building"
9177,"Accident caused by hot substance, corrosive liquid, and steam - Resident institution"
9178,"Accident caused by hot substance, corrosive liquid, and steam - Other specified places"
9181,"Accident caused by radiation - Farm (including buildings and land under cultivation, but excluding farm home and home premises)"
9182,Accident caused by radiation - Mine and quarry
9183,Accident caused by radiation - Industrial place and premises
9184,Accident caused by radiation - Place for recreation and sport
9185,Accident caused by radiation - Street and highway
9186,Accident caused by radiation - Public building
9273,Accidents caused by bites and stings of venomous animals and insects - Industrial place and premises
9266,Lack of care of infants under 1 year of age - Public building
9267,Lack of care of infants under 1 year of age - Resident institution
